Sim,Indirect_m3,Direct_m3,Total_m3,param_agr_water_mult,param_hotel_coeff_mult,param_rest_coeff_mult,param_dom_tourist_mult,param_inb_tourist_mult,param_rail_coeff_mult,param_air_coeff_mult
30,8920900845.546354,616597237.5881542,9537498083.134508,1.9012171384511511,1.0834501028257877,1.2207752160250789,0.9510934101562163,1.0351345940079641,1.271953908826517,0.843655832095065
31,4673561205.463909,560067378.7267308,5233628584.1906395,0.8852151953761228,1.161693956828095,1.2027563658058682,0.9263391589951643,1.029023999014487,0.8614021049551231,1.0471307163814503
32,4557919055.401466,467481009.0288969,5025400064.430364,0.8575525502568037,1.1476835097145917,0.8028406541101532,1.040548568935354,0.9874629049892482,1.0402133682179033,1.3642545000747317
33,4247863071.517856,586260120.2931678,4834123191.811024,0.7833843629249161,1.685274585149614,0.9451045534401691,1.156915314938045,0.9974334174183382,1.0666537959060476,1.0014337199427676
34,6001919149.365611,654290164.5707446,6656209313.936356,1.2029703942697718,0.8294730105744674,1.288209513444545,1.124006551191625,0.9751406843283617,0.6585584663710908,0.8154443386161512
35,6838594497.426847,534412322.6474379,7373006820.0742855,1.403110682400036,0.6670729052217095,0.9899233298957916,1.0631341595925576,0.9850850528769347,1.031452088277506,0.9683954465369501
36,5012922354.678895,459245076.02581227,5472167430.704707,0.9663934425199998,0.7690200407538071,1.042513377182389,0.8074310465625087,1.0313386937887654,1.0277417926098742,0.7458215879120318
37,4222044185.8917484,532598943.5738466,4754643129.465595,0.7772082526565957,0.8386909806971063,1.1690397874990115,0.8508360413286165,0.9625055957822048,1.1490621275409463,1.574698192690182
38,4237359201.751827,458468286.15390205,4695827487.905729,0.780871742556302,0.783815408924554,0.8151757440552367,1.085133064519619,0.9674050873393318,0.8856866226900131,1.3601777309160332
39,6054411894.108429,541687919.7576437,6596099813.866073,1.2155271321752457,1.0236915002210452,0.8740453753855904,1.1295498758343057,0.9210225460425118,1.2500874703689422,1.249403692984846
40,6197649639.52172,539993035.1915148,6737642674.713235,1.2497908925508496,1.3677454487202267,0.9664451375175039,1.0442987699218222,1.0323348827990806,1.0160676036271001,1.150282818433078
41,5893240417.405294,637296153.2084849,6530536570.613779,1.1769734615543868,1.4694890689674693,1.1956935429782876,0.9755535747959794,0.9840069145562631,1.3419437458846906,0.9669025803881188
42,4396814859.735511,653982901.7650194,5050797761.50053,0.8190149738667569,1.1343696536925294,1.1679648022378446,1.1081840807516794,0.9368528991965077,1.1493217805830742,0.9713170530562738
43,5454952963.995201,625265745.9443699,6080218709.939571,1.0721311503608753,1.7079913891347966,1.1229649550780647,1.0602875017503128,1.041117464051937,1.0555394955725126,0.9559231939027942
44,5302343774.757385,528290188.0337169,5830633962.791102,1.0356256561137243,0.9147602552659629,0.9941260076993846,1.090995622458669,0.9949478018077137,0.7636207639998239,1.475371800399064
45,5436874158.351492,490151425.37446153,5927025583.725953,1.0678065370219412,0.6648925964283374,1.184435460651954,0.8514744714190752,0.9601601068762106,0.7359996865940385,0.9615700546581483
46,6402463640.062736,572427513.7795076,6974891153.842243,1.2987842484282253,1.3012098909206962,0.9921032153742534,1.0274671929625374,1.0419056395026756,1.3201733127481325,0.8871824323925439
47,5443450249.053106,626395841.6924824,6069846090.745588,1.0693795972188762,0.6315055188632219,1.1016952018558612,1.1419656917706686,0.9802027900256565,1.1755459123252385,0.9790912688410094
48,6097768945.736935,587571928.006518,6685340873.743453,1.2258985299049812,0.8279928534981961,1.1518058463091907,1.0421958744373092,0.9188063934324684,0.942983434733192,1.1033950365068579
49,5239030829.295641,659925347.930862,5898956177.226503,1.020480628623131,1.1388603371400539,1.269523010126597,1.0758595785298126,1.0452002410948698,0.9166387942730416,0.30352597711464074
50,5532196598.398697,529556404.29385245,6061753002.69255,1.090608524268888,0.9747294145766489,1.006551312312726,1.0029098328404265,0.9552738677244497,1.0443768323631546,1.0786646403040991
51,6025068432.632377,483265852.892,6508334285.524377,1.208507911580107,0.953383359018767,0.9606084668580374,1.0084860097834525,1.148285028801131,0.7309622819623944,0.49149780902722723
52,3673019699.866167,637196577.4343963,4310216277.300564,0.6458766446698768,0.7443845508894452,1.209261304418255,1.1122022033899055,0.974991354950643,0.9064642674846456,1.29441509336547
53,4771126221.074041,594285055.659347,5365411276.733389,0.90855362692056,0.9973030459742489,1.2207778868023769,0.9464169321194472,0.896501809670481,1.1225076145713722,0.6551731752119306
54,4603233705.709791,500576061.338044,5103809767.047835,0.8683922232437581,1.2852016372493007,0.9334938261414526,0.9385888705392171,1.084995615140959,1.1492612736688286,0.8393639532593091
55,4424279448.343233,444325133.53056085,4868604581.873794,0.8255847511287094,1.005004459820976,0.8492449402203602,0.9617428780182887,0.9944616022730999,0.9263818908870078,0.6165901884571838
56,4822205047.140196,627048762.9665825,5449253810.106778,0.9207721427283037,0.8125673548718813,1.197855169924917,1.001875712197569,1.0100743105881114,1.3200496563667947,1.360163643227167
57,7519267946.933218,408123586.78151196,7927391533.71473,1.5659339096201292,0.7320659926805039,0.7687408939606938,0.8711928870932206,1.0163686267183902,1.2089970829000507,0.9975434418212368
58,4197114662.690496,424936776.8121286,4622051439.5026245,0.7712448859002901,0.816769261448033,0.7610797857187522,1.058484714430374,0.9292479906887091,0.8462471050902057,1.445316642439385
59,6562531046.469585,484833433.2748382,7047364479.744424,1.3370738154780555,1.1030548180711017,0.9747557327786935,0.9868602491142245,0.8889459495525601,0.7448372927202253,1.3975815272797196
60,3496240683.791766,571150488.0903908,4067391171.882157,0.6035895098875506,1.0896979694431694,1.0153659573593732,1.0682951408088728,1.094968713887563,1.1189136127788217,1.2498554486687012
61,4753830381.397408,391297355.4141929,5145127736.811601,0.9044163061014899,0.8186269649438545,0.8410071750584202,0.8304744058778166,0.9191133683904988,0.9099858443171474,0.719657347259547
62,5362591870.030578,536649407.91943824,5899241277.950016,1.0500375438013652,0.5753999841012235,1.033279650756577,1.068601842118796,1.079182942090059,0.8719920551853708,1.033095839235437
63,5957224857.201235,588772738.8685286,6545997596.069763,1.1922791165450435,1.110714154547885,1.039970513295472,1.1069515955162503,1.0236060368198574,1.0445781370530582,1.2732421395851146
64,6147689849.811497,515057002.66525954,6662746852.476756,1.2378400603305608,0.7989740197165642,0.9279418158918581,1.0350838267201383,1.0060435929244873,1.1438763437016906,1.0777658418426936
65,6276758661.815624,664040964.9408175,6940799626.756442,1.2687144840637272,1.1879933458089165,1.3050196268751786,1.0024015190534328,0.973876029977805,1.1583850449946675,0.9260314308423966
66,4738164738.549819,572572821.6315178,5310737560.181336,0.9006689430645279,0.8277638169372251,1.0644641815010956,1.069216263946948,1.1127305041667261,1.011036755834041,1.0703072854567979
67,4611979580.872111,579454684.5023414,5191434265.374453,0.8704843154501252,0.7811601336956261,1.1692733554782677,1.1017142606992731,0.9626502702724996,0.5412180716372929,1.0895400849101833
68,6380595067.098556,470045565.1869091,6850640632.285464,1.2935530885713094,1.0390356016309563,0.7815680516996016,1.0418341254274732,0.9640470879127837,1.1908840970556245,0.7045538548960883
69,4920246424.955621,461642114.2782314,5381888539.233852,0.944224524407931,1.8029510731674576,0.7802737281324181,1.0478112944783458,1.0309422138400046,0.8387845304175969,0.8866286620096021
70,3824087613.920065,615411312.5131937,4439498926.433259,0.6820134519943016,1.2059377713713533,1.0690093915973389,1.1325553499333034,0.9636485870672659,1.0616757121797222,1.1306279412760447
71,3948525726.8127356,658101026.5412799,4606626753.354015,0.7117801707418253,1.0346413291786627,1.278228653413041,1.0608925588517424,0.9467242777621463,0.9755682257141546,1.1748778808050837
72,4145664841.6315627,491702892.83438903,4637367734.465952,0.7589376247447578,1.093860173960891,0.8485096331541427,0.9359792693823601,0.9944336541400596,1.4488111794207186,1.0486770345582033
73,5825816450.418526,600194807.6885176,6426011258.107043,1.160845040643114,0.6454684379673137,1.0215064969751924,1.1013313521526074,1.0317242768107628,1.4115791315369266,0.9184237879595992
74,5335904528.256577,431416136.71455985,5767320664.971136,1.0436536909910052,0.7553416672545881,0.8147355632955523,0.990102296812839,1.0913240455836106,0.9081054205451896,0.9616066128666552
75,6115590799.066557,440487092.6419243,6556077891.708481,1.2301616779332705,0.5338009745862016,0.8922066101178021,1.0026626406882224,1.1015221221080402,0.731072446518284,0.8491353932033021
76,4650499886.337219,528308720.1905139,5178808606.527733,0.8796987198813269,1.5410568906189364,1.0289666978212315,1.00855043419389,0.9078165421853315,0.7467156329893355,0.9791874704667591
77,5357046837.471594,542439483.4136714,5899486320.885265,1.0487111220099041,1.464987203017055,0.9261083179955857,1.0775094294124699,1.0494881674840504,1.05431318480704,1.1700148172348495
78,6016440004.076414,481401239.07938755,6497841243.155802,1.2064439136610772,1.1031885091912752,0.8041714145245487,1.139908232612499,0.9481647126439403,0.8920502478937301,1.48563782939805
79,4782908885.209803,424004289.73260814,5206913174.94241,0.9113721464341779,1.0343557568607131,0.8008123464078122,1.0019537153690146,0.9506578031968662,0.7777750604571025,0.7591509773987954
80,5767375769.529331,429098915.13614786,6196474684.665479,1.1468655027748174,0.6784818836695545,0.7170987850803641,1.1385009688089989,0.9703987647818025,0.8952654426741437,1.2533523461958884
81,4400497918.966541,562809151.867644,4963307070.834186,0.8198959948474844,0.9466508067554538,1.0714875704821885,1.0131670650216462,0.9672147211991678,1.0902381426446406,1.0765610498623273
82,4722014280.822045,619375799.9677436,5341390080.789789,0.8968056079363178,1.5653320430973576,1.0896371538146707,1.1121734354978379,0.9438942981224742,0.984347202180785,0.6797527283326229
83,4701058859.581914,553528271.9915494,5254587131.573463,0.8917928822063089,1.0333996514114847,1.0888830154821079,1.0158746457227297,0.8811148999002469,0.9035222911534508,0.9804610283834415
84,3893207884.1613035,446234710.43904096,4339442594.600345,0.6985476439407707,0.8683489607906368,0.8636236303202137,0.9606061074834101,1.0697398448965836,0.9286233966591603,0.9636020409449952
85,5811006466.762367,633649798.8052243,6444656265.567592,1.1573023590008062,0.6443471373183562,1.1508926935861272,1.1537679254213402,1.0423429964672366,0.9676139516282515,0.9996763823311644
86,4604290608.835645,562501603.2317293,5166792212.067374,0.868645044002281,1.412097844910589,1.1060168001266288,0.9529692160975684,0.9966094835669563,1.0445255856868254,1.2095560169584365
87,5169111393.36998,508291057.5563312,5677402450.9263115,1.0037552690383242,0.9826316490639269,1.0010941609967496,0.947615273746495,0.9490586362254677,1.0562567427013663,1.3949750881021636
88,5801978671.029459,432922577.4858609,6234901248.51532,1.155142828851684,0.644562515189207,0.9764756885111127,0.8995167763564542,1.0591984003674006,0.6703208022714375,1.259014992313497
89,5752664125.603666,515919639.7244167,6268583765.328083,1.1433463448828403,0.7936867471996681,0.9026326796446046,1.101381401536189,0.9942671130650604,1.0333395853948,1.0425616835376414
90,6077011906.708176,563910357.4684911,6640922264.176666,1.2209332589888804,0.726596116228388,1.0288242750893086,1.120275783954666,0.968686602503859,0.9275891231978368,1.0647814501503186
91,5031705583.227986,608552874.1906236,5640258457.41861,0.9708865601701646,0.9676005987687452,1.2425871707976996,1.029850387308274,0.915236570467115,0.7972409706963939,1.4157910152266524
92,4654865131.8582325,548851240.3525914,5203716372.210824,0.8807429259743581,1.0532016785527265,1.1706784923424771,0.9212901491169571,1.0243595246896453,0.9254576600429955,0.7882578643225167
93,5054621462.942638,527036663.5221906,5581658126.4648285,0.9763682452460747,0.8817874256116637,0.9615684364556383,0.999457697141206,0.9807301850025953,1.2312272682620293,1.2484161457385097
94,3492863278.3765516,567538414.6405272,4060401693.017079,0.602781604055856,1.2144139917446528,1.080793219266154,0.9757904519193517,1.0105090476761107,1.1617246972048891,0.7705444940574192
95,3681167234.2889643,435096022.22886837,4116263256.5178328,0.6478256083757016,1.0198958967912202,0.8347854925717363,0.91756251223328,1.005883692688153,1.0194414198861295,0.694905134533234
96,3784157712.2391458,541419530.1571563,4325577242.396302,0.6724618594369846,1.304184702268539,1.1095100766107802,0.9608886749451129,1.0292382589019684,0.8205803637630564,1.1262338513306438
97,4072476667.590319,457290554.28209233,4529767221.872412,0.7414303535262562,0.9145725150714644,0.8753714286001957,1.040458852103763,1.008331363666561,0.7280742863841689,0.6684735902065233
98,5686086960.290289,560937772.9010477,6247024733.191337,1.1274204865680328,2.1411250132038346,1.103538334191651,0.9515864938253181,0.9822229272161465,0.811636864370473,0.9214364758770598
99,4158992603.085114,705144711.9521614,4864137315.037275,0.7621257454699905,0.8683832054015026,1.4453608285711603,1.0233387106520873,1.0252059770427895,1.0024419102798383,1.2748528476945138
100,4705059762.238098,435113109.9823924,5140172872.22049,0.8927499342005443,0.7978517322832153,0.9144981351509306,0.8578942240206933,1.0450206506323523,1.006656743467364,0.8172225911802066
101,7145975109.444899,746929993.9350802,7892905103.379979,1.476638896656023,0.7736968587091647,1.4384204963857046,1.1343344846237464,1.0747990892541996,0.8697278292993869,1.3593561046984541
102,4729658730.562031,553503200.2716432,5283161930.8336735,0.8986342292493555,0.9486311941805057,1.0735953231674467,0.9686870737178284,0.9414551227256026,1.1755600625892138,0.548489867796087
103,6188662666.440562,499410632.3253803,6688073298.765943,1.2476411275481525,0.6505845433761301,0.8875561550107075,1.069619910717921,1.0530928597976972,1.0768980213128574,1.2088535791503714
104,4132210700.3581448,429379221.3597682,4561589921.717913,0.75571927282696,1.0764199901029536,0.8806815749898378,1.0150948017149315,0.9180916214582497,0.46974431965576396,0.7231752348245775
105,4903545515.203999,667598620.1655821,5571144135.36958,0.9402295161918142,0.6210610191399387,1.3547433411772587,1.0321998494042801,1.0482158569381261,1.0218343698259529,0.9611354747488967
106,4116701275.9678164,531098595.6509941,4647799871.618811,0.7520092786537029,1.041245643955764,1.0739483027054648,0.9094412485218587,0.9679670541379759,1.1510950170997745,1.0431488774149518
107,4749128350.778309,463953279.50674605,5213081630.285055,0.9032915379759747,0.7133287135236129,0.9150770715751242,0.9391552812650632,1.039575504188464,1.0404869118385227,0.9435398888360143
108,6352008723.131313,498967003.5749401,6850975726.706253,1.2867149773117248,0.9090789345873206,0.9694809083435644,0.9409717268766543,1.0721318080288156,1.1163014775379643,0.9485480688923538
109,3462815712.814992,548569872.9879658,4011385585.8029575,0.5955939554140757,1.1631537892920185,1.0646163666563428,1.002027794083262,1.008965558000393,0.9473050591888512,0.7098397146652585
110,5735334520.703477,586462711.1681374,6321797231.871614,1.1392009471178117,1.7789253054238476,0.9986918987180452,1.106092446440349,0.9976328094286856,0.9869490416486074,1.2829956667184523
111,5462454384.764757,547726244.22003,6010180628.984787,1.073925557854396,0.7637611800842499,1.0518848719411253,1.0346603871897095,0.9950800547560257,0.9911298819111968,0.7540381583775625
112,4470902513.861433,593754388.564137,5064656902.42557,0.8367374088327413,0.9631179793751732,1.2660416344981416,0.9279727702307434,0.9764708177668526,1.0368161359194732,0.7538589886321088
113,3682024204.4816213,442718939.5118134,4124743143.993435,0.6480306033736718,0.834485702789495,0.8308044003155985,1.0069867180209122,1.0562205584241708,0.8841786628263899,0.9805530230147214
114,5244858542.398106,573073471.1204903,5817932013.518596,1.0218746701497166,0.8045536876125114,1.0966945491645865,0.9935492932111875,0.9946110434377038,1.2184969155727006,0.8606342801515724
115,4539414877.526155,530160572.9334829,5069575450.459639,0.8531261840441979,0.8363205281572712,0.9890653592976804,0.9719307919281002,0.8912375603114422,1.2845562261168815,1.167716486577375
116,5455645333.891961,490464074.4346024,5946109408.326564,1.0722967714837535,1.2287736247029657,0.9251431980911927,0.9987666779344234,1.0442082417190526,0.8937959140168552,0.8932863003143597
117,5180908230.760822,585250106.7954782,5766158337.5563,1.0065771789223672,0.8851360065558566,1.1608261251684913,1.0610969537071664,1.041582043699431,0.766259212796557,0.9997646301964535
118,7732483859.341552,418329616.73391026,8150813476.075462,1.6169370785819546,1.7547531198417952,0.7807861547972935,0.942405886521405,1.0021559660843262,0.7309495148005182,1.0228986137767735
119,4863753033.626566,389729938.143478,5253482971.770044,0.9307107957624623,1.1095947005133437,0.64503499627776,0.9723287197067193,0.9605889797606958,1.0809933059902492,1.1947599404573583
120,4048163282.8065987,570063475.1550398,4618226757.961638,0.735614372635566,0.7768541422922436,1.0336799522143225,1.078569664231425,0.9419893575016871,1.1175673961618109,0.8944618657271007
121,5384404243.490569,533102607.40767735,5917506850.898247,1.0552552602300893,0.912400449845824,0.9792730390190656,1.03751702186848,0.9607323245680637,1.0818341818724557,0.6656424045641357
122,5438626255.607908,478561083.53431046,5917187339.142219,1.0682256544855353,0.8183527934590618,0.7970729124280063,1.1023289450892413,1.0099407164058858,1.0990314058629929,0.8380744065639028
123,7258018503.059013,450315354.8654022,7708333857.924416,1.503440686780453,1.2214237215646873,0.7434171255722449,1.1148679774077312,0.9078229532120036,0.8863252812146227,1.2274613160110484
124,6343628970.213224,531896302.0067314,6875525272.219955,1.2847104648477525,0.6638527513313047,1.2895950066503208,0.8911567103849027,1.0212207727679081,0.6019699460011227,1.0696121735991513
125,5625813365.60162,539687602.9632255,6165500968.564845,1.1130024991902643,0.7151679669193131,1.069452227193952,1.023063823008832,1.0036281091464974,0.9005425681518229,0.9259176792966987
126,7457427517.819537,538211115.5745327,7995638633.39407,1.55114112131868,0.8625289808226838,1.002946858460767,0.9593634697958517,1.0643636467164739,1.3307729559543948,1.0122240932933428
127,3899414072.224018,614746675.9769495,4514160748.200968,0.7000322200908157,1.1861783850969492,1.329286736343916,0.9041024745585059,1.0350623392976064,1.0529595444116,0.9468737048094797
128,4423374959.759167,574926519.504778,4998301479.263945,0.8253683893030085,1.361061715993738,1.153309373959835,0.9368645292720938,0.9638471184620591,1.0849076537411664,1.1575382638701626
129,4138891722.5408373,644827096.9581132,4783718819.498951,0.7573174335804077,1.4121813246160635,1.265391515581031,0.9759385320621735,0.9154553600257574,1.180948555705716,1.067495492410286
130,4692041939.038114,433953521.6976138,5125995460.735727,0.8896359535004905,1.1416223673668973,0.8230069107825218,0.9764383451863831,0.9589386937659766,0.8319829120297724,0.9442231427641437
131,3738994517.166477,441609188.508159,4180603705.6746364,0.6616584159081744,0.9794908490718681,0.8173911114812973,0.9514489049415177,1.0690617805925162,1.0446956096603177,1.183531983783772
132,6030926282.016662,576193815.7728535,6607120097.7895155,1.2099091619770632,1.219762848139246,1.0925612852674025,0.9989086883905223,1.014718145910629,1.1024408476842154,1.235361021410709
133,4883802679.08098,598405923.2893851,5482208602.370365,0.935506851756528,0.7511685980400503,1.0621748827143682,1.1957316958311448,1.0298669127524134,0.8134962739317688,0.8161311303420131
134,3661985214.2006392,528603819.1577797,4190589033.358419,0.643237096193176,0.6305490662041874,1.1874493053489812,0.8619825123989396,0.9685407771694765,1.072771939183169,0.8197884785351013
135,4055477164.2474594,484066800.991309,4539543965.238769,0.7373639190304924,1.1153401151662798,0.7553816687031011,1.0909741533856847,1.0242381626171657,1.2590730880633523,1.4801989799276642
136,5565684946.787224,546885146.5959227,6112570093.383146,1.0986192391907719,0.7776959785190524,1.1055396123957466,0.998530054932433,0.9239918295213503,0.9198595462259411,1.1252160855715905
137,6348489449.623921,531095392.8529792,6879584842.4769,1.2858731353530595,0.9838058748574802,1.1483902950130442,0.9649696922274205,1.0467601329730503,0.6555273092242773,1.3338667967897044
138,8582767802.098203,511912171.56595457,9094679973.664158,1.8203326652813694,1.0303584526369496,1.140425810021708,0.838543193912836,0.9422286630224721,1.034518822371717,1.178473571192585
139,10992900181.677551,508393901.3600747,11501294083.037626,2.396858064289283,1.0639941468192289,0.9389958428188716,1.0610210650059348,0.9012793005531082,0.8686905287526145,1.0918855410104307
140,5706825693.882254,519720104.5245168,6226545798.406771,1.1323813786585792,1.264210585918091,1.0777922757394114,0.8847226002139216,1.1131165802812513,1.0362170805348128,0.5726620823478507
141,4079652923.4408436,490021980.03959894,4569674903.480442,0.7431469786389102,1.2312363129701251,0.8836514362051971,1.0662315123537016,1.0067443242897909,0.83157012285667,0.7557673410003217
142,3178136243.815336,558801948.2680863,3736938192.0834227,0.5274960592798256,1.049957846099805,0.9560580877229303,1.1393064695195003,1.0053604062501877,1.0121943795544426,1.1300645735775734
143,5503009323.816822,449558400.1409823,5952567723.957805,1.0836266649872808,0.8953829097151632,0.84355954910531,0.8973756989125448,0.9065022076285836,1.2454451020795,0.819013833915076
144,4248680226.558958,510342645.97362155,4759022872.532579,0.7835798337795937,1.0273066989722026,0.8862001405991872,1.093468846796592,1.031128015505111,0.994439940094828,0.9703480810384647
145,4663647028.455734,472453433.8609049,5136100462.316639,0.8828436348328506,0.8615237939639108,0.963855650743132,1.0020351491797708,1.0443009860784973,0.6701697783624877,1.1820691130758052
146,4452120058.834999,441720793.66566914,4893840852.500669,0.8322444762161717,0.9520790323124826,0.9263594878543192,0.8324636294526969,0.9900352518859635,1.0751454302827115,1.0271281876137672
147,4980519136.103743,477620303.21191674,5458139439.3156595,0.9586423004348332,1.9242636130832216,0.8861812835416539,0.9036146516041966,1.0444953921705407,1.0039813725430327,1.0797555531365168
148,6728788930.34434,458005840.24771285,7186794770.592053,1.3768442005619796,1.0466006387034545,0.8050604421732669,1.0142581314110832,1.0585254444109795,1.0426453677820455,1.277590892885129
149,5355086115.120492,676858121.7096667,6031944236.830158,1.0482420995423456,1.119140806954548,1.2941643682688517,1.0320946596506368,1.026286129745911,1.1946392981910816,1.2973955359511653
150,4959123293.345502,432500640.87793183,5391623934.2234335,0.9535242219061103,0.8383076160577763,0.9249155585163611,0.8735446995520798,0.8916888791044989,0.8949862791476169,0.9887370040975498
151,4036968846.4444656,546166419.887802,4583135266.332268,0.7329365625098524,1.2904853063615238,1.0494948360296845,1.0025364074922911,0.9424195072634138,0.9423916861599295,1.2547904242820453
152,3502445578.726313,425218222.22689694,3927663800.95321,0.6050737767096769,1.2093319572108303,0.7361542065633472,1.06588447682785,1.0843447922223488,0.7941150229147813,0.8078334149786681
153,4585920361.285604,648944324.7378037,5234864686.023407,0.8642507151312214,1.211474410227433,1.2036473699364125,1.0798860415535445,1.0041192214187966,1.0386718113059499,1.0453578238676877
154,5086503444.899067,525112033.788197,5611615478.6872635,0.9839947028316954,1.0551920747047208,1.025074097573027,0.9669731226187381,1.0043440238290287,1.0334275737936847,1.1132033753380208
155,8077952454.764622,513112264.99834394,8591064719.762966,1.6995762819338263,1.2950476941615519,0.9334188185612309,1.035077502284526,0.9584171943911183,0.948054620224886,0.9789197480397573
