Sector_Code,Sector_Index,Sector_Name,Broad_Category,Water_2022_Blue_m3_per_crore,Water_2022_Green_m3_per_crore,Rank,Pct_of_Total,Cumulative_Pct
IN.36,36,IN.36,Other,177.48000703100058,910.5868926553673,32,0.03,99.78
IN.67,67,IN.67,Other,176.2867469184602,0.0,33,0.03,99.81
IN.92,92,IN.92,Other,166.478998893992,25.27061468926554,34,0.03,99.84
IN.64,64,IN.64,Other,166.06290965989155,0.0,35,0.03,99.87
IN.38,38,IN.38,Other,86.957795529801,40.58845197740113,36,0.02,99.89
IN.97,97,IN.97,Other,83.71954802259889,0.0,37,0.02,99.91
IN.10,10,IN.10,Agriculture,61.673624858757066,0.0,38,0.01,99.92
IN.55,55,IN.55,Other,60.19927843182372,0.0,39,0.01,99.93
IN.63,63,IN.63,Other,59.775704649299435,0.0,40,0.01,99.94
IN.56,56,IN.56,Other,59.526782008961696,0.0,41,0.01,99.95
IN.87,87,IN.87,Other,51.567259215939494,0.0,42,0.01,99.96
IN.9,9,IN.9,Agriculture,45.42011299435029,0.0,43,0.01,99.97
IN.48,48,IN.48,Other,40.42796320513673,0.0,44,0.01,99.98
IN.43,43,IN.43,Other,32.22666280694237,400.4135593220339,45,0.01,99.99
IN.66,66,IN.66,Other,30.147769211543846,0.0,46,0.01,100.0
IN.96,96,IN.96,Other,24.024519774011303,0.0,47,0.0,100.0
IN.79,79,IN.79,Other,23.414527991792088,0.0,48,0.0,100.0
IN.41,41,IN.41,Other,19.787940775851077,4.896402259887005,49,0.0,100.0
IN.70,70,IN.70,Other,15.764510369186441,0.0,50,0.0,100.0
IN.37,37,IN.37,Other,15.537302818584408,85.20606779661017,51,0.0,100.0
IN.77,77,IN.77,Other,15.312017375867798,0.0,52,0.0,100.0
IN.34,34,IN.34,Other,13.796518782809265,46.10390960451977,53,0.0,100.0
IN.86,86,IN.86,Other,7.365339502824859,0.0,54,0.0,100.0
IN.89,89,IN.89,Other,5.7150257084510745,0.0,55,0.0,100.0
IN.45,45,IN.45,Other,3.8574727479209048,0.0,56,0.0,100.0
IN.88,88,IN.88,Other,3.8100503337996723,0.0,57,0.0,100.0
IN.35,35,IN.35,Other,2.9962608248600557,2.500974011299435,58,0.0,100.0
IN.91,91,IN.91,Other,2.888703527993559,0.0,59,0.0,100.0
IN.90,90,IN.90,Other,0.9384510845316384,0.0,60,0.0,100.0
IN.101,101,IN.101,Other,0.7842824858757063,0.0,61,0.0,100.0
IN.83,83,IN.83,Other,0.5749537011473447,0.0,62,0.0,100.0
IN.73,73,IN.73,Other,0.2413653106181921,0.0,63,0.0,100.0
IN.100,100,IN.100,Other,0.07393762711864407,0.0,64,0.0,100.0
IN.85,85,IN.85,Other,0.0499507115246861,0.0,65,0.0,100.0
IN.161,161,IN.161,Other,2.5928474576271184e-05,0.0,66,0.0,100.0
IN.93,93,IN.93,Other,8.917421468926555e-09,0.0,67,0.0,100.0
IN.116,116,IN.116,Other,0.0,0.0,68,0.0,100.0
IN.119,119,IN.119,Other,0.0,0.0,68,0.0,100.0
IN.117,117,IN.117,Other,0.0,0.0,68,0.0,100.0
IN.118,118,IN.118,Other,0.0,0.0,68,0.0,100.0
IN.130,130,IN.130,Other,0.0,0.0,68,0.0,100.0
IN.120,120,IN.120,Other,0.0,0.0,68,0.0,100.0
IN.128,128,IN.128,Other,0.0,0.0,68,0.0,100.0
IN.127,127,IN.127,Other,0.0,0.0,68,0.0,100.0
IN.126,126,IN.126,Other,0.0,0.0,68,0.0,100.0
IN.125,125,IN.125,Other,0.0,0.0,68,0.0,100.0
IN.124,124,IN.124,Other,0.0,0.0,68,0.0,100.0
IN.123,123,IN.123,Other,0.0,0.0,68,0.0,100.0
IN.122,122,IN.122,Other,0.0,0.0,68,0.0,100.0
IN.121,121,IN.121,Other,0.0,0.0,68,0.0,100.0
IN.129,129,IN.129,Other,0.0,0.0,68,0.0,100.0
IN.138,138,IN.138,Other,0.0,0.0,68,0.0,100.0
IN.131,131,IN.131,Other,0.0,0.0,68,0.0,100.0
IN.147,147,IN.147,Other,0.0,0.0,68,0.0,100.0
IN.160,160,IN.160,Other,0.0,0.0,68,0.0,100.0
IN.159,159,IN.159,Other,0.0,0.0,68,0.0,100.0
IN.158,158,IN.158,Other,0.0,0.0,68,0.0,100.0
IN.157,157,IN.157,Other,0.0,0.0,68,0.0,100.0
IN.156,156,IN.156,Other,0.0,0.0,68,0.0,100.0
IN.155,155,IN.155,Other,0.0,0.0,68,0.0,100.0
IN.154,154,IN.154,Other,0.0,0.0,68,0.0,100.0
IN.153,153,IN.153,Other,0.0,0.0,68,0.0,100.0
IN.152,152,IN.152,Other,0.0,0.0,68,0.0,100.0
IN.151,151,IN.151,Other,0.0,0.0,68,0.0,100.0
IN.150,150,IN.150,Other,0.0,0.0,68,0.0,100.0
IN.149,149,IN.149,Other,0.0,0.0,68,0.0,100.0
IN.148,148,IN.148,Other,0.0,0.0,68,0.0,100.0
IN.146,146,IN.146,Other,0.0,0.0,68,0.0,100.0
IN.132,132,IN.132,Other,0.0,0.0,68,0.0,100.0
IN.145,145,IN.145,Other,0.0,0.0,68,0.0,100.0
IN.144,144,IN.144,Other,0.0,0.0,68,0.0,100.0
IN.143,143,IN.143,Other,0.0,0.0,68,0.0,100.0
IN.142,142,IN.142,Other,0.0,0.0,68,0.0,100.0
IN.141,141,IN.141,Other,0.0,0.0,68,0.0,100.0
IN.140,140,IN.140,Other,0.0,0.0,68,0.0,100.0
IN.139,139,IN.139,Other,0.0,0.0,68,0.0,100.0
IN.114,114,IN.114,Other,0.0,0.0,68,0.0,100.0
IN.137,137,IN.137,Other,0.0,0.0,68,0.0,100.0
IN.136,136,IN.136,Other,0.0,0.0,68,0.0,100.0
IN.135,135,IN.135,Other,0.0,0.0,68,0.0,100.0
IN.134,134,IN.134,Other,0.0,0.0,68,0.0,100.0
IN.133,133,IN.133,Other,0.0,0.0,68,0.0,100.0
IN.115,115,IN.115,Other,0.0,0.0,68,0.0,100.0
IN.28,28,IN.28,Other,0.0,0.0,68,0.0,100.0
IN.113,113,IN.113,Other,0.0,0.0,68,0.0,100.0
IN.112,112,IN.112,Other,0.0,0.0,68,0.0,100.0
IN.15,15,IN.15,Agriculture,0.0,0.0,68,0.0,100.0
IN.16,16,IN.16,Agriculture,0.0,0.0,68,0.0,100.0
IN.17,17,IN.17,Agriculture,0.0,0.0,68,0.0,100.0
IN.59,59,IN.59,Other,0.0,0.0,68,0.0,100.0
IN.18,18,IN.18,Agriculture,0.0,0.0,68,0.0,100.0
IN.57,57,IN.57,Other,0.0,0.0,68,0.0,100.0
IN.19,19,IN.19,Agriculture,0.0,0.0,68,0.0,100.0
IN.20,20,IN.20,Other,0.0,0.0,68,0.0,100.0
IN.52,52,IN.52,Other,0.0,0.0,68,0.0,100.0
IN.21,21,IN.21,Other,0.0,0.0,68,0.0,100.0
IN.50,50,IN.50,Other,0.0,0.0,68,0.0,100.0
IN.22,22,IN.22,Other,0.0,0.0,68,0.0,100.0
IN.23,23,IN.23,Other,0.0,0.0,68,0.0,100.0
IN.24,24,IN.24,Other,0.0,0.0,68,0.0,100.0
IN.25,25,IN.25,Other,0.0,0.0,68,0.0,100.0
IN.26,26,IN.26,Other,0.0,0.0,68,0.0,100.0
IN.27,27,IN.27,Other,0.0,0.0,68,0.0,100.0
IN.33,33,IN.33,Other,0.0,0.0,68,0.0,100.0
IN.32,32,IN.32,Other,0.0,0.0,68,0.0,100.0
IN.31,31,IN.31,Other,0.0,0.0,68,0.0,100.0
IN.30,30,IN.30,Other,0.0,0.0,68,0.0,100.0
IN.65,65,IN.65,Other,0.0,0.0,68,0.0,100.0
IN.69,69,IN.69,Other,0.0,0.0,68,0.0,100.0
IN.14,14,IN.14,Agriculture,0.0,0.0,68,0.0,100.0
IN.102,102,IN.102,Other,0.0,0.0,68,0.0,100.0
IN.111,111,IN.111,Other,0.0,0.0,68,0.0,100.0
IN.110,110,IN.110,Other,0.0,0.0,68,0.0,100.0
IN.109,109,IN.109,Other,0.0,0.0,68,0.0,100.0
IN.108,108,IN.108,Other,0.0,0.0,68,0.0,100.0
IN.107,107,IN.107,Other,0.0,0.0,68,0.0,100.0
IN.106,106,IN.106,Other,0.0,0.0,68,0.0,100.0
IN.105,105,IN.105,Other,0.0,0.0,68,0.0,100.0
IN.104,104,IN.104,Other,0.0,0.0,68,0.0,100.0
IN.103,103,IN.103,Other,0.0,0.0,68,0.0,100.0
IN.99,99,IN.99,Other,0.0,0.0,68,0.0,100.0
IN.13,13,IN.13,Agriculture,0.0,0.0,68,0.0,100.0
IN.98,98,IN.98,Other,0.0,0.0,68,0.0,100.0
IN.29,29,IN.29,Other,0.0,0.0,68,0.0,100.0
IN.94,94,IN.94,Other,0.0,0.0,68,0.0,100.0
IN.82,82,IN.82,Other,0.0,0.0,68,0.0,100.0
IN.12,12,IN.12,Agriculture,0.0,0.0,68,0.0,100.0
IN.80,80,IN.80,Other,0.0,0.0,68,0.0,100.0
IN.78,78,IN.78,Other,0.0,0.0,68,0.0,100.0
IN.76,76,IN.76,Other,0.0,0.0,68,0.0,100.0
IN.74,74,IN.74,Other,0.0,0.0,68,0.0,100.0
IN.162,162,IN.162,Other,0.0,0.0,68,0.0,100.0
