,Paddy,Wheat,Coarse cereals,Gram,Arhar,Other pulses,Groundnut,Rapeseed and mustard,Other oil seeds,kapas,"jute, hemp and mesta",Sugarcane,Coconut,Tobacco,Tea,Coffee,Rubber,Fruits,Vegetables,Other food crops,Milk,Wool,Egg and poultry,Other livestock products,Industry Wood,Firewood,Other forestry products,Inland Fish,Marine Fish,Coal and Lignite,Natural Gas,Crude petroleum,Iron ore,Manganese ore,Bauxite,Copper ore,Other Metallic minerals,Limestone,Mica,Other non metallic minerals,Processed poultry meat & poultry meat products,Processed other meat & meat products,Processed fish & fish products,Processed fruits & Processed Vegetables,Dairy products,Edible Oils and Fats,"Grain Mill products, starch and starch products",Sugar,Bread & Bakery products,Miscellaneous food products,Alcoholic beverages,Non alcoholic beverages,Tea processed,Coffee processed,Tobacco Products,Cotton Yarn and Cotton Textiles,Synthetic yarn and synthetic textiles,Wool yarn and woolen textiles,Silk yarn and silk textiles,Carpet weaving,Ready made garments,Misc. textile products,Leather footwear,Leather and leather products except footwear,Wood and wood products except furniture,"Paper, Paper products and newsprint","Publishing, printing and allied activities",Furniture & Fixtures,Rubber products,Plastic products,Petroleum products,Coal tar products,Inorganic chemicals,Organic chemicals,Fertilizers,Pesticides,"Paints, varnishes and lacquers",Drugs and medicine,"Soaps, cosmetics and glycerin","Synthetic fibres, resin",Other chemicals and chemical products,Cement,Non metallic mineral products,Iron and steel Ferro alloys,Iron and steel casting and forging,Iron and steel foundries,Non ferrous basic metals (including alloys),"Hand tools, hardware",Miscellaneous metal products,Tractors and other agricultural implements,Industrial machinery for food and textile industry,Industrial machinery (except food and textile),Machine tools,Other non electrical machinery,Electrical industrial machinery,"Electrical cables, wires",Batteries,Electrical appliances,Communication equipment,Other electrical machinery,Electronic equipment including T.V,"Medical precision, optical instrument",Watches and clocks,Ships and boats,Rail equipment,Motor vehicles,Motor cycles and scooters,"Bicycles, cycle-rickshaw",Aircrafts & Spacecrafts,Other transport equipment,Gems & jewellery,Miscellaneous manufacturing,Construction and construction services,Electricity,Gas,Water Supply,Trade,Repair & Maintenance of Motor Vehicle,Hotels & Restaurant,Railway Transport,Land transport,Air transport,Water Transport,Supportive and Auxiliary transport activities,Storage and warehousing,Communication services,Financial services,Insurance services,Ownership of dwellings,Real estate services,Renting of machinery & equipment,Research & Development Services,Legal services,Other Business services,Computer related services,Public administration and defence,Education services,Human health and social care services,"Community, social and personal services","Recreation, entertainment and radio & TV broadcasting and other services"
Storage and warehousing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039501156819592576,0.00015224231176325597,0.00029805413230764863,1.0262041222619591e-05,1.0454018001819e-05,0.0014683073059074013,0.0,0.0,0.00032627395147416505,0.03792193891203792,0.03793063893243605,0.03537803138373752,0.03615555636549186,0.00018129736393632836,0.0,3.605352875410674e-05,0.0,0.0,0.0,0.0002787898162272596,0.0031670294574977233,0.0,0.005001644335422835,0.0,0.0,0.0008847075675852128,0.002433573379687112,0.0032363343883901516,0.0,0.0,0.0,0.0010876642356906186,0.0013419252447831953,0.0015869910555681632,0.0016005808814244223,0.0015720467149029718,0.0005287472201954683,0.001192520309148937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2348299718521023e-06,0.0,0.0,0.0,1.0968271017356131e-07,0.0,0.0004646654558716866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037614884050106006,1.714844180890364e-06,3.5307028375251204e-05,0.00044644826695491017,1.5916257017922605e-06,0.02372713408696312,0.024011706132107576,9.716540911435529e-05,1.8719230265251492e-05,0.0029017187226659863,0.005941942034336348,0.0,0.002095384252154409,0.00383525095881274,7.908518546816419e-05,0.0,0.0,0.0,0.0,1.763083367571938e-05,0.0,4.190623061836834e-05,0.0,0.002263365396639543,0.000982597339571354,0.0,0.005865372583482317,0.0,0.0
Communication services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004157026503395218,0.0016021690904609318,0.0031366649161900166,5.1310206113097955e-06,5.2270090009095e-06,0.0007873149684167249,1.8459602081081418e-06,2.5858493322193164e-06,0.0,0.0070339080240070335,0.007035521737467977,0.006562054208273894,0.006706272551663812,0.00012690815475542986,0.0,2.523747012787472e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006491621740023634,0.00043854670440949,0.00020200179851764398,0.006031701878199142,0.006121375208757611,0.02986096949485983,0.005597049849310197,0.08576761534251676,0.005584271737123869,0.0008233490432116291,0.1738652461338685,0.001167250291812573,0.025938600406685514,0.05248647362486163,0.055682205509346765,0.0,0.0,0.042828554406023414,0.0983319786549811,0.0437333422733292,0.037560153204197554,0.035217169225447494,0.0034532680086045426,0.026208873497248028,0.05037057705888529,0.03261156792913485,0.060363001351212274
Financial services,0.14317616184515303,0.1598194239583011,0.1747747307390787,0.19899694545703625,0.20006154680462332,0.19118146054360635,0.1872155498094939,0.20382363903444345,0.19974088644337637,0.2065236467198493,0.20651997645255524,0.18590597316375707,0.19643042024015533,0.20115457350452873,0.20656632315233284,0.20508713876020296,0.20656815909343407,0.10961472251437303,0.10746644780191199,0.13086964417184824,0.0010573812082953684,0.003248353195554885,0.0021204893100203515,0.0016995557301687804,0.004702518668999116,0.0018124084733720947,0.00354826347985296,0.001128824534488155,0.00114994198020009,0.02095659387337526,0.027628205879261545,0.027647177623205448,0.019309485673607404,0.05367177644405367,0.053684089779375214,0.05007132667617689,0.05117177533986952,0.06136915769244715,0.04998579026430108,0.040913321079140606,0.005587106676899462,0.005284213102276898,0.005047323611094604,0.005605446536284171,0.002327634916829041,0.003692368332579789,0.0034079548243610394,0.012407556263057706,0.015222449729390608,0.011182508544346173,0.0340327787434815,0.04541381389667354,0.015958932497206906,0.017456414400741128,0.024744829438624764,0.017266401579794758,0.02524072727505655,0.025193091737160476,0.025408826872079807,0.0249558540136027,0.01656636477924763,0.019781412459238392,0.023002407995865726,0.03584186405105581,0.03750154751185566,0.04888398885822507,0.04438069665128451,0.015332933156964493,0.04352062185932974,0.03820107738286134,0.01804144637790764,0.025741597282644215,0.03155596251976683,0.024948770613656676,0.032294786224309084,0.031893348577028295,0.02740846009439093,0.02910699882517201,0.027366223044124456,0.030593419901632925,0.029658014401633185,0.04750024434282069,0.04600770781069776,0.012664880023944832,0.012105025786780289,0.012190902391067418,0.019361458781093677,0.01802639129422484,0.019911113178003148,0.037836918872043275,0.036147885611382345,0.028463524447149134,0.03026546284096433,0.03658750555772213,0.028216393475325622,0.024765531604590885,0.029104677356783248,0.020636095724806108,0.03195032806087953,0.02105796433249532,0.015181738243033262,0.02465318343574481,0.046883697955656466,0.029759478189971465,0.03123255411424267,0.01718877668074076,0.027473741095132505,0.031150197614042936,0.028500400427122263,0.031140369055832486,0.008806892262010755,0.016640650499802335,0.00681807601385154,0.06781213129022803,0.01553573984910925,0.12078153309458244,0.085292333732776,0.08394804487699661,0.010661804397634441,0.03003500496059602,0.05062600408615922,0.007891822041720509,0.06549883595480098,0.1448176130326998,0.00394641765327108,0.06865666440134525,0.0,0.0029082764146307993,0.004367025643022161,0.04990803777864152,0.0942480605748296,0.12207713420739537,0.030373635952193372,0.07896183171235527,0.021778826023849326,0.0,0.03253777876853616,0.008425540116243113,0.018375695067061777,0.04841456653309474
Insurance services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024641197825555367,0.0009497020400469776,0.001859290063442951,0.0004566608344065718,0.00046520380108094547,0.0016383679956807665,0.002181008092436588,0.0026374102167126693,0.015201400011864508,0.04197408157804197,0.04198371123771651,0.039158345221112695,0.040018952509385135,0.0006889299829580478,0.012458554937544828,0.006055764187619142,0.0,0.0,0.0,8.084910201205622e-05,6.7361490691709175e-06,0.0,8.628633795758968e-06,0.0002924575717615578,0.0003588072130992564,0.0002507651463115183,0.004420163893717408,0.0058782400115657855,0.00037616679280642954,0.0004114638256773138,0.004205278001611604,0.004218721340208287,0.0060935893405220055,0.006155459390088349,0.00620817022351307,0.006097494802478687,0.003649165689103018,0.004808078825833699,0.005932026345014129,0.009243157579132223,0.0054758442315786604,0.011671916437510012,0.011400165067137216,0.003424737107903208,0.01005279238349404,0.008824035212478678,0.0012405379260108152,0.0020682532621108616,0.007041624107286496,0.00348057862147088,0.007287791983704453,0.007197201693138976,0.00618512085431397,0.006301321769829176,0.006166438096415147,0.007041546821604787,0.004628954819273938,0.011839052670024023,0.011467049981191347,0.004847247974221768,0.0046268106150328375,0.004665673579238941,0.0014808253855505826,0.004055891018010437,0.003488844040062214,0.011095117106865716,0.010603172630644747,0.008318776884774568,0.008044689369266785,0.00915159253932749,0.00695936267457933,0.009912419705265444,0.013377212049824968,0.007911341335200564,0.0072766710476111045,0.007756590649583019,0.004202777704676298,0.0054135446404117585,0.0186405512893262,0.0029384334317069743,0.003083884084964054,0.0016972097335313636,0.0027127410908435873,0.0030757522524110614,0.0028141128314646733,0.0030780084279168696,0.0030709237572201973,0.004023334795495646,0.0005654848261919267,0.0021349048173174745,0.0008340463245114195,0.0011845800379518504,0.0018846421799594817,0.0013428545999968587,0.001746578218154337,0.0019467999475861553,0.004480972717745262,0.005999630791951265,0.004854920220316848,0.0006714083343170818,0.0051136679450836525,0.0024275130658109384,0.016505798495805014,0.0016378421208727485,0.0,0.0006130814757231757,0.0010944457085071055,0.0026121732574713456,0.001131468226695945,0.0004396840556000474,0.0005381558735825192,0.0,0.0006962345250691525,0.0016727386744948343,0.0031523324584962807,0.008150432753119906
Ownership of dwellings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real estate services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039689257566352535,0.001529672751526048,0.0029947343769958982,0.0001180134740601253,0.00012022120702091849,0.0,0.0,0.00024565568656083504,0.0,0.0,0.0,0.0,0.0,0.002066789948874143,0.0,0.00041101022779681685,0.00026532178489200746,0.00025093790634831423,0.00023968844463989288,0.00022915067625467925,0.0,0.00017534402207305903,0.0,0.0,0.0,2.7073553191789614e-07,0.0,7.3449179541446464e-06,0.0,0.0,0.0,0.00025958061640742573,0.00032026223790683755,0.0003787493446227766,0.00038199267584290947,0.00037518274655475264,0.0023850584818419273,0.00036967878035313304,0.003600998383674008,0.005610999271855056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.987532114407709e-05,0.0,0.0,0.0,0.0,0.0,2.6176741481264143e-08,0.0,0.00011089648946839068,0.0,0.0,0.0,0.001331585544986946,0.001265404865662774,0.0012815517865522785,0.0005548574162125711,0.0020871825915145547,0.002167397118929424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.559325610207734e-05,0.0005080704985437782,8.539646182843201e-07,0.0014783964824408539,0.000263128022645694,0.00026397631076457366,0.016576763369110514,0.01677259424849878,0.013138922543574488,0.0,0.007761455609962781,0.006576518368100424,0.0028107432854465957,0.0013797072364537834,0.011283419487521538,0.025378301974046655,0.0,0.0,0.0,0.006675776068985691,0.025969535076215477,0.014771883945294554,0.008330958646931626,0.022916390079699873,0.000609080462702065,0.0,0.00393721801324337,0.007034707529625309,0.01037438923319723,0.017432962275614104
Renting of machinery & equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004909429490435077,0.0018921544462004668,0.00370438707296649,0.0007645220710851596,0.0007788243411355155,0.05349309190003611,0.005706927373643424,0.00639403578538437,5.932253663166637e-05,0.020566535418020566,0.020571253775857456,0.019186875891583452,0.019608557786930058,0.005547699336451648,0.0016131433288674164,0.0019905380958197515,0.0004429338888279794,0.00041892113291206183,0.00040014103981205254,0.00040900250115703525,0.0008207248423851303,0.0002927230781715531,0.0001940855232136832,0.0008528553140591535,0.001046341992690646,0.0007616048441879955,0.000949838589520735,0.0012754228899381824,0.0010969654377049772,0.0011998975036218672,0.00014269406392694063,0.0008173571475308198,0.0011038833501858054,0.001192590911580809,0.0012028033842656901,0.0011813605490690973,0.0005709095817455359,0.0009158446367854393,0.00047280284121521324,0.0007367113547779158,0.0005542232613552675,0.0005871162022522091,0.0006016642139816714,0.0006503889443240077,0.0016414883533753767,0.0014408485203415277,0.00040945291059543503,0.0007183903992893674,0.0007641132588825576,0.000583795558064736,0.0007828036775234737,0.0007730731016836117,0.0006643624518249499,0.0003226293740822471,0.0006502377551628977,0.0009119500549418585,0.0006985788463949435,0.0015329296961404122,0.0014847625002802614,0.0020764041658475965,0.0019754460092371614,0.001998445324370216,0.0006682684854351404,0.00105203340192985,0.001108796005571073,0.0012187305843624477,0.0011634446597625825,0.0009173562424605028,0.0009941492257386085,0.0011990177403771157,0.0009343929924930203,0.0005730288132120466,0.0006042976264004861,0.0004900003080866698,0.00012269015147025014,0.0003930153793908467,8.441102783799659e-05,0.0005224511812973323,0.00034455168179053973,0.001072005556310489,0.0011250691740797715,0.0006191796774899006,0.0009896679948018306,0.0011221025015713082,0.0010266506495817762,0.0011214590415942252,0.00011666806669077096,0.0008666391246668714,0.004244492584826783,0.0034916504271431123,0.0026028455748852205,0.0003099184648387178,0.0036172093291443174,0.0035796367748454276,0.0020596667586339264,0.018747309110649372,0.0022814121483792586,0.01102432158021045,0.0006813923116234171,0.003298016763074017,0.017453171029959424,0.0021098318970659397,0.0,0.0,0.0,0.001134000376664436,0.0012544696637150662,0.004202447844883439,0.0033944046800878356,0.0009364699366026984,0.0,0.0,0.001120097708313056,0.0008457182636310942,0.002788927766732565,0.0024003107456234997
Research & Development Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013712544438801422,0.005284983108353028,0.010346736307251232,0.0001385375565053645,0.0001411292430245565,0.0018225073572963768,0.0003443814226661934,0.0007852070747908283,0.0,0.04017737681104018,0.04018659427216763,0.03748216833095578,0.03830593723803623,0.01809347692084557,0.00043847184442369374,0.0038131603904153462,5.9204034645323974e-05,5.599440885458252e-05,5.34841983907199e-05,5.404497595885747e-05,3.296684727251655e-05,3.912635203283136e-05,3.780609078559754e-05,0.00011908452023823908,0.00014610114066317026,0.0001082341717463336,6.208095356344674e-05,8.419849935863448e-05,0.00015316971204094136,0.0001675421565632176,8.393768466290626e-06,7.079471356566156e-05,0.00010851897263564936,0.0001032952758062118,0.00010417982068442986,0.00010232256724220527,0.0001642785757991003,8.54284028037241e-05,0.00031886703244746943,0.0004968518439199897,2.0062461968651022e-05,0.0002908852945494044,1.4356587511227192e-06,3.9194819479970235e-05,0.00016679639719782054,0.00014640880126051006,4.9296738527779e-05,0.0001607259722882395,0.0001683384486415229,9.78332759783558e-05,0.00017365011156330581,0.0001714915683312237,0.0001473761776935628,0.00018609329074642354,0.0001481612055893163,0.00015508289871405436,0.00012468662618254746,0.00041666881002474295,0.0004035763843043663,0.0012397179962601017,0.0011800147776874419,0.0011931883020541562,8.666750826660615e-05,0.0005186024191415013,0.00040279892016560387,0.0010379474508562807,0.000990632715575439,0.0007798197864443523,0.000799159921780987,0.0009310724871783841,0.0007265690949741771,0.000857564835248993,0.0010885439529968947,0.0006971805122182379,0.0006300508946334935,0.0007108498130969023,9.440625408606389e-05,0.0004487434103496686,0.0012629493572616406,0.0006085925368436579,0.00063871749427714,0.0003515169566681559,0.0005618483524118734,0.0006370332728313819,0.0005828439224061221,0.0006366761543849626,5.836524357596871e-05,0.0004092652269509372,2.0866458655038343e-05,0.0018465509756617493,0.002017367245211034,0.00045114883156301903,0.0020947784017802114,0.002088884933328447,0.0022000167940213282,9.359615132625746e-06,0.0,0.0,5.6782692635284766e-05,0.0007747019242120175,0.0012228336390417431,0.022417299013043693,0.0,0.0,0.0,0.008543069975436671,0.001556294729859345,0.039082470462122015,0.0033944046800878356,0.0012605227957624735,0.0,0.0,0.010416830194129338,0.0009607819729686581,0.004373097948439178,0.0005112695087496805
Legal services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009969339578278125,0.0003842305963548841,0.0007522318577288275,5.1310206113097955e-06,5.2270090009095e-06,0.00015746299368334495,1.1075761248648851e-05,1.4222171327206242e-05,0.0003559352197899982,0.00034404984900034407,0.0003441287806370206,0.0003209700427960057,0.0003280242008965995,0.00010877841836179702,0.0,2.1632117252464047e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009543435409441785,0.0008946352769953596,2.1546858508548692e-05,0.010230808424150906,0.010382909884771033,0.005412473159555198,0.0010763557402519608,7.462938086502675e-05,5.1919881853424406e-05,9.936971211174834e-05,0.00024347774760949121,0.0009449169028958923,0.006841538756432374,0.042214963326195135,0.023221945313779566,0.0,0.03803509390564957,8.544669091298922e-05,0.023150275058604564,0.008465058584910404,2.855091270130178e-06,0.005331164948819199,0.0003059029453382518,0.006170349043482083,0.0029039203644067673,0.004447518034648558,0.004720943126247049
Other Business services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04110001316705227,0.015840450057272106,0.03101182281391487,0.0006105914527458657,0.0006220140711082305,0.056994446304567084,0.0044339964198757565,0.009865015202416694,0.01761879337960491,0.06873351427806873,0.06874928306504034,0.06412268188302425,0.06553194591245398,0.007215635084665869,0.005294141528967561,0.003764287601998681,2.8505646310711546e-05,2.6960270929984176e-05,2.5751651077013285e-05,2.539366341224754e-05,0.0,1.8838613941733618e-05,1.6511268755839728e-05,0.0,0.0,2.949655693481493e-06,0.0,7.891234165609951e-07,0.0,0.0,0.0,0.0017033637142768265,0.0021015555115539587,0.002485346939094914,0.0025066296249526454,0.002461942981524575,0.0008280577767952699,0.0018675761843476451,0.0,0.0,0.00023911078166584016,0.0035899340484074195,0.0,0.0,0.0,0.0,0.0,0.0019077075436333064,0.0,0.0,0.0,0.0,0.0,1.7177134492664236e-07,0.0,0.0007277009308917537,0.0,0.005030890076595044,0.004872811158637904,0.025434469296976174,0.024170359407333166,0.02447877997043625,0.005718021636537934,0.0,0.0010590882820848697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6497228192392635e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026374846557889283,0.005121722413471252,0.0493003886329014,0.048843547953395,0.00688225961453293,0.00328835006231385,0.04928650742845086,0.04985707629403542,0.016454542182982857,0.07248085958705378,0.042790721561792325,0.037151559904005906,0.04982681278746238,0.13943896824459923,0.004113167694958591,0.07655445953318293,0.04333741969522982,0.03219466417596622,0.0,0.006170885441919546,0.004496190428232237,0.029046070843787915,0.03373451564778651,0.00361026291107961,0.034969555309047676,0.004017634405084205,0.007741782548767814,0.011122345803842264,0.015420886746411924,0.005690363233746444
Computer related services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006207324643078833,0.0002392379184851165,0.0004683707793405907,0.0005900673703006265,0.0006011060351045924,2.047860648191764e-06,0.0,2.5858493322193164e-06,0.0,0.0011468328300011468,0.0011470959354567354,0.0010699001426533524,0.0010934140029886649,0.002646941513470394,0.0,0.0005544062566287634,0.0,0.0,0.0,8.82454038964632e-05,7.313262964142021e-06,0.0,1.8807321566803978e-05,0.0006374524318635152,0.0007820708117852055,0.0005465779236969621,0.004798857710454432,0.006381853270983641,0.0008199084585720979,0.0008968433086619295,0.0020984421165726563,0.0007755239076965652,0.000998829865795325,0.0011315527940589565,0.0011412425811339816,0.0011208972138805214,0.00037700615404469783,0.0008560775215488712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028821587481488116,0.00033125994281577454,0.00012620832687897833,0.00034454387214941627,0.0003402610482762375,0.0002924130509792913,7.820571938410733e-08,0.0002813393870195101,0.0005790099597784106,0.00017608390784066956,0.0,0.0,0.0038426318768540204,0.003651650539635156,0.003698246624397896,0.0,0.0007307314182962794,0.0006791749421133693,7.016774923442713e-06,5.727524792009813e-06,1.0760878242637553e-05,0.00016894025440225273,0.0003469158475736237,0.00026533906009336986,0.00026516218985764864,0.00015701222858063198,0.00025043395365920336,0.0,0.00014522791737877315,4.283130541460211e-05,0.00043296567198033065,0.0,0.0011498217776244682,0.001206737250638108,0.000664125547903577,0.0010615073833735776,0.0012035552292043285,0.001101174586225307,0.0012027313082850774,0.0,0.0009685339523631421,4.3342112292200914e-05,0.004580440983216026,0.0007057256279416535,5.986308180205206e-05,0.019195715961670308,0.019430818120422383,0.01054784496719168,0.04983059096609947,0.015865564398735956,0.021604439726786044,0.001476350008517404,0.03008056900011805,0.0029459174031460176,0.022165298761043443,0.0004784664245885189,0.00027887582058103556,0.0,0.008835585973657531,0.031069812301716408,0.012669187546383008,0.009261276966659402,0.027270404266648392,0.0009842342104133472,5.234702807927303e-05,0.0033767766931764305,0.008406842263475758,0.0012769605955417266,0.0012549342487492158
Public administration and defence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Education services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022936656600022938,0.00022941918709134707,0.00021398002853067048,0.00021868280059773298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011412965944524833,0.0014080951286482445,0.0016652450523910508,0.0016795049880035358,0.0016495638112985819,0.0005548195683313396,0.0012513230857341905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1509112783497953e-07,0.0,0.0004875779536957342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020980087852935013,0.00015776261026389328,1.506834695680728e-05,1.2299714856376629e-05,2.3108714286714584e-05,0.00036279493016079723,0.0007449930221631555,0.0005698089310691962,0.00034461940894554914,2.095373156466936e-05,0.0003609810065063462,0.0,0.00014117346691439633,9.197914677923645e-05,0.000929782847101195,0.0,0.00246921323154507,0.0025914377725824423,0.0014261928432757623,0.002279560300052754,0.002584604461907477,0.0023647446164798006,0.0025828351125394694,0.0,0.0002641263981725387,3.196275543490974e-06,0.00021698784214460183,0.0,0.0,0.0015055343991964326,0.0014842077157860018,1.7993594280436163e-05,0.0,1.845672860102812e-05,0.0,0.0,1.4756227127847951e-05,0.00011116669445834028,0.014857291453036135,0.025424671280634782,0.08671710039972201,0.0,0.0,0.009569288869816969,0.008245868231025669,0.004777310290493991,0.008134155028600877,0.015801874026731104,0.0,0.0021978090983017216,0.0032447966033193,0.007325618707323708,0.0
