Rank,Source_ID,Source_Name,Source_Group,Dest_ID,Dest_Name,Dest_Group,Water_m3,Share_pct,Path
283,71,Product 71,Petroleum,49,Product 49,Manufacturing,1083360.85,0.0188,Product 71 → Product 49
284,70,Product 70,Manufacturing,131,Product 131,Services,1080609.31,0.0188,Product 70 → Product 131
285,18,Product 18,Agriculture,122,Product 122,Services,1077527.47,0.0187,Product 18 → Product 122
286,20,Product 20,Agriculture,55,Product 55,Manufacturing,1058872.1,0.0184,Product 20 → Product 55
287,14,Product 14,Agriculture,55,Product 55,Manufacturing,1043479.16,0.0181,Product 14 → Product 55
288,114,Product 114,Electricity,47,Product 47,Manufacturing,1036825.69,0.018,Product 114 → Product 47
289,7,Product 7,Agriculture,51,Product 51,Manufacturing,1032186.47,0.0179,Product 7 → Product 51
290,20,Product 20,Agriculture,77,Product 77,Petroleum,1026001.46,0.0178,Product 20 → Product 77
291,20,Product 20,Agriculture,124,Product 124,Services,1021499.65,0.0177,Product 20 → Product 124
292,20,Product 20,Agriculture,79,Product 79,Petroleum,1011525.93,0.0176,Product 20 → Product 79
293,20,Product 20,Agriculture,114,Product 114,Electricity,991585.78,0.0172,Product 20 → Product 114
294,19,Product 19,Agriculture,63,Product 63,Manufacturing,973304.93,0.0169,Product 19 → Product 63
295,71,Product 71,Petroleum,135,Product 135,Services,969921.39,0.0168,Product 71 → Product 135
296,7,Product 7,Agriculture,122,Product 122,Services,957218.48,0.0166,Product 7 → Product 122
297,63,Product 63,Manufacturing,63,Product 63,Manufacturing,956231.55,0.0166,Product 63 → Product 63
298,24,Product 24,Agriculture,136,Product 136,Services,943721.09,0.0164,Product 24 → Product 136
299,24,Product 24,Agriculture,127,Product 127,Services,940788.26,0.0163,Product 24 → Product 127
300,24,Product 24,Agriculture,52,Product 52,Manufacturing,937048.37,0.0163,Product 24 → Product 52
301,2,Product 2,Agriculture,135,Product 135,Services,934943.91,0.0162,Product 2 → Product 135
302,13,Product 13,Agriculture,61,Product 61,Manufacturing,929804.85,0.0161,Product 13 → Product 61
303,114,Product 114,Electricity,62,Product 62,Manufacturing,926957.06,0.0161,Product 114 → Product 62
304,18,Product 18,Agriculture,55,Product 55,Manufacturing,919134.21,0.016,Product 18 → Product 55
305,20,Product 20,Agriculture,74,Product 74,Petroleum,909600.62,0.0158,Product 20 → Product 74
306,15,Product 15,Agriculture,51,Product 51,Manufacturing,902245.52,0.0157,Product 15 → Product 51
307,17,Product 17,Agriculture,122,Product 122,Services,891779.87,0.0155,Product 17 → Product 122
308,12,Product 12,Agriculture,124,Product 124,Services,889205.03,0.0154,Product 12 → Product 124
309,70,Product 70,Manufacturing,124,Product 124,Services,873036.3,0.0152,Product 70 → Product 124
310,8,Product 8,Agriculture,61,Product 61,Manufacturing,870324.8,0.0151,Product 8 → Product 61
311,114,Product 114,Electricity,56,Product 56,Manufacturing,823402.61,0.0143,Product 114 → Product 56
312,71,Product 71,Petroleum,78,Product 78,Petroleum,820957.57,0.0143,Product 71 → Product 78
313,20,Product 20,Agriculture,59,Product 59,Manufacturing,792653.22,0.0138,Product 20 → Product 59
314,15,Product 15,Agriculture,118,Product 118,Services,789612.88,0.0137,Product 15 → Product 118
315,20,Product 20,Agriculture,58,Product 58,Manufacturing,785923.15,0.0136,Product 20 → Product 58
316,72,Product 72,Petroleum,52,Product 52,Manufacturing,783538.12,0.0136,Product 72 → Product 52
317,13,Product 13,Agriculture,52,Product 52,Manufacturing,780734.47,0.0136,Product 13 → Product 52
318,20,Product 20,Agriculture,60,Product 60,Manufacturing,778522.29,0.0135,Product 20 → Product 60
319,13,Product 13,Agriculture,118,Product 118,Services,775794.33,0.0135,Product 13 → Product 118
320,15,Product 15,Agriculture,120,Product 120,Services,774981.78,0.0135,Product 15 → Product 120
321,19,Product 19,Agriculture,47,Product 47,Manufacturing,772872.01,0.0134,Product 19 → Product 47
322,13,Product 13,Agriculture,120,Product 120,Services,762435.69,0.0132,Product 13 → Product 120
323,20,Product 20,Agriculture,66,Product 66,Manufacturing,762177.86,0.0132,Product 20 → Product 66
324,15,Product 15,Agriculture,61,Product 61,Manufacturing,760920.61,0.0132,Product 15 → Product 61
325,17,Product 17,Agriculture,61,Product 61,Manufacturing,755524.52,0.0131,Product 17 → Product 61
326,66,Product 66,Manufacturing,52,Product 52,Manufacturing,755234.46,0.0131,Product 66 → Product 52
327,7,Product 7,Agriculture,132,Product 132,Services,752789.37,0.0131,Product 7 → Product 132
328,17,Product 17,Agriculture,52,Product 52,Manufacturing,752591.29,0.0131,Product 17 → Product 52
329,2,Product 2,Agriculture,114,Product 114,Electricity,749747.69,0.013,Product 2 → Product 114
330,12,Product 12,Agriculture,67,Product 67,Manufacturing,727749.62,0.0126,Product 12 → Product 67
331,71,Product 71,Petroleum,47,Product 47,Manufacturing,726926.16,0.0126,Product 71 → Product 47
332,114,Product 114,Electricity,125,Product 125,Services,721425.34,0.0125,Product 114 → Product 125
333,65,Product 65,Manufacturing,118,Product 118,Services,714770.22,0.0124,Product 65 → Product 118
334,20,Product 20,Agriculture,78,Product 78,Petroleum,712898.03,0.0124,Product 20 → Product 78
335,66,Product 66,Manufacturing,124,Product 124,Services,709458.34,0.0123,Product 66 → Product 124
336,70,Product 70,Manufacturing,67,Product 67,Manufacturing,704518.0,0.0122,Product 70 → Product 67
337,72,Product 72,Petroleum,126,Product 126,Services,704293.61,0.0122,Product 72 → Product 126
338,20,Product 20,Agriculture,57,Product 57,Manufacturing,693012.26,0.012,Product 20 → Product 57
339,14,Product 14,Agriculture,44,Product 44,Manufacturing,692871.35,0.012,Product 14 → Product 44
340,12,Product 12,Agriculture,66,Product 66,Manufacturing,689741.39,0.012,Product 12 → Product 66
341,9,Product 9,Agriculture,119,Product 119,Services,679455.78,0.0118,Product 9 → Product 119
342,114,Product 114,Electricity,55,Product 55,Manufacturing,667660.34,0.0116,Product 114 → Product 55
343,4,Product 4,Agriculture,118,Product 118,Services,655557.39,0.0114,Product 4 → Product 118
344,5,Product 5,Agriculture,44,Product 44,Manufacturing,652091.19,0.0113,Product 5 → Product 44
345,19,Product 19,Agriculture,80,Product 80,Petroleum,647303.54,0.0112,Product 19 → Product 80
346,72,Product 72,Petroleum,127,Product 127,Services,646182.91,0.0112,Product 72 → Product 127
347,1,Product 1,Agriculture,125,Product 125,Services,640384.9,0.0111,Product 1 → Product 125
348,20,Product 20,Agriculture,137,Product 137,Services,638388.95,0.0111,Product 20 → Product 137
349,4,Product 4,Agriculture,52,Product 52,Manufacturing,635688.53,0.011,Product 4 → Product 52
350,20,Product 20,Agriculture,67,Product 67,Manufacturing,630997.66,0.011,Product 20 → Product 67
351,18,Product 18,Agriculture,127,Product 127,Services,617925.64,0.0107,Product 18 → Product 127
352,4,Product 4,Agriculture,120,Product 120,Services,612558.72,0.0106,Product 4 → Product 120
353,69,Product 69,Manufacturing,126,Product 126,Services,610356.42,0.0106,Product 69 → Product 126
354,16,Product 16,Agriculture,49,Product 49,Manufacturing,605622.74,0.0105,Product 16 → Product 49
355,17,Product 17,Agriculture,63,Product 63,Manufacturing,597796.61,0.0104,Product 17 → Product 63
356,20,Product 20,Agriculture,62,Product 62,Manufacturing,597609.41,0.0104,Product 20 → Product 62
357,9,Product 9,Agriculture,49,Product 49,Manufacturing,586485.12,0.0102,Product 9 → Product 49
358,24,Product 24,Agriculture,126,Product 126,Services,580900.18,0.0101,Product 24 → Product 126
359,3,Product 3,Agriculture,61,Product 61,Manufacturing,575269.38,0.01,Product 3 → Product 61
360,72,Product 72,Petroleum,51,Product 51,Manufacturing,573216.84,0.01,Product 72 → Product 51
361,8,Product 8,Agriculture,122,Product 122,Services,564467.62,0.0098,Product 8 → Product 122
362,12,Product 12,Agriculture,78,Product 78,Petroleum,562714.92,0.0098,Product 12 → Product 78
363,3,Product 3,Agriculture,120,Product 120,Services,557696.39,0.0097,Product 3 → Product 120
364,17,Product 17,Agriculture,51,Product 51,Manufacturing,555086.27,0.0096,Product 17 → Product 51
365,12,Product 12,Agriculture,131,Product 131,Services,554091.86,0.0096,Product 12 → Product 131
366,66,Product 66,Manufacturing,51,Product 51,Manufacturing,554023.39,0.0096,Product 66 → Product 51
367,71,Product 71,Petroleum,59,Product 59,Manufacturing,552094.62,0.0096,Product 71 → Product 59
368,71,Product 71,Petroleum,58,Product 58,Manufacturing,547407.03,0.0095,Product 71 → Product 58
369,71,Product 71,Petroleum,125,Product 125,Services,546406.87,0.0095,Product 71 → Product 125
370,71,Product 71,Petroleum,60,Product 60,Manufacturing,542252.22,0.0094,Product 71 → Product 60
371,8,Product 8,Agriculture,132,Product 132,Services,539326.25,0.0094,Product 8 → Product 132
372,20,Product 20,Agriculture,56,Product 56,Manufacturing,538642.29,0.0094,Product 20 → Product 56
373,71,Product 71,Petroleum,57,Product 57,Manufacturing,532651.48,0.0092,Product 71 → Product 57
374,69,Product 69,Manufacturing,52,Product 52,Manufacturing,521211.35,0.009,Product 69 → Product 52
375,12,Product 12,Agriculture,59,Product 59,Manufacturing,511837.28,0.0089,Product 12 → Product 59
376,3,Product 3,Agriculture,118,Product 118,Services,508357.5,0.0088,Product 3 → Product 118
377,12,Product 12,Agriculture,58,Product 58,Manufacturing,507491.49,0.0088,Product 12 → Product 58
378,17,Product 17,Agriculture,126,Product 126,Services,506386.94,0.0088,Product 17 → Product 126
379,3,Product 3,Agriculture,47,Product 47,Manufacturing,503092.99,0.0087,Product 3 → Product 47
380,12,Product 12,Agriculture,60,Product 60,Manufacturing,502712.56,0.0087,Product 12 → Product 60
381,4,Product 4,Agriculture,61,Product 61,Manufacturing,493693.56,0.0086,Product 4 → Product 61
382,4,Product 4,Agriculture,47,Product 47,Manufacturing,489579.28,0.0085,Product 4 → Product 47
383,7,Product 7,Agriculture,119,Product 119,Services,488923.41,0.0085,Product 7 → Product 119
384,70,Product 70,Manufacturing,76,Product 76,Petroleum,487003.82,0.0085,Product 70 → Product 76
385,12,Product 12,Agriculture,57,Product 57,Manufacturing,482511.83,0.0084,Product 12 → Product 57
386,70,Product 70,Manufacturing,73,Product 73,Petroleum,482179.71,0.0084,Product 70 → Product 73
387,9,Product 9,Agriculture,47,Product 47,Manufacturing,472012.36,0.0082,Product 9 → Product 47
388,4,Product 4,Agriculture,51,Product 51,Manufacturing,467387.9,0.0081,Product 4 → Product 51
389,70,Product 70,Manufacturing,80,Product 80,Petroleum,466020.55,0.0081,Product 70 → Product 80
390,24,Product 24,Agriculture,61,Product 61,Manufacturing,465124.18,0.0081,Product 24 → Product 61
391,24,Product 24,Agriculture,51,Product 51,Manufacturing,464397.88,0.0081,Product 24 → Product 51
392,70,Product 70,Manufacturing,81,Product 81,Manufacturing,461383.89,0.008,Product 70 → Product 81
393,12,Product 12,Agriculture,137,Product 137,Services,454116.79,0.0079,Product 12 → Product 137
394,9,Product 9,Agriculture,136,Product 136,Services,450704.4,0.0078,Product 9 → Product 136
395,7,Product 7,Agriculture,49,Product 49,Manufacturing,436707.67,0.0076,Product 7 → Product 49
396,13,Product 13,Agriculture,51,Product 51,Manufacturing,436342.03,0.0076,Product 13 → Product 51
397,114,Product 114,Electricity,123,Product 123,Services,436000.54,0.0076,Product 114 → Product 123
398,18,Product 18,Agriculture,126,Product 126,Services,426090.86,0.0074,Product 18 → Product 126
399,20,Product 20,Agriculture,131,Product 131,Services,425454.67,0.0074,Product 20 → Product 131
400,71,Product 71,Petroleum,62,Product 62,Manufacturing,423962.67,0.0074,Product 71 → Product 62
401,9,Product 9,Agriculture,127,Product 127,Services,421485.86,0.0073,Product 9 → Product 127
402,70,Product 70,Manufacturing,77,Product 77,Petroleum,418520.64,0.0073,Product 70 → Product 77
403,71,Product 71,Petroleum,55,Product 55,Manufacturing,416456.09,0.0072,Product 71 → Product 55
404,67,Product 67,Manufacturing,122,Product 122,Services,415037.93,0.0072,Product 67 → Product 122
405,70,Product 70,Manufacturing,79,Product 79,Petroleum,410915.66,0.0071,Product 70 → Product 79
406,13,Product 13,Agriculture,122,Product 122,Services,408868.73,0.0071,Product 13 → Product 122
407,72,Product 72,Petroleum,63,Product 63,Manufacturing,403789.99,0.007,Product 72 → Product 63
408,19,Product 19,Agriculture,124,Product 124,Services,403763.07,0.007,Product 19 → Product 124
409,12,Product 12,Agriculture,135,Product 135,Services,402940.27,0.007,Product 12 → Product 135
410,4,Product 4,Agriculture,132,Product 132,Services,398124.94,0.0069,Product 4 → Product 132
411,24,Product 24,Agriculture,122,Product 122,Services,392018.82,0.0068,Product 24 → Product 122
412,12,Product 12,Agriculture,62,Product 62,Manufacturing,391359.33,0.0068,Product 12 → Product 62
413,70,Product 70,Manufacturing,74,Product 74,Petroleum,390130.03,0.0068,Product 70 → Product 74
414,15,Product 15,Agriculture,136,Product 136,Services,389567.94,0.0068,Product 15 → Product 136
415,16,Product 16,Agriculture,52,Product 52,Manufacturing,386064.04,0.0067,Product 16 → Product 52
416,69,Product 69,Manufacturing,51,Product 51,Manufacturing,382119.34,0.0066,Product 69 → Product 51
417,72,Product 72,Petroleum,81,Product 81,Manufacturing,376171.01,0.0065,Product 72 → Product 81
418,71,Product 71,Petroleum,56,Product 56,Manufacturing,375172.28,0.0065,Product 71 → Product 56
419,7,Product 7,Agriculture,136,Product 136,Services,373797.11,0.0065,Product 7 → Product 136
420,12,Product 12,Agriculture,114,Product 114,Electricity,372883.0,0.0065,Product 12 → Product 114
421,70,Product 70,Manufacturing,137,Product 137,Services,368687.33,0.0064,Product 70 → Product 137
422,2,Product 2,Agriculture,125,Product 125,Services,367324.19,0.0064,Product 2 → Product 125
423,9,Product 9,Agriculture,126,Product 126,Services,354712.72,0.0062,Product 9 → Product 126
424,69,Product 69,Manufacturing,125,Product 125,Services,351208.44,0.0061,Product 69 → Product 125
425,15,Product 15,Agriculture,122,Product 122,Services,347822.23,0.006,Product 15 → Product 122
426,12,Product 12,Agriculture,56,Product 56,Manufacturing,347815.66,0.006,Product 12 → Product 56
427,9,Product 9,Agriculture,80,Product 80,Petroleum,343745.9,0.006,Product 9 → Product 80
428,69,Product 69,Manufacturing,127,Product 127,Services,338936.48,0.0059,Product 69 → Product 127
429,72,Product 72,Petroleum,76,Product 76,Petroleum,336275.41,0.0058,Product 72 → Product 76
430,15,Product 15,Agriculture,132,Product 132,Services,336063.63,0.0058,Product 15 → Product 132
431,72,Product 72,Petroleum,73,Product 73,Petroleum,335161.01,0.0058,Product 72 → Product 73
432,66,Product 66,Manufacturing,119,Product 119,Services,334378.96,0.0058,Product 66 → Product 119
433,19,Product 19,Agriculture,76,Product 76,Petroleum,333570.57,0.0058,Product 19 → Product 76
434,7,Product 7,Agriculture,127,Product 127,Services,333348.99,0.0058,Product 7 → Product 127
435,19,Product 19,Agriculture,73,Product 73,Petroleum,330189.04,0.0057,Product 19 → Product 73
436,72,Product 72,Petroleum,74,Product 74,Petroleum,328712.86,0.0057,Product 72 → Product 74
437,66,Product 66,Manufacturing,135,Product 135,Services,320376.73,0.0056,Product 66 → Product 135
438,72,Product 72,Petroleum,80,Product 80,Petroleum,320150.96,0.0056,Product 72 → Product 80
439,66,Product 66,Manufacturing,63,Product 63,Manufacturing,319407.19,0.0055,Product 66 → Product 63
440,1,Product 1,Agriculture,123,Product 123,Services,315019.98,0.0055,Product 1 → Product 123
441,13,Product 13,Agriculture,132,Product 132,Services,314380.93,0.0055,Product 13 → Product 132
442,19,Product 19,Agriculture,81,Product 81,Manufacturing,314014.6,0.0055,Product 19 → Product 81
443,70,Product 70,Manufacturing,66,Product 66,Manufacturing,310113.3,0.0054,Product 70 → Product 66
444,9,Product 9,Agriculture,76,Product 76,Petroleum,304777.58,0.0053,Product 9 → Product 76
445,20,Product 20,Agriculture,135,Product 135,Services,303899.69,0.0053,Product 20 → Product 135
446,6,Product 6,Agriculture,61,Product 61,Manufacturing,302912.91,0.0053,Product 6 → Product 61
447,9,Product 9,Agriculture,63,Product 63,Manufacturing,302512.0,0.0053,Product 9 → Product 63
448,9,Product 9,Agriculture,73,Product 73,Petroleum,300076.91,0.0052,Product 9 → Product 73
449,6,Product 6,Agriculture,120,Product 120,Services,298784.1,0.0052,Product 6 → Product 120
450,8,Product 8,Agriculture,119,Product 119,Services,291961.01,0.0051,Product 8 → Product 119
451,16,Product 16,Agriculture,61,Product 61,Manufacturing,291957.38,0.0051,Product 16 → Product 61
452,67,Product 67,Manufacturing,127,Product 127,Services,289395.62,0.005,Product 67 → Product 127
453,72,Product 72,Petroleum,77,Product 77,Petroleum,288987.88,0.005,Product 72 → Product 77
454,19,Product 19,Agriculture,77,Product 77,Petroleum,286663.4,0.005,Product 19 → Product 77
455,16,Product 16,Agriculture,51,Product 51,Manufacturing,284281.72,0.0049,Product 16 → Product 51
456,18,Product 18,Agriculture,47,Product 47,Manufacturing,282793.62,0.0049,Product 18 → Product 47
457,72,Product 72,Petroleum,79,Product 79,Petroleum,281421.07,0.0049,Product 72 → Product 79
458,19,Product 19,Agriculture,79,Product 79,Petroleum,280678.54,0.0049,Product 19 → Product 79
459,7,Product 7,Agriculture,47,Product 47,Manufacturing,279558.2,0.0049,Product 7 → Product 47
460,16,Product 16,Agriculture,120,Product 120,Services,278992.68,0.0048,Product 16 → Product 120
461,4,Product 4,Agriculture,122,Product 122,Services,276949.42,0.0048,Product 4 → Product 122
462,18,Product 18,Agriculture,80,Product 80,Petroleum,273694.62,0.0048,Product 18 → Product 80
463,17,Product 17,Agriculture,127,Product 127,Services,273524.82,0.0047,Product 17 → Product 127
464,44,Product 44,Manufacturing,52,Product 52,Manufacturing,270846.53,0.0047,Product 44 → Product 52
465,16,Product 16,Agriculture,118,Product 118,Services,270044.91,0.0047,Product 16 → Product 118
466,19,Product 19,Agriculture,59,Product 59,Manufacturing,268916.48,0.0047,Product 19 → Product 59
467,19,Product 19,Agriculture,58,Product 58,Manufacturing,266633.23,0.0046,Product 19 → Product 58
468,19,Product 19,Agriculture,74,Product 74,Petroleum,265129.77,0.0046,Product 19 → Product 74
469,19,Product 19,Agriculture,60,Product 60,Manufacturing,264122.41,0.0046,Product 19 → Product 60
470,6,Product 6,Agriculture,52,Product 52,Manufacturing,263628.42,0.0046,Product 6 → Product 52
471,67,Product 67,Manufacturing,44,Product 44,Manufacturing,262987.83,0.0046,Product 67 → Product 44
472,9,Product 9,Agriculture,77,Product 77,Petroleum,261919.32,0.0045,Product 9 → Product 77
473,72,Product 72,Petroleum,124,Product 124,Services,260263.25,0.0045,Product 72 → Product 124
474,70,Product 70,Manufacturing,125,Product 125,Services,260062.23,0.0045,Product 70 → Product 125
475,8,Product 8,Agriculture,49,Product 49,Manufacturing,257062.93,0.0045,Product 8 → Product 49
476,3,Product 3,Agriculture,122,Product 122,Services,256221.84,0.0044,Product 3 → Product 122
477,9,Product 9,Agriculture,79,Product 79,Petroleum,255281.43,0.0044,Product 9 → Product 79
478,17,Product 17,Agriculture,119,Product 119,Services,254021.33,0.0044,Product 17 → Product 119
479,3,Product 3,Agriculture,132,Product 132,Services,250360.8,0.0043,Product 3 → Product 132
480,61,Product 61,Manufacturing,118,Product 118,Services,248358.46,0.0043,Product 61 → Product 118
481,71,Product 71,Petroleum,123,Product 123,Services,247692.59,0.0043,Product 71 → Product 123
482,69,Product 69,Manufacturing,124,Product 124,Services,246638.93,0.0043,Product 69 → Product 124
483,9,Product 9,Agriculture,81,Product 81,Manufacturing,245056.92,0.0043,Product 9 → Product 81
484,66,Product 66,Manufacturing,76,Product 76,Petroleum,244150.48,0.0042,Product 66 → Product 76
485,66,Product 66,Manufacturing,73,Product 73,Petroleum,242104.92,0.0042,Product 66 → Product 73
486,70,Product 70,Manufacturing,78,Product 78,Petroleum,241026.08,0.0042,Product 70 → Product 78
487,66,Product 66,Manufacturing,81,Product 81,Manufacturing,240994.57,0.0042,Product 66 → Product 81
488,66,Product 66,Manufacturing,80,Product 80,Petroleum,240102.55,0.0042,Product 66 → Product 80
489,18,Product 18,Agriculture,63,Product 63,Manufacturing,239890.28,0.0042,Product 18 → Product 63
490,70,Product 70,Manufacturing,49,Product 49,Manufacturing,239369.26,0.0042,Product 70 → Product 49
491,19,Product 19,Agriculture,137,Product 137,Services,234052.16,0.0041,Product 19 → Product 137
492,19,Product 19,Agriculture,57,Product 57,Manufacturing,233408.92,0.0041,Product 19 → Product 57
493,72,Product 72,Petroleum,114,Product 114,Electricity,229185.27,0.004,Product 72 → Product 114
494,69,Product 69,Manufacturing,131,Product 131,Services,228659.4,0.004,Product 69 → Product 131
495,2,Product 2,Agriculture,123,Product 123,Services,226312.5,0.0039,Product 2 → Product 123
496,66,Product 66,Manufacturing,131,Product 131,Services,226271.02,0.0039,Product 66 → Product 131
497,6,Product 6,Agriculture,118,Product 118,Services,222419.88,0.0039,Product 6 → Product 118
498,18,Product 18,Agriculture,76,Product 76,Petroleum,219407.2,0.0038,Product 18 → Product 76
499,51,Product 51,Manufacturing,51,Product 51,Manufacturing,217290.51,0.0038,Product 51 → Product 51
500,18,Product 18,Agriculture,73,Product 73,Petroleum,215525.78,0.0037,Product 18 → Product 73
