Product,Total_Output_crore,Total_Output_USD_M,Final_Demand_crore,Final_Demand_USD_M,Supply_Output_crore,Supply_Output_USD_M,Total_Output_2015prices,Total_Output_2015prices_USD_M,Deflator,USD_INR_Rate
Ready made garments,564930.1354376109,80234.36094838957,274653.0,39007.669365147,244201.0,34682.715523363164,481522.8153730012,75062.01330834001,1.1732157177225342,70.41
Misc. textile products,802413.1138609543,113962.9475729235,197024.0,27982.38886521801,183566.0,26071.012640249966,683943.371828168,106616.2699654198,1.1732157177225342,70.41
Leather footwear,181894.0,25833.546371254084,98343.0,13967.192160204517,72550.0,10303.93410026985,155038.83663704715,24168.17406657009,1.1732157177225342,70.41
Leather and leather products except footwear,116735.0,16579.321119159213,33184.0,4712.966908109644,35581.0,5053.401505467974,99500.03075871496,15510.527008373336,1.1732157177225342,70.41
Wood and wood products except furniture,101517.87790430621,14418.105085116633,26717.0,3794.489419116603,104500.0,14841.64181224258,86529.5924447504,13488.63483160567,1.1732157177225342,70.41
"Paper, Paper products and newsprint",178795.03418440075,25393.414882033907,42956.0,6100.8379491549495,159956.0,22717.795767646643,152397.4078113108,23756.415870820078,1.1732157177225342,70.41
"Publishing, printing and allied activities",103168.43954243751,14652.526564754653,51521.0,7317.284476636842,70810.0,10056.810112199972,87936.46213904276,13707.944214971592,1.1732157177225342,70.41
Furniture & Fixtures,210452.96642837595,29889.64158903223,76029.0,10798.0400511291,175416.0,24913.506604175545,179381.30494612767,27962.791106177345,1.1732157177225342,70.41
Rubber products,377706.0,53643.80059650618,47665.0,6769.634995029115,120117.0,17059.65061780997,321940.79425837315,50185.62654066611,1.1732157177225342,70.41
Plastic products,430302.0,61113.76224968045,100261.0,14239.59664820338,270474.0,38414.1457179378,366771.42447026656,57174.033432621436,1.1732157177225342,70.41
Petroleum products,1724252.0,244887.37395256356,581384.0,82571.22567817073,880354.0,125032.52378923449,1469680.2761449076,229100.58864300975,1.1732157177225342,70.41
Coal tar products,1148044.6004800585,163051.3564096092,16385.0,2327.0842209913367,46661.0,6627.041613407187,978545.1926169739,152540.17032220948,1.1732157177225342,70.41
Inorganic chemicals,745536.7476491444,105885.06570787451,18582.0,2639.1137622496803,90818.0,12898.451924442552,635464.3365129754,99059.13273779818,1.1732157177225342,70.41
Organic chemicals,1078678.0596926485,153199.55399696753,162940.0,23141.59920465843,445549.0,63279.22170146286,919420.0549806784,143323.46920977058,1.1732157177225342,70.41
Fertilizers,725597.0,103053.11745490698,3751.0,532.7368271552336,105697.0,15011.646073000995,618468.5297334244,96409.74742531947,1.1732157177225342,70.41
Pesticides,734730.0,104350.23434171283,12884.0,1829.853713961085,70872.0,10065.615679590968,626253.1168831168,97623.2450324422,1.1732157177225342,70.41
"Paints, varnishes and lacquers",854955.0,121425.22368981679,133109.0,18904.843062065047,170002.0,24144.581735548927,728727.8776486671,113597.48677298005,1.1732157177225342,70.41
Drugs and medicine,644758.5992223714,91572.02090929859,399371.0,56720.778298537145,401477.0,57019.88353926999,549565.25853062,85668.78542955885,1.1732157177225342,70.41
"Soaps, cosmetics and glycerin",848601.9194576342,120522.92564374865,148207.0,21049.140747052978,118149.0,16780.14486578611,723312.7775554818,112753.35581535178,1.1732157177225342,70.41
"Synthetic fibres, resin",690116.3979290191,98013.97499346956,92.0,13.066325805993467,60551.0,8599.7727595512,588226.3487474277,91695.45576733089,1.1732157177225342,70.41
Other chemicals and chemical products,887183.036108325,126002.4195580635,7401.0,1051.1291009799745,53838.0,7646.357051555177,756197.707468955,117879.61145268197,1.1732157177225342,70.41
Cement,388798.0,55219.14500781139,19337.0,2746.342849027127,297799.0,42294.986507598354,331395.1510594668,51659.4155977345,1.1732157177225342,70.41
Non metallic mineral products,401411.0,57010.509870757,31950.0,4537.707711972731,164482.0,23360.60218718932,342145.944634313,53335.299241514105,1.1732157177225342,70.41
Iron and steel Ferro alloys,1012327.0,143776.0261326516,1229.0,174.54906973441274,358754.0,50952.13748047152,862865.1872863977,134507.43371572837,1.1732157177225342,70.41
Iron and steel casting and forging,1060898.4948826868,150674.4063176661,52315.0,7430.052549353785,385847.0,54800.0284050561,904265.4976887972,140961.10642070102,1.1732157177225342,70.41
Iron and steel foundries,1051732.9547853135,149372.66791440328,40703.0,5780.85499218861,378063.0,53694.50362164465,896453.1747213163,139743.28522545847,1.1732157177225342,70.41
Non ferrous basic metals (including alloys),300529.89317947894,42682.842377429195,44171.0,6273.398664962364,193343.0,27459.593807697773,256159.10922406713,39931.27189775013,1.1732157177225342,70.41
"Hand tools, hardware",361227.25500517857,51303.402216329865,67919.0,9646.215026274678,198894.0,28247.97613975288,307895.0013612151,47996.10309605846,1.1732157177225342,70.41
Miscellaneous metal products,308592.13598602935,43827.88467348805,30274.0,4299.67334185485,202712.0,28790.228660701607,263031.0277338199,41002.49847760248,1.1732157177225342,70.41
Tractors and other agricultural implements,476036.835089425,67609.26503187402,76079.0,10805.141315154098,69947.0,9934.242295128533,405753.8847276233,63250.80042519459,1.1732157177225342,70.41
Industrial machinery for food and textile industry,496473.2769362285,70511.75641758677,98311.0,13962.64735122852,29245.0,4153.529328220424,423173.05286362057,65966.1812725831,1.1732157177225342,70.41
Industrial machinery (except food and textile),633744.6992723984,90007.76867950552,232361.0,33001.136202244,92908.0,13195.284760687404,540177.4709450996,84205.37349105215,1.1732157177225342,70.41
Machine tools,616893.2037525894,87614.43030146135,178850.0,25401.2214174123,158344.0,22488.851015480755,525813.961093287,81966.32285164254,1.1732157177225342,70.41
Other non electrical machinery,478876.616633532,68012.58580223435,44320.0,6294.560431756853,54324.0,7715.381337878142,408174.39572249784,63628.12092322647,1.1732157177225342,70.41
Electrical industrial machinery,686932.5043947775,97561.78162118698,213794.0,30364.15281920182,144831.0,20569.663400085217,585512.5310870043,91272.4132637575,1.1732157177225342,70.41
"Electrical cables, wires",430678.3731120307,61167.21674648924,93261.0,13245.419684703878,66937.0,9506.746200823747,367092.22916657705,57224.0419589364,1.1732157177225342,70.41
Batteries,330567.1245018031,46948.888581423525,24756.0,3515.9778440562422,31614.0,4489.987217724755,281761.5886901903,43922.305329725685,1.1732157177225342,70.41
Electrical appliances,532198.5863878885,75585.65351340556,185569.0,26355.489277091325,126887.0,18021.161766794492,453623.81218434515,70712.98709031101,1.1732157177225342,70.41
Communication equipment,128403.8810175843,18236.59721880192,42835.0,6083.652890214458,27752.0,3941.4855844340295,109446.0968071959,17060.96598709211,1.1732157177225342,70.41
Other electrical machinery,433454.7296041616,61561.529556051915,178520.0,25354.353074847324,151097.0,21459.593807697773,369458.67930033454,57592.93519880507,1.1732157177225342,70.41
Electronic equipment including T.V,251978.55104605295,35787.32439228135,160966.0,22861.24130095157,120166.0,17066.609856554467,214775.97618211072,33480.276879518424,1.1732157177225342,70.41
"Medical precision, optical instrument",260799.16253761936,37040.07421355197,93772.0,13317.994603039342,45854.0,6512.4272120437445,222294.2964350043,34652.26756586193,1.1732157177225342,70.41
Watches and clocks,38194.28013275004,5424.55334934669,8969.0,1273.824740803863,6629.0,941.4855844340293,32555.206647668692,5074.856842972516,1.1732157177225342,70.41
Ships and boats,861003.0,122284.19258628036,56711.0,8054.395682431473,7438.0,1056.3840363584718,733882.939849624,114401.08181599749,1.1732157177225342,70.41
Rail equipment,820394.0,116516.68797045875,16102.0,2286.891066609857,9512.0,1350.9444681153245,699269.5269993164,109005.38222904385,1.1732157177225342,70.41
Motor vehicles,1490682.0,211714.52918619514,686390.0,97484.73228234626,668824.0,94989.9162050845,1270594.9788106629,198066.2476711867,1.1732157177225342,70.41
Motor cycles and scooters,932636.0,132457.88950433178,128344.0,18228.092600482887,128820.0,18295.696634000855,794939.912508544,123918.92634583694,1.1732157177225342,70.41
"Bicycles, cycle-rickshaw",822563.0,116824.7408038631,18271.0,2594.9439000142024,29429.0,4179.66197983241,701118.2918660287,109293.57628464983,1.1732157177225342,70.41
Aircrafts & Spacecrafts,899040.0,127686.40818065616,94748.0,13456.611276807273,5854.0,831.4159920465843,766304.0874914558,119455.0409183875,1.1732157177225342,70.41
Other transport equipment,822188.7890173969,116771.59338409273,18531.0,2631.8704729441843,51791.0,7355.631302371822,700799.3300783962,109243.85503950057,1.1732157177225342,70.41
Gems & jewellery,903097.8033797444,128262.71884387793,654307.0,92928.13520806705,210726.0,29928.419258628037,769762.7893469181,119994.19943054061,1.1732157177225342,70.41
Miscellaneous manufacturing,729197.3464793726,103564.4576735368,261060.0,37077.11972731147,553069.0,78549.77986081522,621537.3144632792,96888.12384462652,1.1732157177225342,70.41
Construction and construction services,5739696.132016491,815181.9531339996,3371277.0,478806.56156795914,3941856.0,559843.2040903281,4892276.8808096815,762630.8465798411,1.1732157177225342,70.41
Electricity,638270.7526568009,90650.58268098295,155470.0,22080.67035932396,886028.0,125838.37523079109,544035.2895167674,84806.7481709692,1.1732157177225342,70.41
Gas,170866.27828866657,24267.331101926797,88728.0,12601.6190881977,111679.0,15861.24130095157,145639.267960333,22702.925636840686,1.1732157177225342,70.41
Water Supply,252170.23145356704,35814.54785592487,65370.0,9284.192586280358,175802.0,24968.328362448516,214939.35654312925,33505.74536915499,1.1732157177225342,70.41
Trade,653464.7673884768,92808.51688516927,0.0,0.0,3190173.0,453085.21516829997,556986.0320802669,86825.57008266044,1.1732157177225342,70.41
Repair & Maintenance of Motor Vehicle,764044.0,108513.56341428775,58226.0,8269.563982388865,148749.0,21126.118449083937,651239.1442241968,101518.18304352248,1.1732157177225342,70.41
Hotels & Restaurant,833630.0,118396.53458315581,447592.0,63569.37934952422,580946.0,82509.01860531175,710551.3397129186,110764.04360294911,1.1732157177225342,70.41
Railway Transport,106842.0,15174.265019173414,39498.0,5609.714529186195,202720.0,28791.364862945607,91067.65140123034,14196.048542670356,1.1732157177225342,70.41
Land transport,1246158.0,176985.93949723052,513126.0,72876.86408180656,1298194.0,184376.36699332483,1062172.950102529,165576.45364030066,1.1732157177225342,70.41
Air transport,173344.0,24619.23022297969,78517.0,11151.398949012924,117324.0,16662.97400937367,147751.17429938482,23032.139407542447,1.1732157177225342,70.41
Water Transport,70444.0,10004.828859536998,51764.0,7351.796619798324,31906.0,4531.458599630734,60043.518796992474,9359.862633981678,1.1732157177225342,70.41
Supportive and Auxiliary transport activities,135536.0,19249.538417838376,5840.0,829.4276381195854,233273.0,33130.66325805994,115525.21667805877,18008.607432277284,1.1732157177225342,70.41
Storage and warehousing,17991.0,2555.1768214742224,0.0,0.0,37787.0,5366.709274250817,15334.775803144223,2390.4560877855374,1.1732157177225342,70.41
Communication services,746031.0,105955.26203664253,331864.0,47133.07768782844,707084.0,100423.8034370118,635885.6165413533,99124.80382562014,1.1732157177225342,70.41
Financial services,773304.0,109828.71751171708,442768.0,62884.24939639256,1228724.0,174509.87075699476,659131.9808612439,102748.55508359217,1.1732157177225342,70.41
Insurance services,225907.0,32084.50504189746,138981.0,19738.81550916063,216371.0,30730.151967050137,192553.6766917293,30016.161604322573,1.1732157177225342,70.41
Ownership of dwellings,1207229.0,171457.03735264877,1166877.0,165726.03323391566,1166877.0,165726.03323391566,1028991.4989747094,160403.97489862968,1.1732157177225342,70.41
Real estate services,249559.0,35443.68697628178,149988.0,21302.08777162335,232509.0,33022.15594375799,212713.65208475734,33158.792218980096,1.1732157177225342,70.41
Renting of machinery & equipment,458487.0712239565,65116.754896173334,153551.0,21808.123846044597,135446.0,19236.75614259338,390795.2001478289,60918.97118438486,1.1732157177225342,70.41
Research & Development Services,339564.0,48226.672347677886,98788.0,14030.393410026985,133291.0,18930.691663116035,289430.14900888584,45117.71613544596,1.1732157177225342,70.41
Legal services,119314.0,16945.604317568526,82664.0,11740.37778724613,161129.0,22884.39142167306,101698.26247436773,15853.197579792319,1.1732157177225342,70.41
Other Business services,700503.0,99489.13506604177,387526.0,55038.488851015485,721225.0,102432.18292856129,597079.4538619275,93075.51891846102,1.1732157177225342,70.41
Computer related services,1607341.0,228283.05638403638,1249129.0,177407.8966055958,1225564.0,174061.070870615,1370030.2303485987,213566.67659370202,1.1732157177225342,70.41
Public administration and defence,1833915.0,260462.29228802727,1496744.0,212575.48643658572,1488903.0,211461.8662121858,1563152.4299384824,243671.46218838383,1.1732157177225342,70.41
Education services,1273996.0,180939.63925578754,1033220.0,146743.36031813663,1033103.0,146726.74336031816,1085900.896787423,169275.27619445405,1.1732157177225342,70.41
Human health and social care services,695267.0,98745.49069734412,504208.0,71610.2826303082,513159.0,72881.55091606306,592616.5064935065,92379.81395066352,1.1732157177225342,70.41
"Community, social and personal services",568787.3039811425,80782.17639272014,457922.0,65036.500497088484,414052.0,58805.8514415566,484810.50448700244,75574.51355993802,1.1732157177225342,70.41
"Recreation, entertainment and radio & TV broadcasting and other services",301211.0,42779.57676466411,189797.0,26955.972163045022,232961.0,33086.35137054396,256739.65618591933,40021.7702550147,1.1732157177225342,70.41
