Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
1.5,11,पेय पदार्थों का विनिर्माण,1199,1374,1342,1153,1975,2474.41,1747.581002,1584.7129,1580.8193,1179.938,1199,1307,1191,1018,1734,2131.275,1469.79058,1312.9353,1278.98,947.7413,Manufacture of beverages,11,1.5
1.6,12,तंबाकू उत्पादों का विनिर्माण,7792,11100,10632,10190,7312,7823.953,6731.788349,7330.5011,7569.9983,6653.8556,7792,10250,9519,8264,5498,5525.391,4536.24552,4874.0034,4934.8098,4232.7326,Manufacture of tobacco products,12,1.6
2,,"वस्‍त्र, परिधान और चमड़े के उत्पादों का विनिर्माण",50042,57672,91286,89614,108116,104044.072,114741.328268,127160.5291,123826.9716,96508.9692,50042,54618,80656,78257,96197,90831.811,98402.67657,105368.2727,103061.6753,80573.258,"Manufacture of textiles, apparel & leather products",,2
2.1,13+01632,वस्‍त्र का विनिर्माण + कपास की ओटाई,35145,41439,69970,70239,83275,79384.979,87651.171173,95654.1174,93010.28,73217.0708,35145,39734,62279,62324,76329,71389.37,77293.80174,81131.5669,79023.1775,62259.414,Manufacture of textiles + cotton ginning,13+01632,2.1
2.2,14-14105,"कस्टम टेलरिंग को छोड़कर,  परिधानों का विनिर्माण",7074,8292,10782,9252,11582,12829.582,14165.877596,16215.955,16196.0766,11381.7806,7074,7480,9154,7547,8999,9793.574,10347.60964,11682.9647,11710.8291,8211.9629,"Manufacture of wearing apparel, except custom tailoring",14-14105,2.2
2.3,15,चमड़े और संबंधित उत्पादों का विनिर्माण,7822,7942,10534,10122,13259,11829.511,12924.279499,15290.4567,14620.615,11910.1178,7822,7404,9223,8386,10868,9648.867,10761.2652,12553.7411,12327.6687,10101.8811,Manufacture of leather and related products,15,2.3
3,,धातु और धात्‍विक उत्पादों का विनिर्माण,27435,41468,30241,32398,28560,32405.673,37079.431479,39462.2203,34981.3376,31079.225,27435,40102,29423,30716,27498,31492.688,34293.07106,34422.8679,30784.3758,27045.6173,Manufacture of metal & metal products,,3
3.1,241+2431,बुनियादी लौह और इस्‍पात का विनिर्माण + लोहा और इस्पात की कास्टिंग,3887,3172,3554,3071,3081,3763.412,4884.860552,5832.2978,6177.263,6128.1293,3887,3027,3463,3004,3424,4223.836,4887.67047,5197.2151,5825.2413,5509.7858,Manufacture of basic iron and steel + casting of iron and steel,241+2431,3.1
3.2,242+2432,बुनियादी कीमती और अलौह धातुओं का विनिर्माण + अलौह धातुओं की कास्टिंग,312,1760,340,277,322,361.295,300.912627,338.5144,300.1401,270.4758,312,1687,319,254,318,360.225,278.772,301.7536,280.4034,241.0776,Manufacture of basic precious and non-ferrous metals + casting of non-ferrous metals,242+2432,3.2
3.3,25,"मशीनरी और उपकरणों को छोड़कर, विरचित धात्‍विक उत्पादों का विनिर्माण",23236,36536,26347,29050,25157,28280.966,31893.6583,33291.408,28503.9344,24680.6199,23236,35387,25641,27458,23755,26908.626,29126.62858,28923.8992,24678.7311,21294.754,"Manufacture of fabricated metal products, except machinery and equipment",25,3.3
4,,मशीनरी और उपकरणों का विनिर्माण,15893,15246,20812,18101,19032,19211.296,20661.027092,23116.9378,20729.2932,18213.4126,15893,14937,20055,16675,17507,17753.553,18892.57015,20719.1521,18383.21,15919.999,Manufacture of machinery & equipment,,4
4.1,26,"कंप्यूटर, विद्युतीय और ऑप्टिकल उत्पादों का विनिर्माण",2654,3586,7367,1948,2871,2493.086,2827.07687,3588.6136,3150.9157,2940.2309,2654,3636,7302,1843,2709,2330.855,2608.57949,3235.1663,2845.9264,2659.2499,"Manufacture of computer, electronic & optical products",26,4.1
4.1.1,261+264+268,"विद्युतीय घटक, उपभोक्ता विद्युत, चुंबकीय और ऑप्टिकल मीडिया का विनिर्माण",1726,1345,3365,1310,1894,1660.998,1967.061372,1821.1579,1325.0118,1273.5061,1726,1323,3257,1276,1841,1619.157,1903.64318,1773.5987,1344.7798,1289.8693,"Manufacture of electronic component, consumer electronics, magnetic and optical media",261+264+268,4.1.1
4.1.2,262,कंप्यूटर और परिधीय उपकरणों का विनिर्माण,356,1831,3627,245,353,453.336,574.386107,553.3801,527.4982,633.1993,356,1915,3692,202,277,356.116,450.85252,417.6453,390.7394,469.7324,Manufacture of computer and peripheral equipment,262,4.1.2
4.1.3,263,संचार उपकरणों का विनिर्माण,303,288,283,238,483,247.506,107.722522,949.9317,1056.4979,835.5033,303,280,265,222,460,237.758,97.3983,813.9946,902.9897,727.1569,Manufacture of communication equipment,263,4.1.3
4.1.4,265+266+267,ऑप्टिकल और विद्युत उत्पाद जो अन्यत्र वर्गीकृत नहीं हैं का विनिर्माण,268,122,92,155,141,131.246,177.906869,264.1439,241.9078,198.0222,268,118,88,143,131,117.824,156.68549,229.9277,207.4175,172.4913,Manufacture of optical and electronics products n.e.c,265+266+267,4.1.4
4.2,27,विद्युतीय उपकरणों का विनिर्माण,4764,4182,5052,5687,5885,6119.309,5426.165442,4882.3264,4646.8938,4160.352,4764,4049,4828,5193,5399,5655.554,4950.88088,4370.9279,4175.1068,3662.2817,Manufacture of electrical equipment,27,4.2
4.3,28,मशीनरी और उपकरण जो अन्यत्र वर्गीकृत नहीं हैं का विनिर्माण,5376,4444,5153,5577,6080,6987.336,8050.157114,9950.1693,8824.7448,7641.8831,5376,4292,4869,5150,5567,6475.751,7392.24712,8939.9544,7802.6037,6703.4062,Manufacture of machinery and equipment n.e.c,28,4.3
4.4,29+30,परिवहन उपकरणों का विनिर्माण,3100,3033,3240,4889,4196,3611.566,4357.627666,4695.8285,4106.7389,3470.9466,3100,2961,3056,4489,3832,3291.393,3940.86266,4173.1035,3559.5732,2895.0612,Manufacture of transport equipment,29+30,4.4
5,,"कोक, पेट्रोलियम, रबर, रासायनिक और संबंधित उत्पादों का विनिर्माण",19180,22436,21499,24742,26748,28700.11,30631.360437,34316.0754,33516.2982,30292.3514,19180,21017,19792,22165,24256,26202.824,27354.8655,29802.8986,28995.6791,25950.8015,"Manufacture of coke, petroleum, rubber, chemical and related products",,5
5.1,19,कोक और परिष्कृत पेट्रोलियम उत्पादों का विनिर्माण,264,80,149,140,88,121.85,95.253549,131.3651,127.4213,100.5141,264,73,126,129,108,150.68,105.63463,128.3641,128.3267,112.6253,Manufacture of coke & refined petroleum products,19,5.1
5.2,20,"फार्मास्यूटिकल्स, औषधीय और वनस्पति उत्पादों को छोड़कर रसायन और रासायनिक उत्पादों का विनिर्माण",995,1317,950,1067,1222,1028.697,1422.764955,2172.607,2135.0874,2101.7751,995,1214,837,919,1085,926.754,1264.67996,1824.1872,1817.0957,1778.1515,"Manufacture of chemical and chemical products except pharmaceuticals, medicinal and botanical products",20,5.2
5.3,21,"फार्मास्‍यूटिकल्‍स, औषधीय रसायनों तथा वनस्पति उत्पादों का विनिर्माण",764,413,708,625,567,666.847,585.239911,606.0117,623.5472,651.7605,764,394,656,546,478,557.099,482.87121,490.6977,489.825,497.9071,Manufacture of pharmaceutical; medicinal chemicals and botanical products,21,5.3
5.4,22,रबर और प्लास्टिक उत्पादों का विनिर्माण,2673,2185,2827,3220,3985,4359.239,4478.923801,5284.1495,4839.9145,4783.2237,2673,2101,2559,2880,3683,4055.106,4162.56859,4821.3042,4460.7506,4297.5954,Manufacture of rubber & plastic products,22,5.4
5.5,23,अन्य अधात्‍विक खनिज उत्पादों का विनिर्माण,14484,18440,16865,19691,20887,22523.477,24049.17822,26121.9422,25790.3278,22655.0781,14484,17235,15614,17691,18902,20513.184,21339.11111,22538.3453,22099.6811,19264.5222,Manufacture of other non-metallic mineral products,23,5.5
6,,अन्‍य,37104,42793,42834,50005,87548,69974.671,76815.583327,92576.8915,92340.8782,71079.5752,37104,39859,37739,41747,74217,57920.468,61780.74675,71790.8148,70278.1471,53211.6735,Others,,6
6.1,16,फर्नीचर को छोड़कर लकड़ी और लकड़ी के उत्पादों तथा कार्क का विनिर्माण; भूसे और प्‍लेटिंग सामग्री का विनिर्माण,16448,18004,16106,23069,25751,28243.83,28399.268889,33934.397,36819.6363,29780.0265,16448,16242,13568,18514,19808,21759.499,21596.4022,25419.024,27538.995,22124.8339,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting material",16,6.1
6.2,17,कागज और कागज उत्पादों का विनिर्माण,1671,1357,1519,1654,1978,1883.608,2137.328327,3335.0144,2857.7772,2202.3098,1671,1311,1379,1451,1755,1658.106,1797.5848,2704.7967,2359.8491,1809.6218,Manufacture of paper and paper products,17,6.2
6.3,18,प्रकाशन को छोड़कर रिकार्डिड मीडिया का मुद्रण और पुनरूत्‍पादन,2201,1844,1386,2053,2036,1754.638,2570.194794,2035.5538,1941.98,1428.9954,2201,1671,1168,1626,1496,1243.542,1788.58371,1388.5087,1289.4954,929.1257,Printing and reproduction of recorded media except publishing,18,6.3
6.4,31,फर्नीचर का विनिर्माण,14787,19486,21579,20790,53615,34500.86,40588.171395,50232.213,47939.2712,35160.4129,14787,18472,19310,17846,47573,30237.388,33739.12834,39459.7117,36622.8199,26396.7064,Manufacture of furniture,31,6.4
6.5,32,अन्य विनिर्माण,1716,1813,1904,2273,3853,3358.394,2590.577789,2428.196,2239.8625,2038.1759,1716,1885,1992,2156,3296,2805.676,2372.32398,2269.342,1987.4556,1539.4078,Other manufacturing,32,6.5
6.6,33,मशीनरी और उपकरणों की मरम्मत और स्थापना,281,288,340,166,315,233.341,530.042133,611.5173,542.351,469.6547,281,278,321,153,289,216.256,486.72372,549.4316,479.5323,411.9778,Repair and installation of machinery and equipment,33,6.6
7,,"सकल मूल्य वर्धन, अप्रत्‍यक्ष अनुमानित वित्‍तीय अंतर्निहित सेवाओं के लिए असमायोजित",187909,220358,250923,258088,308581,303235.964,329638.426308,367289.1864,357262.8048,298596.9792,187909,207678,226164,225742,272082,261465.192,278215.41457,300326.1994,289001.3736,239136.6327,GVA unadjusted for FISIM,,7
8,,अप्रत्‍यक्ष अनुमानित वित्तीय अंतर्निहित सेवाएं,8363,9812,11980,11542,12531,11554.452,11894.993753,13810.4018,14447.9852,12528.5403,8363,9724,11563,10704,11771,10631.564,10344.31301,11212.0484,10858.9476,9229.6872,FISIM,,8
9,,सकल मूल्‍य वर्धन,179546,210546,238943,246546,296050,291681.512,317743.432554,353478.7845,342814.8197,286068.4389,179546,197954,214601,215038,260311,250833.627,267871.10156,289114.151,278142.426,229906.9455,GVA,,9
10,,स्‍थायी पूंजी अवक्षय,45883,49303,51057,52377,52166,54705.881,60737.137801,68718.0029,74643.4729,80470.342,45883,46637,46471,46629,47251,49102.854,52408.13357,56787.4308,61130.7599,64613.2542,CFC,,10
11,,निवल मूल्य वर्धन,133664,161243,187886,194169,243884,236975.63,257006.294754,284760.7816,268171.3467,205598.0968,133664,151318,168130,168409,213060,201730.773,215462.96799,232326.7202,217011.6661,165293.6913,NVA,,11
