Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
,,,,,,,,,,,,,,,,,,,,,
विवरण 1.6 ख:  आर्थिक क्रियाकलापों के अनुसार सकल मूल्य वर्धन में प्रतिशत परिवर्तन,,,,,,,,,,,Statement 1.6 B: Percentage change in Gross Value Added by economic activity,,,,,,,,,,
,,( प्रचलित भावों पर at current prices),,,,,,,,,(स्थिर (2011-12)  भावों पर at constant (2011-12) prices),,,,,,,,,,
क्र.सं.,मद,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,Item,S.No.
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,17,1
1.       ,"कृषि, वानिकी और मत्‍स्‍यन ",11.528978306916098,14.99996337510712,8.681589362606863,6.396664015167189,13.069578874498275,12.354330519234066,7.071078049573486,10.839828346493196,7.477764155510956,1.487460494460965,5.5704756563580515,-0.21644819122064846,0.6495993119755847,6.797558630778383,6.605921518930599,2.0964660032194478,5.520315250923858,3.3157894383972533,"agriculture, forestry and fishing",1.       
1.1,फसलें,10.86010550998059,14.691420299157896,3.5312760786092294,2.7162874014160643,11.9016210192237,9.906830111984597,2.9090431631289,12.564979475219024,5.559345796261519,0.1687667973462988,5.412755857608163,-3.7254330438454275,-2.912683919844188,5.252395542889625,5.3764709965207995,-2.4090867819033015,5.464435978128396,1.9005476282346796,crops,1.1
1.2,पशुधन ,12.674884992066163,14.616694802800204,20.740770688283828,14.106108307338868,15.487635193177002,16.81091694968488,12.26010933144821,10.852639176692817,13.962792057567908,5.20599458164432,5.570506054594431,7.396667897701137,7.475491700327018,9.993139962954729,7.855348345738271,8.665557157371923,7.482747947510135,6.134257499421125,livestock,1.2
1.3,वानिकी और लट्ठा बनाना ,10.545509589186608,13.896133189198428,10.905790898055546,6.1298269651582675,11.361681609298667,5.959987442379138,17.2100273559472,2.175872338765713,1.8712713045495353,0.24629991548721855,5.892858148327681,1.904431936736151,1.7465306492208428,5.539736045262924,5.398526914326319,7.613113480690438,0.28436157983587623,0.7349713932735368,forestry and logging,1.3
1.4,मत्‍स्‍यन और जलीय कृषि,17.47105886472129,22.872989785448297,18.716292370504405,13.857133806463153,16.518154767680564,24.981557042543887,9.733077620376278,7.533985220060795,1.9970570856118535,4.903773063193957,7.181139133702259,7.511169505335006,9.695337595533905,10.445708811316635,15.159610173478793,8.487215584095175,4.358912781197245,6.022300810579686,fishing and aquaculture,1.4
2.       ,खनन और उत्खनन,9.503171596086185,3.4817609237714766,4.287338164092639,-4.689146597766858,11.154937007328963,2.8460821721509104,12.362636206257722,-5.069046794205397,-9.354504093055311,0.6027648251451178,0.18956584407949492,9.72185410343719,10.145420660133784,9.835370146228389,-5.622272493989863,-0.8487202123223107,-1.5446639452919235,-8.621809255198244,mining and quarrying,2.       
3.       ,विनिर्माण,11.549857590760276,8.940196178338526,9.624873440368953,14.258094616232194,8.737933762670599,9.979855094288295,9.582106777060371,-3.8310490191073034,0.171025880047413,5.453083306648679,4.965847439609459,7.895669766207279,13.059393581689275,7.926821420884522,7.527063602908925,5.411556884993801,-2.9067653872429036,-0.5993850114948306,manufacturing,3.       
