Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
विवरण 4.0: लेखों का अनुक्रम-सामान्य सरकार,,,,,,,,,,,,,
Statement 4.0: Sequence of Accounts- General Government,,,,,,,,,,,,,
,,,,,,,,,,,,,
उत्‍पादन लेखा,,,,,,,,Production Account,,,,,
( ₹ करोड़),,,,,,,,,,,,,( ₹ crore)
संकेतांक,मद विवरण,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,Item Desription,Code
1,2,3,4,5,6,7,8,9,10,11,12,2,1
संसाधन,,,,,,,,,,,,,RESOURCES
P1,"उत्‍पादन, बुनियादी कीमतों में",1065759,1169920,1288086,1456931,1617546,1793619.762,2008255.278,2210306.81743253,2371566.75667094,2551156.4929312,"Output, in basic prices",P1
प्रयोग,,,,,,,,,,,,,USES
P2,घटाएं: क्रेता की कीमतों में मध्‍यवर्ती उपभोग,270864,284437,311145,359155,412006,433270.506,460329.619,494973.535396212,512031.933631249,557135.041659971,"Less:Intermediate consumption, in purchaser's prices",P2
B1g,सकल मूल्य वर्धन,794894,885482,976941,1097775,1205540,1360349.256,1547925.659,1715333.28203632,1859534.82303969,1994021.45127123,Gross Value Added,B1g
P51c,घटाएं: स्‍थायी पूंजी अवक्षय,98623,107031,115848,124107,128779,136919.19,149363.843,163525.712699433,174718.105486635,189879.100486022,Less: Consumption of fixed capital,P51c
B1n,निवल मूल्य वर्धन,696271,778452,861094,973668,1076762,1223430.066,1398561.815,1551807.56933689,1684816.71755305,1804142.3507852,Net Value Added,B1n
,,,,,,,,,,,,,
आय उत्पत्ति लेखा,,,,,,,,Generation of income account,,,,,
( ₹ करोड़),,,,,,,,,,,,,( ₹ crore)
संकेतांक,मद विवरण,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,Item Desription,Code
1,2,3,4,5,6,7,8,9,10,11,12,2,1
संसाधन,,,,,,,,,,,,,RESOURCES
B1n,निवल मूल्य वर्धन,696271,778452,861094,973668,1076762,1223430.066,1398561.815,1551807.56933689,1684816.71755305,1804142.3507852,Net Value Added,B1n
प्रयोग,,,,,,,,,,,,,USES
