Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
1.3,106+108,अनाज चक्की उत्‍पाद का विनिर्माण आदि और पशु आहार,43218,46445,43192,46260,42829,60125.292,59623.64792,70149.1553,73157.8231,70396.119,43218,40881,34417,36112,33570,43116.93,43034.686483,49130.1772,48852.8004,48162.1355,"Manufacture of grain mill products, etc. and animal feeds",106+108,1.3
1.4,107,अन्य खाद्य उत्पादों का विनिर्माण,36583,51849,72193,66452,55584,74385.637,84698.52379,74429.173,72477.4159,77346.9306,36583,47500,64141,58037,49636,58520.913,65807.790081,60797.0782,56225.7017,58130.0703,Manufacture of other food products,107,1.4
1.5,11,पेय पदार्थों का विनिर्माण,2450,2808,2742,2356,4036,5056.046,3570.23114,3237.4987,3229.5444,2410.5614,2450,2670,2433,2079,3543,4354.906,3002.71753,2682.269,2612.9,1936.1939,Manufacture of beverages,11,1.5
1.6,12,तंबाकू उत्पादों का विनिर्माण,14135,20136,19286,18484,13264,14192.355,21487.7542,27689.4776,28594.1296,25133.5867,14135,18593,17268,14991,9973,10022.85,14479.618733,18410.5569,18640.2409,15988.2867,Manufacture of tobacco products,12,1.6
2,,"वस्‍त्र, परिधान और चमड़े के उत्पादों का विनिर्माण",112434,129540,205815,202478,244141,234404.118,273875.50824,312023.9073,303677.4129,237277.2155,112434,122801,181970,176994,217654,205098.614,235836.25436,259623.7052,253758.575,198820.2035,"Manufacture of textiles, apparel & leather products",,2
2.1,13+01632,वस्‍त्र का विनिर्माण + कपास की ओटाई,80610,95046,160486,161103,191003,182080.462,216416.19701,245114.8459,238339.9801,187619.6395,80610,91135,142846,142949,175071,163741.423,190843.207236,207900.6326,202497.859,159540.5098,Manufacture of textiles + cotton ginning,13+01632,2.1
2.2,14-14105,"कस्टम टेलरिंग को छोड़कर,  परिधानों का विनिर्माण",13928,16325,21229,18217,22804,25260.23,27890.61776,31926.9314,31887.7937,22409.123,13928,14727,18022,14859,17719,19282.618,20372.985947,23002.1119,23056.9731,16168.1984,"Manufacture of wearing apparel, except custom tailoring",14-14105,2.2
2.3,15,चमड़े और संबंधित उत्पादों का विनिर्माण,17896,18169,24100,23158,30334,27063.426,29568.69347,34982.13,33449.6391,27248.4529,17896,16939,21101,19186,24864,22074.573,24620.061176,28720.9606,28203.7429,23111.4953,Manufacture of leather and related products,15,2.3
3,,धातु और धात्‍विक उत्पादों का विनिर्माण,86927,120243,92221,95028,85737,98593.951,115474.58975,126041.121,116682.6234,106820.2142,86927,116060,89728,90538,84816,98616.823,108616.950923,110495.8591,104624.0061,93836.4946,Manufacture of metal & metal products,,3
3.1,241+2431,बुनियादी लौह और इस्‍पात का विनिर्माण + लोहा और इस्पात की कास्टिंग,28647,23380,26194,22633,22704,27737.048,36004.28961,42987.4583,45530.0545,45167.9103,28647,22313,25520,22142,25237,31130.462,36025.000363,38306.5263,42935.4477,40610.3553,Manufacture of basic iron and steel + casting of iron and steel,241+2431,3.1
3.2,242+2432,बुनियादी कीमती और अलौह धातुओं का विनिर्माण + अलौह धातुओं की कास्टिंग,1286,7247,1402,1140,1328,1488.077,1239.32534,1394.1905,1236.1437,1113.9695,1286,6947,1315,1046,1310,1483.672,1148.13796,1242.7888,1154.857,992.8913,Manufacture of basic precious and non-ferrous metals + casting of non-ferrous metals,242+2432,3.2
3.3,25,"मशीनरी और उपकरणों को छोड़कर, विरचित धात्‍विक उत्पादों का विनिर्माण",56994,89617,64625,71255,61706,69368.826,78230.9748,81659.4722,69916.4252,60538.3345,56994,86800,62892,67349,58268,66002.688,71443.8126,70946.544,60533.7014,52233.248,"Manufacture of fabricated metal products, except machinery and equipment",25,3.3
4,,मशीनरी और उपकरणों का विनिर्माण,41027,39320,52579,48177,49549,49287.869,59467.77593,65088.62,58541.133,51350.4312,41027,38510,50589,44365,45549,45492.045,54310.920428,58285.71,51873.9813,44751.9272,Manufacture of machinery & equipment,,4
4.1,26,"कंप्यूटर, विद्युतीय और ऑप्टिकल उत्पादों का विनिर्माण",6425,8497,17336,4684,6837,5943.329,6761.37555,8611.4656,7568.5238,7041.177,6425,8612,17178,4428,6449,5552.826,6449.096677,6449.0967,6827.5779,6363.3597,"Manufacture of computer, electronic & optical products",26,4.1
4.1.1,261+264+268,"विद्युतीय घटक, उपभोक्ता विद्युत, चुंबकीय और ऑप्टिकल मीडिया का विनिर्माण",4045,3152,7885,3071,4439,3892.411,4609.95277,4268.0174,3105.2624,2984.5551,4045,3099,7632,2990,4314,3794.361,4461.327572,4156.5589,3151.5902,3022.9033,"Manufacture of electronic component, consumer electronics, magnetic and optical media",261+264+268,4.1.1
4.1.2,262,कंप्यूटर और परिधीय उपकरणों का विनिर्माण,834,4292,8499,574,827,1062.355,1345.48795,1296.2818,1235.654,1483.2567,834,4488,8651,473,648,834.528,1056.112988,978.3259,915.2993,1100.3388,Manufacture of computer and peripheral equipment,262,4.1.2
4.1.3,263,संचार उपकरणों का विनिर्माण,711,675,664,558,1132,580.01,252.34163,2225.2292,2474.8623,1957.179,711,656,621,520,1077,557.166,228.156991,1906.7945,2115.2669,1703.376,Manufacture of communication equipment,263,4.1.3
4.1.4,265+266+267,ऑप्टिकल और विद्युत उत्पाद जो अन्यत्र वर्गीकृत नहीं हैं का विनिर्माण,835,379,288,482,439,408.553,553.5932,821.9372,752.745,616.186,835,368,273,445,409,366.771,487.558595,715.4664,645.4215,536.7415,Manufacture of optical and electronics products n.e.c,265+266+267,4.1.4
4.2,27,विद्युतीय उपकरणों का विनिर्माण,11164,9801,11839,13326,13791,14340.096,18602.79575,16738.3252,15931.1797,14263.1437,11164,9488,11315,12170,12652,13253.323,16973.353786,14985.0718,14313.7284,12555.5843,Manufacture of electrical equipment,27,4.2
4.3,28,मशीनरी और उपकरण जो अन्यत्र वर्गीकृत नहीं हैं का विनिर्माण,12599,10415,12074,13070,14247,16374.244,18864.92172,23317.4535,20680.1081,17908.1631,12599,10057,11410,12069,13047,15175.388,17323.160437,20950.093,18284.7994,15708.915,Manufacture of machinery and equipment n.e.c,28,4.3
4.4,29+30,परिवहन उपकरणों का विनिर्माण,10839,10607,11330,17096,14675,12630.2,15238.68292,16421.3758,14361.3214,12137.9474,10839,10354,10687,15699,13401,11510.507,13781.250059,14593.3995,12447.8757,10124.0682,Manufacture of transport equipment,29+30,4.4
5,,"कोक, पेट्रोलियम, रबर, रासायनिक और संबंधित उत्पादों का विनिर्माण",58692,66931,64811,74039,80321,85767.75,91813.29119,109360.1844,106696.7052,97227.9135,58692,62711,59540,66212,72786,78255.319,82042.634144,94932.2983,92328.5801,83267.2755,"Manufacture of coke, petroleum, rubber, chemical and related products",,5
5.1,19,कोक और परिष्कृत पेट्रोलियम उत्पादों का विनिर्माण,941,285,529,498,312,434.036,339.77105,468.5816,454.5138,358.5356,941,262,449,460,386,536.73,376.800526,457.8768,457.7436,401.7363,Manufacture of coke & refined petroleum products,19,5.1
5.2,20,"फार्मास्यूटिकल्स, औषधीय और वनस्पति उत्पादों को छोड़कर रसायन और रासायनिक उत्पादों का विनिर्माण",4971,6578,4745,5327,6100,5136.629,7103.82021,10847.7577,10660.4237,10494.0961,4971,6062,4178,4588,5417,4627.594,6314.506849,9108.1089,9072.701,8878.2539,"Manufacture of chemical and chemical products except pharmaceuticals, medicinal and botanical products",20,5.2
5.3,21,"फार्मास्‍यूटिकल्‍स, औषधीय रसायनों तथा वनस्पति उत्पादों का विनिर्माण",3814,2063,3536,3121,2833,3329.79,2921.7983,3025.5008,3113.0466,3253.9008,3814,1968,3274,2725,2387,2781.78,2410.724666,2449.7982,2445.4412,2485.7913,Manufacture of pharmaceutical; medicinal chemicals and botanical products,21,5.3
5.4,22,रबर और प्लास्टिक उत्पादों का विनिर्माण,9522,7785,10071,11469,14193,15527.854,15953.42855,18821.5528,17239.2371,17037.3109,9522,7482,9117,10259,13118,14444.515,14826.606462,17172.9496,15888.6978,15307.557,Manufacture of rubber & plastic products,22,5.4
5.5,23,अन्य अधात्‍विक खनिज उत्पादों का विनिर्माण,39444,50220,45930,53625,56883,61339.44,65494.47309,76196.7915,75229.4839,66084.0701,39444,46937,42522,48180,51478,55864.7,58113.99564,65743.5647,64463.9964,56193.9371,Manufacture of other non-metallic mineral products,23,5.5
6,,अन्‍य,93585,108131,108792,125665,224628,176920.699,199680.22943,239817.4619,237898.4598,183012.7459,93585,100829,95949,105073,191070,146959.3,161340.921639,186737.9917,181564.0634,137065.2776,Others,,6
6.1,16,फर्नीचर को छोड़कर लकड़ी और लकड़ी के उत्पादों तथा कार्क का विनिर्माण; भूसे और प्‍लेटिंग सामग्री का विनिर्माण,38404,42037,37607,53863,60126,65946.947,66308.83727,79232.688,85969.3705,69532.7382,38404,37924,31680,43229,46251,50806.585,50424.971308,59350.3281,64300.2023,51658.7951,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting material",16,6.1
6.2,17,कागज और कागज उत्पादों का विनिर्माण,4729,3841,4300,4681,5598,5330.626,6049.1073,9438.8211,8088.1355,6233.019,4729,3709,3903,4106,4967,4692.453,5087.558707,7655.1672,6678.8897,5121.6261,Manufacture of paper and paper products,17,6.2
6.3,18,प्रकाशन को छोड़कर रिकार्डिड मीडिया का मुद्रण और पुनरूत्‍पादन,6230,5219,3922,5809,5761,4965.641,7273.86185,5760.784,5495.9625,4044.1741,6230,4728,3306,4603,4233,3519.235,5061.838447,3929.5935,3649.3775,2629.502,Printing and reproduction of recorded media except publishing,18,6.3
6.4,31,फर्नीचर का विनिर्माण,39542,52109,57705,55597,143374,92260.553,108538.42744,134327.9389,128196.2929,94023.8448,39542,49397,51638,47723,127217,80859.38,90223.131705,105520.769,97934.5248,70588.4721,Manufacture of furniture,31,6.4
6.5,32,अन्य विनिर्माण,4022,4249,4462,5326,9030,7870.118,10268.29038,9624.6565,8878.1578,8078.7314,4022,4418,4669,5053,7724,6574.869,9403.196321,8995.0061,7877.6911,6101.7609,Other manufacturing,32,6.5
6.6,33,मशीनरी और उपकरणों की मरम्मत और स्थापना,659,676,797,389,739,546.814,1241.70519,1432.5734,1270.5406,1100.2384,659,652,753,359,677,506.779,1140.225152,1287.1279,1123.3781,965.1214,Repair and installation of machinery and equipment,33,6.6
7,,कुल उत्पादन,543076,605579,678919,698250,825639,824798.79,936733.42707,1058116.2424,1035605.4469,887523.624,543076,569651,611979,612028,732581,712665.891,791191.437639,865739.8606,838119.8325,707542.0415,Total Output,,7
