मद,2011-12,,,,2012-13,,,,2013-14,,,,2014-15,,,,2015-16,,,,2016-17,,,,2017-18,,,,2018-19,,,,2019-20,,,,2020-21,,,,2021-22,,,,Item
,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,
बुनियादी मूल्यों पर सकल मूल्य वर्धन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GVA at basic prices from
"विवरण-8.18.1:स्थिर भावों पर सकल देशीय उत्पाद का त्रैमासिक अनुमान, 2011-12 श्रंखला",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Statement- 8.18.1: Quarterly Estimates of GDP at Constant Prices, 2011-12 Series",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(₹ करोड़ में)   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(₹ in crore),,,,,,,,
मद,2011-12,,,,2012-13,,,,2013-14,,,,2014-15,,,,2015-16,,,,2016-17,,,,2017-18,,,,2018-19,,,,2019-20,,,,2020-21,,,,2021-22,,,,Item
,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,
बुनियादी मूल्यों पर सकल मूल्य वर्धन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GVA at basic prices from
"1. कृषि, वानिकी, एवं मत्स्य पालन",336108.8378719273,269074.1207880359,500965.57544181455,395797.545600116,341199.1850551609,274362.46467253106,506048.7581687348,402678.0967888693,354449.5199508297,289365.47127006785,539360.3341829963,426023.06844726845,362652.81240294164,299493.879488874,522894.1505211667,420673.4098445122,371273.06868388975,307806.1948558423,511553.1100328717,425513.558674451,389609.6501896195,326769.1629255494,549199.1040326965,460425.93353250343,413332.3812279,348961.8905232,581218.7030899,496509.9207571,433154.0469885,364398.3877608,589159.509569,491886.4057375,448703.3266605,381401.2575929,620878.1000424,531320.2169816,462006.2796925,393424.145089,646277.5425981,546323.9241355,472257.9222525,405870.2932017,662688.469426,568879.8851738,"1. Agriculture, forestry & fishing"
2. खनन एवं उत्खनन,67872.92465811588,56967.374724095906,64848.794938751416,71346.27384455278,70780.17453086888,55618.24084680683,64858.7011456037,71351.52643934103,68133.94000204914,55660.8119797462,64419.190335757194,74892.01693242363,79535.74179541458,57939.66313666587,68662.60691880336,82547.44438844475,87184.25816122256,63469.33457554075,75874.85282963741,91445.36459303412,93381.80838767436,67440.70104468099,82751.15569890983,105674.04622541566,84065.0590224,69707.3038244,79546.330461,96293.3600374,83092.0928288,67688.2473017,79355.7011904,96680.5279053,82696.4318626,65070.656969,77460.1037789,96539.189797,67999.6212786,59916.2525573,73346.3945238,92762.0303092,80242.8086393,68626.0577618,80095.4257923,99019.5357536,2. Mining & quarrying
3. विनिर्माण,356022.3076361211,333104.49276491906,333674.45331338124,387183.99680217396,358339.68065882736,373953.33218909265,355777.88546927925,398803.2082354935,383075.91688594565,387587.2747714026,377185.5845350692,412859.9953005102,422168.54402185127,423756.9200357915,389832.8585902719,448178.3838647629,466223.7299098891,472854.56876128016,450360.00236093195,514411.28615742025,512044.792931336,508973.8944533304,487552.76159360877,546192.8951100074,511988.6023524,553424.4673406,537524.6138822,606490.0795825,565138.6469648,583153.968686,563759.349198,616940.2385449,565525.9283571,562811.7842878,544694.9159841,588261.2355249,387448.4598639,591928.5331905,590503.7076476,677859.3069644,577248.5800622,624891.218833,592268.3626142,676414.1953027,3. Manufacturing
"4. विद्युत, गैस, जलापूर्ति एवं अन्य उपयोगी सेवाएं",46302.44102535129,46466.05263185533,46622.948842777725,47276.55750001565,48479.91923076922,47289.98333333333,48003.94487179487,47861.152564102566,49464.09864742331,50076.285892398366,49637.359188453986,50423.25627172435,53899.614701237166,54880.05047380889,53220.85147407212,52046.48335088181,55231.76083369653,57848.30606749269,55199.98093207148,55877.95216673931,62529.07013414922,62354.64697575901,60850.24723464345,60763.0356554483,69161.2695002,69358.6997123,66571.4496599,67558.6007201,74424.6516965,76047.5678164,72707.6534828,70967.1347455,79692.9681484,77506.2041678,70544.0204673,72931.7303272,67901.2718359,74996.5390824,71572.7910777,75300.6219644,77296.9713488,81385.1967623,74222.355542,78693.5001402,"4. Electricity, gas ,water supply& other utility services"
5. निर्माण,186776.6357495846,190701.4741328376,195723.78053757502,204132.57196417433,189865.80084018208,186137.1545351005,194069.24820320826,209977.9033827101,198716.43732369426,194457.775528658,198469.6843532642,209126.98289019646,209578.9504929742,204911.79212414048,206558.36820115306,214179.5138850573,218252.82731611878,205790.44719470252,216448.5781114248,224843.07833150556,234541.37056361852,222843.91837638104,232427.0672103786,226632.1714067887,235401.3734822,226647.3063291,243990.8482762,258266.1396298,251353.534219,239218.8802401,260988.3898929,275228.3857563,259728.2271298,240792.0901901,257708.1405432,280451.3336386,131436.9744659,224896.9247575,274752.3701612,331749.13094,225166.1876391,243071.3006382,267074.2643505,338283.2228094,5. Construction
"6. व्यापार, जलपान ग्रह, परिवहन, भंडारण, संचार एवं प्रसारण से सम्बंधित सेवाएं",338657.9179537302,340496.56340415915,348957.0714756407,385005.5144247194,374094.99191500666,376920.5938868889,383184.3196459459,416943.0261376481,388784.29313631594,401894.75530556537,417976.09967599995,443406.52329092857,432297.6247544062,432834.33487391926,440657.7048897493,501900.3935962386,475242.2531825344,467654.9785715907,484331.20388318575,565595.4653672886,520052.545755676,503823.2601206401,522805.0859529261,599697.7400645297,579122.3925202,557968.2780918,578636.9587995,652691.7736655,625853.5981233,597785.9519617,620625.1021378,694492.6340868,662304.7998926,636189.3451292,661369.9674102,729861.6875192,331582.3400373,516278.2668749,594676.8219898,705141.9139894,445454.3427357,565940.2344965,632010.4076836,742199.7082734,"6. Trade, hotels, transport, communication and services related to broadcasting "
"7. वित्तीय, स्थावर सम्पदा एवं व्यावसायिक सेवाएं",404493.01370413933,410625.8988906726,340343.2385571228,375416.48757050186,442486.8329055361,452821.4265661327,377983.1246702941,406740.0905442056,494882.78399862954,524246.0245018441,409823.15327562066,438454.73606531334,540066.6635354812,592769.1796959271,459477.703059978,481400.8920520182,594978.0469852366,669972.5855265814,506287.93530981266,523545.89104308316,675148.7412558137,745019.2409127813,532369.6916203249,540428.8810329216,694096.2600034,740832.5720381,550115.4493699,552145.9772096,735941.190744,791141.7733938,586811.0566084,600327.7000434,796850.8485332,857081.0380601,616370.4604759,627091.0413145,787924.7026252,812107.6961488,679653.567336,682224.4714201,805847.2890592,861972.8599424,708165.1970306,711374.5138595,"7.  Financial,  real estate  &  professional  services "
"8.  लोक प्रशासन, रक्षा एवं अन्य सेवाएं",232898.349271205,265771.1593913352,242759.66751958785,284552.6076574293,249342.58598622878,280805.5368942376,247602.21785698234,291895.9862723409,268722.60423129034,290608.8061426381,258069.54121572478,293392.61400556285,276953.8973367269,312769.9953471987,315706.0040209976,297685.26189758605,291805.26168342103,332828.2116655368,336948.4178751827,315215.6879746085,311418.3901584032,354768.89109353843,367658.94452755776,362136.0826564392,350940.1154531,379769.530585,395190.6674691,386642.1391145,378185.2455212,408118.2151372,419690.4651511,419483.5236534,392369.2394042,435656.969165,448466.1102473,451146.2158611,347501.4359858,391371.4111099,435527.8577797,458680.009363,369150.0597258,467491.0941094,508261.3626168,493911.1770796,"8.  Public administration, defence  and Other Services"
9. बुनियादी मूल्यों पर सकल मूल्य वर्धन,1969132.4278701746,1913207.136727911,2073895.5306266514,2150711.5553636835,2074589.1711225798,2047908.7329241233,2177528.2000318435,2246250.9903647113,2206229.594176178,2193897.2053923206,2314940.9467628864,2348579.1932039275,2377153.849041033,2379355.815176326,2457010.2476761923,2498611.782879502,2560191.206756009,2578224.6272185673,2637004.081335118,2716448.2843081304,2798726.3693762906,2791993.7159026605,2835614.0578710455,2901950.7856840543,2938107.4535619,2946670.0484445,3032795.0210076,3116597.9907165,3147143.0070861,3127552.9922978,3193097.2272304,3266006.5504731,3287871.7699883,3256509.3455619,3297491.8189493,3377602.6509641,2583801.0857851,3064919.7688102,3366311.0531138,3570041.4090861,3052664.1614626,3319248.2557454,3524785.845056,3708775.7383923,9. GVA at Basic Price
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note-Totals may not tally due to rounding off.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
