Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
विवरण 5.3: परिवार क्षेत्र की वित्‍तीय परिसंपत्‍तियां और देनदारियां,,,,,,,,,,,,,
Statement 5.3:FINANCIAL ASSESTS AND LIABILITIES OF HOUSEHOLD SECTOR,,,,,,,,,,,,,
,,,,प्रचलित भावों पर  At Current Prices,,,,,,,,,
,,(₹  करोड़),,,,,,(₹  crore),,,,,
,,,,,,,,,,,,,
क्र. सं.,मद विवरण,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,Item Desription,S.No.
1,2,3,4,5,6,7,8,9,10,11,12,2,1
,घरेलू बचत (1 + 2+3-4),2065566,2235280,2285301,2439104,2474913,2787134.245,3296596.39119,3844581.567,3929147.7113,4390583.7576,Household saving (1+2+3-4),
1,सकल वित्तीय बचत #,932729,1064041,1190770,1257247,1496232,1614677.017,2056404.99784,2263690.352,2399086.8643,3108997.0377,gross financial saving #,1
1.1,मुद्रा,106242,111521,99520,133345,200518,-332906.839,484713.99116,277872.1133,282662.1425,381976.0755,currency,1.1
1.2,जमा राशि,540500,606174,666958,612364,644512,977790.133,525213.32441,814621.6809,927682.1045,1271953.002,deposits,1.2
1.2.1,बैंकों में,492319,533890,598646,538965,566560,870691.241,505718.06723,728656.3507,768854.9909,1156333.6669,with banks,1.2.1
1.2.2,गैर-बैंकिंग कंपनियों में,10021,27911,22816,28915,18082,34856.08,-567.99058,33250.1613,56677.4819,39786.8676,with non-banking companies,1.2.2
1.2.3,सहकारी बैंकों एवं समितियों में,33651,41190,40658,40307,55804,67882.653,15862.42441,48506.2564,97893,71610.345,with co-operative banks & societies,1.2.3
1.2.4,"व्यापार ऋण, निवल",4509,3183,4838,4177,4066,4360.16,4200.82335,4208.9125,4256.6318,4222.1225,"trade debt, net",1.2.4
1.3,शेयर और ऋण पत्र,16522,17027,18930,20364,28356,174465.585,177416.53827,172932.8331,94741.7081,107184.3902,shares and debentures,1.3
1.3.1,निजी निगमित कंपनियां,7604,8405,3677,5593,9179,23200.86,38884.52027,21054.1151,32731.4767,42766.35,private corporate companies,1.3.1
1.3.2,सहकारी बैंक एवं समितियां,224,405,261,300,306,298.421,313.285,318.8505,324.5102,334.2341,co-operative banks & societies,1.3.2
1.3.3,म्यूचुअल फंड,8694,8217,14992,14471,18871,150966.304,138218.733,151559.8674,61685.7213,64083.8061,mutual funds,1.3.3
1.4,सरकार पर दावा,-21889,-7109,23053,969,67940,115469.12,155669.58636,206362.7448,266963.0572,327252.8599,claims on government,1.4
1.4.1,सरकारी प्रतिभूतियों में निवेश,-109,211,14794,-602,14206,4152.46,2616.70636,1324.4048,3239.7072,17726.5199,investment in government securities,1.4.1
1.4.2,लघु बचत आदि में निवेश,-21780,-7320,8259,1571,53733,111316.66,153052.88,205038.34,263723.35,309526.34,investment in small savings etc.,1.4.2
1.5,बीमा निधियां,195673,179949,204469,299322,264177,354320.51,343988.73,387511.78,372097.23,520424.6682,insurance funds,1.5
1.5.1,जीवन बीमा निधियां,195463,179843,216508,296923,259285,350288,338521,382083,364785,511006,life insurance funds,1.5.1
1.5.2,डाक बीमा,-2579,-2272,-15086,-943,924,-719,269.74,-343.45,585.43,1091.2282,postal insurance,1.5.2
1.5.3,राज्य-बीमा,2789,2378,3047,3343,3969,4751.51,5197.99,5772.23,6726.8,8327.44,state insurance,1.5.3
1.6,भविष्‍य निधि और पेंशन निधियां,95680,156479,177841,190883,290729,325538.508,369402.82763,404389.1999,454940.622,500206.0419,provident and pension funds,1.6
2,भौतिक परिसंपत्‍तियों में बचत,1389322,1465013,1416428,1513127,1317599,1594573.218,1944226.26085,2309463.1579,2273544.0955,2048431.9209,saving in physical assets,2
3,सोने और चांदी के आभूषणों के रूप में बचत,33635,36650,36782,45562,46469,46531.935,46664.68531,42673.4552,43136.0591,38443.5002,saving in form of gold & silver ornaments,3
4,वित्तीय देनदारियां#,290120,330425,358679,376832,385388,468647.924,750699.55281,771245.3981,786619.3076,805288.7012,financial liabilities #,4
4.1,बैंक अग्रिम राशि,266294,302455,286587,258461,253601,333468.077,480878.3538,578195.0878,483435.7075,607479.9929,bank advances,4.1
