Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
1.5,स्‍थायी पूंजी अवक्षय,12619,14998,17274,22003,24410,27524.643,31425.4483523,36173.44755261,39853.96095984,42530.65271761,12619,14270,15913,19149,21286,23623.416,26105.581535727,28797.53738688,31034.36290369,32303.33971638,CFC,1.5
1.6,निवल मूल्य वर्धन,48531,57298,61449,70457,76041,79261.125,85158.0653095,87422.46750876,95623.11969184,94276.05800196,48531,54893,57772,61570,64166,58537.584,61780.188790785,62552.11026296,51268.44623478,34850.88457623,Net Value Added,1.6
2,सड़क परिवहन,,,,,,,,,,,,,,,,,,,,,Road transport,2
2.1,उत्पादन का मूल्य,590170,675372,766862,834144,895873,972213.229,1093608.19020757,1227972.80817712,1297937.50841609,1015152.39469493,590170,632915,670657,714872,764737,804375.698,876320.717113835,918284.451215569,948478.371894883,715457.708524822,value of output,2.1
2.2,लागत,323830,370230,423627,458810,490206,531513.041,602404.527972128,682768.944463286,723696.682550098,559393.635160457,323830,345967,365311,389236,416074,436540.875,473593.080331691,493786.51524768,509533.176176278,380902.685467759,input,2.2
2.3,अप्रत्‍यक्ष अनुमानित वित्तीय अंतर्निहित सेवाएं,3898,4490,4930,4970,5764,5752.718,7070.11314274989,8651.77962386104,8802.33212804782,8594.42717796087,3898,4523,4783,4822,5508,5511.182,6326.1634060241,6959.75064872679,6722.42363901082,6417.6526176649,FISIM,2.3
2.4,सकल मूल्य वर्धन,262442,300652,338306,370364,399902,434947.47,484133.549092697,536552.084089976,565438.493737948,447164.332356509,262442,282425,300563,320813,343155,362323.641,396401.47337612,417538.185319162,432222.772079593,328137.370439398,Gross Value Added,2.4
2.5,स्‍थायी पूंजी अवक्षय,34730,41299,42304,45392,49315,57873.57,70202.2477073222,85340.9212537516,97021.2249259236,99889.2641757171,34730,40569,40813,42256,46052,53069.116,62834.491326907,75117.4915764403,81265.895189444,78648.5353609651,CFC,2.5
2.6,निवल मूल्य वर्धन,227712,259353,296002,324972,350587,377073.9,413931.301385374,451211.162836224,468417.268812024,347275.068180792,227712,241856,259750,278557,297103,309254.526,333566.982049213,342420.693742722,350956.876890149,249488.835078433,Net Value Added,2.6
3,जल परिवहन,,,,,,,,,,,,,,,,,,,,,Water transport,3
3.1,उत्पादन का मूल्य,19603,20383,19145,21021,21981,21806.669,28551.5974906904,32180.262796619,32077.5402448624,29302.4673569204,19603,20029,20859,22570,22991,24316.959,29180.8415374653,30948.7496142519,31870.9012841322,30214.6645383363,value of output,3.1
3.2,लागत,12595,13091,12580,13333,14584,12483.728,15346.7242897512,18917.9861320725,18527.7965061911,15637.3191403717,12595,12868,13402,14501,14772,15623.482,17082.0253644965,18116.9321395803,18656.7458455896,17687.209786632,input,3.2
3.3,अप्रत्‍यक्ष अनुमानित वित्तीय अंतर्निहित सेवाएं,98,102,89,99,100,116.73,183.945806515983,203.373811162431,200.226138750982,247.328354125877,98,108,112,114,124,124.623,184.29171606737,203.806022790703,196.013347027781,233.592340376278,FISIM,3.3
3.4,सकल मूल्य वर्धन,6910,7190,6476,7590,7298,9206.211,13020.9273944232,13058.9028533841,13349.5175999202,13417.8198624229,6910,7052,7345,7954,8095,8568.854,11914.5244569014,12628.0114518809,13018.1420915149,12293.862411328,Gross Value Added,3.4
3.5,स्‍थायी पूंजी अवक्षय,2243,2682,2796,2785,2881,2821.998,2887.08778523363,2932.14079579387,2943.17947797028,3525.61051445378,2243,2648,2713,2594,2694,2592.632,2583.17693382526,2572.9482219661,2453.11951123746,2771.90972978228,CFC,3.5
3.6,निवल मूल्य वर्धन,4667,4508,3680,4805,4417,6384.213,10133.8396091895,10126.7620575902,10406.33812195,9892.20934796908,4667,4404,4632,5360,5401,5976.222,9331.3475230761,10055.0632299148,10565.0225802774,9521.95268154568,Net Value Added,3.6
4,वायु परिवहन,,,,,,,,,,,,,,,,,,,,,Air transport,4
4.1,उत्पादन का मूल्य,55884,62077,72834,80842,83558,97620.799,117328.616215129,105014.894480891,117325.026050818,53093.7064760159,55884,53586,58412,66398,76963,90520.438,110790.905331347,124195.167551083,121144.580875557,41567.6791290128,value of output,4.1
4.2,लागत,51425,53827,65881,68861,62918,75836.906,94552.9146701703,92077.0648611589,94462.3973324628,42569.1063496403,51425,49335,53789,61130,70812,83237.76,102282.822673455,114634.740675952,111841.350182745,38327.94142975,input,4.2
4.3,अप्रत्‍यक्ष अनुमानित वित्तीय अंतर्निहित सेवाएं,66,123,101,161,297,287.766,331.733097744549,207.634505185199,354.440597625596,201.307220916982,66,68,74,79,99,110.702,135.506773094984,158.771479410578,144.293374669866,63.1643413144921,FISIM,4.3
4.4,सकल मूल्य वर्धन,4393,8128,6853,11820,20344,21496.128,22443.9684472137,12730.195114547,22508.1881207295,10323.2929054586,4393,4183,4550,5188,6053,7171.976,8372.57588479715,9401.6553957203,9158.93731814294,3176.57335794836,Gross Value Added,4.4
4.5,स्‍थायी पूंजी अवक्षय,3360,3599,3559,3807,3575,3472.596,3594.82989125319,3737.97855579335,8790.52708390369,9204.28552131992,3360,3553,3457,3551,3310,3155.762,3184.87949743406,3238.62629770309,7345.23786436198,7239.47342710816,CFC,4.5
4.6,निवल मूल्य वर्धन,1033,4529,3294,8013,16769,18023.532,18849.1385559605,8992.21655875369,13717.6610368258,1119.00738413866,1033,630,1093,1637,2743,4016.213,5187.69638736308,6163.02909801721,1813.69945378096,-4062.9000691598,Net Value Added,4.6
5,परिवहन संबंधी प्रासंगिक सेवाएं,,,,,,,,,,,,,,,,,,,,,Services incidental to transport,5
5.1,उत्पादन का मूल्य,130664,145983,160502,184702,192006,225205.073,212269.802882872,246859.272986121,233197.334044099,207402.950963168,130664,129339,133902,146486,161762,177273.368,169376.565372678,179087.191210864,178817.304097527,123021.340895547,value of output,5.1
5.2,लागत,66105,72844,83671,91781,102480,121373.106,113232.817689905,141840.414015061,128277.671148155,107328.168999635,66105,61781,62600,69742,79290,89104.779,83667.860370071,88529.7886942464,86015.4855218517,40026.1030510474,input,5.2
5.3,अप्रत्‍यक्ष अनुमानित वित्तीय अंतर्निहित सेवाएं,957,1085,1112,1239,1280,1363.981,1434.65921789177,1677.40026384786,1619.08984208969,1905.03643051591,957,1077,1129,1148,1316,1333.939,1358.13715715811,1496.75771585307,1432.55493156084,1610.18663135755,FISIM,5.3
5.4,सकल मूल्य वर्धन,63602,72054,75719,91681,88246,102467.987,97602.3259750746,103341.458707212,103300.573053854,98169.7455330176,63602,66481,70173,75596,81156,86834.65,84350.5678454488,89060.6448007648,91369.2636441141,81385.0512131422,Gross Value Added,5.4
5.5,स्‍थायी पूंजी अवक्षय,8951,10034,10241,10817,11666,13394.992,14606.3450473495,16118.6226375398,17518.0049676447,18859.0238975698,8951,9766,9630,9515,10330,11676.829,12420.4043005851,13189.397967829,14056.9199247279,14866.1869727586,CFC,5.5
5.6,निवल मूल्य वर्धन,54651,62020,65478,80864,76580,89072.995,82995.9809277251,87222.836069672,85782.5680862093,79310.7216354478,54651,56715,60543,66081,70826,75157.82,71930.1635448637,75871.2468329358,77312.3437193862,66518.8642403836,Net Value Added,5.6
6,कुल - परिवहन सेवाएं,,,,,,,,,,,,,,,,,,,,,Total transport services,6
6.1,उत्पादन का मूल्य,891973,1016408,1148200,1266200,1344583,1476916.155,1627915.2197804614,1803702.2783638912,1883025.5793769395,1496612.4387456144,891973,944080,999183,1076876,1160532,1225633.463,1323550.3488008024,1395823.2313192082,1409813.939834259,1014330.931095088,value of output,6.1
6.2,लागत,488064,549852,635493,685350,720467,794491.397,885110.4839443543,1003683.5343333383,1031975.637506297,779782.4381851141,488064,508564,536380,579996,629164,671492.896,726621.3378586785,767026.0008350587,773246.7302701542,513859.2534499584,input,6.2
6.3,अप्रत्‍यक्ष अनुमानित वित्तीय अंतर्निहित सेवाएं,5412,6237,6630,6935,7875,7521.194999999999,9020.451264902193,10740.18820405653,10976.088706514089,10948.09918351964,5412,6212,6487,6609,7458,7080.446,8004.099052344564,8819.08586678114,8495.285292269307,8324.59593071322,FISIM,6.3
6.4,सकल मूल्य वर्धन,398496,460319,506076,573915,616241,674903.564,733784.2845712084,789278.5558264992,840073.8531641318,705881.901376978,398496,429304,456316,490271,523910,547060.121,588924.9118897794,619978.144617368,628071.924271835,492147.0817144165,Gross Value Added,6.4
6.5,स्‍थायी पूंजी अवक्षय,61903,72612,76174,84804,91847,105087.79900000001,122715.95878345851,144303.1107954886,166126.8974152823,174008.8368266706,61903,70806,72526,77065,83672,94117.755,107128.53359447842,122916.0014508185,136155.53539346132,135829.44520699413,CFC,6.5
6.6,निवल मूल्य वर्धन,336593,387707,429902,489111,524394,569815.765,611068.3257877491,644975.445031,673946.9557488491,531873.0645503075,336593,358498,383790,413206,440238,452942.365,481796.37829530094,497062.1431665498,491916.3888783736,356317.6365074325,Net Value Added,6.6
