Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
2.5,स्‍थायी पूंजी अवक्षय,2445,2757,3084,3316,3438,3500.673,3608.3688,4435.3317,5580.8254,6449.3568,2445,2664,2902,3034,3119,3207.684,3271.2599,3932.7527,4842.8617,5523.3971,CFC,2.5
2.6,निवल मूल्य वर्धन,12221,12895,13784,12244,11189,15614.568,20276.1771,23505.1832,23871.9839,22156.17,12221,11605,11229,9798,10094,10936.145,11757.8969,12930.2934,11616.0641,9876.2827,net value added,2.6
3,जलापूर्ति,,,,,,,,,,,,,,,,,,,,,Water supply,3
3.1,उत्‍पादन,27642,31308,42406,56135,65134,80747.073,94102.6731,106562.7119,118829.6928,126212.6683,27642,28488,35259,44062,48735,57800.339,65028.4522,71207.9599,75793.9104,75826.175,output,3.1
3.2,लागत,12932,13796,20344,27904,33018,40498.709,52175.2722,56903.2973,63466.81,64325.2119,12932,12554,16916,21903,24705,28989.77,36055.0564,38024.2548,40481.4453,38645.3661,input,3.2
3.3,अप्रत्‍यक्ष अनुमानित वित्तीय अंतर्निहित सेवाएं,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FISIM,3.3
3.4,सकल मूल्य वर्धन,14710,17512,22062,28231,32116,40248.364,41927.401,49659.4146,55362.8828,61887.4564,14710,15934,18343,22159,24030,28810.569,28973.3957,33183.7051,35312.4651,37180.8089,Gross value added,3.4
3.5,स्‍थायी पूंजी अवक्षय,4602,6233,7339,8328,8944,11329.348,12964.5905,14921.578,16557.5563,18582.6763,4602,5913,6689,7208,7894,9921.827,10880.8002,11904.8246,13102.1088,14459.3505,CFC,3.5
3.6,निवल मूल्य वर्धन,10108,11279,14723,19903,23172,28919.017,28962.8104,34737.8367,38805.3264,43304.7802,10108,10021,11654,14951,16136,18888.741,18092.5956,21278.8805,22210.3563,22721.4584,net value added,3.6
4,संशोधन प्रक्रिया और अन्य उपयोगी सेवाएं,,,,,,,,,,,,,,,,,,,,,Remediation & other utility services,4
4.1,उत्‍पादन,32924,36090,41925,48449,48650,57209.895,69115.2591,79243.6355,94053.5549,95369.9719,32924,33542,37313,41944,42516,48304.911,52664.0266,56807.3361,65581.2694,62717.7452,output,4.1
4.2,लागत,20826,22101,25552,30160,28487,34598.895,41233.9329,47241.4397,58909.4182,58009.5205,20826,20627,23060,26610,25740,30044.321,31898.9593,34152.8081,41323.4099,38486.3883,input,4.2
4.3,अप्रत्‍यक्ष अनुमानित वित्तीय अंतर्निहित सेवाएं,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FISIM,4.3
4.4,सकल मूल्य वर्धन,12098,13989,16373,18289,20163,22611,27881.3262,32002.1958,35144.1367,37360.4514,12098,12915,14253,15334,16776,18260.59,20765.0674,22654.528,24257.8595,24231.3568,gross value added,4.4
4.5,स्‍थायी पूंजी अवक्षय,1281,1508,1771,1960,2128,2354.29,2798.2872,3332.2361,3736.4727,4478.0104,1281,1419,1604,1737,1928,2099.769,2383.947,2705.9087,2993.2064,3484.051,CFC,4.5
4.6,निवल मूल्य वर्धन,10817,12481,14602,16329,18035,20256.71,25083.039,28669.9597,31407.664,32882.441,10817,11496,12649,13597,14848,16160.821,18381.1204,19948.6193,21264.6531,20747.3058,net value added,4.6
5,कुल,,,,,,,,,,,,,,,,,,,,,Total,5
5.1,उत्‍पादन,535136,625813,730188,854579,855525,916328.31,1025339.0631,1135361.1757,1190487.3129,1150091.0085,535136,556657,592198,638629,675655,726622.644,774782.46,833536.4418,855759.2567,841143.2406,output,5.1
5.2,लागत,330890,387493,440647,537587,479892,522622.48,563860.3038,644277.8365,643671.5375,584981.5243,330890,342143,363846,391481,412978,444356.149,470400.6765,505210.4003,520101.7433,507455.2053,input,5.2
5.3,अप्रत्‍यक्ष अनुमानित वित्तीय अंतर्निहित सेवाएं,17578,22971,29386,34734,40668,37997.383,35761.0304,41624.411,45198.2483,57757.2304,17578,22880,28752,33101,38519,35770.704,31731.7639,34179.0338,34982.5902,43916.8113,FISIM,5.3
5.4,सकल मूल्य वर्धन,186668,215350,260155,282258,334965,355708.447,425717.7288,449458.9281,501617.5271,507352.2537,186668,191635,199600,214047,224158,246495.791,272650.0196,294147.0077,300674.9231,289771.224,gross value added,5.4
5.5,स्‍थायी पूंजी अवक्षय,62857,75172,86581,99530,109413,119232.509,129416.2529,143859.5806,153611.0285,165306.2665,62857,72297,81525,88959,98160,106834.435,113182.734,121816.8988,129300.4013,135928.9752,CFC,5.5
5.6,निवल मूल्य वर्धन,123811,140178,173574,182728,225552,236475.938,296301.4759,305599.3475,348006.4986,342045.9872,123811,119338,118075,125088,125998,139661.356,159467.2856,172330.1089,171374.5218,153842.2488,net value added,5.6
