Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
विवरण 6.1: विदेशी लेन-देन का विस्‍तृत लेखा,,,,,,,,,,,,,
STATEMENT 6.1: DETAILED EXTERNAL TRANSACTIONS ACCOUNTS,,,,,,,,,,,,,
,,,,,,,,,,,,,
(₹ करोड़),,प्रचलित भावों पर  At Current Prices,,,,,,( ₹ crore),,,,,
,,,,,,,,,,,,,
क्र. सं.,मद विवरण,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,Item Desription,S.No.
1,2,3,4,5,6,7,8,9,10,11,12,2,1
1,वस्तुओं और सेवाओं का निर्यात,2143931,2439707,2856781,2863636,2728647,2948772.107,3211520.57144,3766293.5334,3752187.8246,3704532.906,Exports of goods & services,1
1.1,वस्‍तुएं,1466233,1647221,1937531,1896445,1718202,1847405.877,1954048.85529,2310016.2999,2240528.5412,2176296.9303,Goods,1.1
1.1.1,तिजारती माल (जहाज तक नि:शुल्‍क) *,1465959,1634320,1905010,1896445,1716384,1849434,1956515,2307726,2219854,2154339,Merchandise f.o.b.*,1.1.1
1.1.2,व्‍यापार के तहत वस्तुओं का निवल निर्यात,274,12901,32521,0,1818,-2028.123,-2466.14471,2290.2999,20674.5412,21957.9303,Net exports of goods under merchanting,1.1.2
1.1.2.1,व्‍यापार के तहत अधिग्रहीत सामान,6666,35453,-32300,0,-102133,-52525.288,-73088.44147,-85539.3954,-106249.6555,-113472.6285,Goods acquired under merchanting,1.1.2.1
1.1.2.2,व्‍यापार के तहत बेची गई वस्तुएं,-6392,-22552,64821,0,103951,50497.165,70622.29676,87829.6954,126924.1968,135430.5587,Goods sold under merchanting,1.1.2.2
1.2,सेवाएं,677698,792486,919250,967191,1010446,1101366.229,1257471.71615,1456277.2335,1511659.2834,1528235.9757,Services,1.2
1.2.1,रिपोर्टिंग अर्थव्यवस्था में प्रसंस्करण के लिए वस्तुएं,0,375,945,663,1200,767.581,949.48234,1840.6167,1653.5183,2198.2982,Goods for processing in reporting economy,1.2.1
1.2.2,रखरखाव और मरम्मत सेवाएं जो अन्‍यत्र वर्गीकृत नहीं,0,616,1287,1062,995,1221.085,1362.84122,1325.2072,1374.5454,1177.8972,Maintenance and repair services n.e.c.,1.2.2
1.2.3,तिजारती माल के अलावा अन्य परिवहन निर्यात,87566,94122,105164,106749,91534,106158.907,112205.08444,135912.2526,148482.1973,161628.0468,transport exports other than merchandise,1.2.3
1.2.4,व्‍यापार के अलावा अन्य निर्यात के संबंध में बीमा सेवा शुल्क,12683,12119,12849,13461,13113,14794.659,16153.56041,18633.7184,17237.9093,17625.037,insurance service charges in respect of exports other than merchandise,1.2.4
1.2.5,सीमा पार निकायों द्वारा देशीय बाजार में प्रत्‍यक्ष क्रय,2270,3126,2947,3321,3788,3945.611,4280.48051,4259.5939,4677.4255,4671.7175,"direct purchases in the domestic market, extra-territorial bodies",1.2.5
1.2.6,अनिवासी परिवारों द्वारा देशीय बाजार में प्रत्‍यक्ष क्रय,89185,97881,108807,124542,139542,155929.089,182768.05102,199142.4263,212684.4117,62899.854,"direct purchases in the domestic market, non-resident, households",1.2.6
1.2.7,विविध सेवाएं,485994,584247,687251,717393,760274,818549.297,939752.21623,1095163.4183,1125549.2759,1278035.1249,miscellaneous services,1.2.7
1.2.7.1,कंप्यूटर सेवाएं ,299240,358348,420677,447086,485464,498700.224,498401.53078,583925.658,660148.0704,741557.0707,computer services,1.2.7.1
1.2.7.2,व्यापार सेवाएं,118261,154780,172250,173793,189693,220980.949,240721.69818,273644.4503,324150.4989,364552.7509,business services,1.2.7.2
1.2.7.3,वित्तीय सेवाएं (अप्रत्‍यक्ष अनुमानित वित्‍तीय अंतर्निहित सेवाओं सहित),28681,26941,40158,34583,32271,34193.425,33271.15221,34018.9659,33519.4784,32166.4528,Financial services (incl FISIM),1.2.7.3
1.2.7.4,संचार सेवाएं,8018,9355,14658,12340,14356,16081.749,13727.97012,18143.5827,19575.795,21176.5973,communication  services,1.2.7.4
1.2.7.5,सूचना सेवाएं,508,1257,981,1391,1568,2143.068,2686.16703,2208.9985,2018.0327,2075.4838,Information services,1.2.7.5
1.2.7.6,"व्यक्तिगत, सांस्कृतिक, और मनोरंजक सेवाएं",1877,4957,7986,7282,8658,9337.851,10430.13133,12943.0701,15652.9052,17305.3921,"Personal, cultural, and recreational services",1.2.7.6
1.2.7.7,निर्माण,3857,5464,8091,9850,10256,14383.479,14541.4272,23638.1083,21982.4808,19432.7067,construction,1.2.7.7
1.2.7.8,बौद्धिक संपदा के उपयोग के लिए प्रभार जो अन्‍यत्र वर्गीकृत नहीं,1359,1642,3567,3226,3191,3807.257,4720.10569,4822.9022,6600.3732,9744.1508,charges for the use of intellectual property n.e.c.,1.2.7.8
1.2.7.9,अन्‍य जो अन्‍यत्र वर्गीकृत नहीं,24193,21503,18883,27842,14816,18921.297,121252.0337,141817.6823,41901.6414,70024.5199,Others n.e.c.,1.2.7.9
