क्र.सं.,आर्थिक क्रियाकलाप,2011-12,,,,2012-13,,,,2013-14,,,,2014-15,,,,2015-16,,,,2016-17,,,,2017-18,,,,2018-19,,,,2019-20,,,,2020-21,,,,2011-12,,,,2012-13,,,,2013-14,,,,2014-15,,,,2015-16,,,,2016-17,,,,2017-18,,,,2018-19,,,,2019-20,,,,2020-21,,,,Economic Activity,Sl.no.
,,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,स. स्था. पू. नि.,स्टॉ. में अं.,स.पू.नि.,स्था. पू. अ.,,
,,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,GFCF,CIS,GCF,CFC,,
1.4,मत्‍स्‍यन,11686,78,11763,7987,13316,380,13697,8804,15993,661,16655,9970,17880,754,18634,10975,19553,95,19647,11926,20935.305790659168,247.89774671111002,21183.20353737028,12604.76162733674,23127.049940954,172.566859409,23299.616800361997,13578.7324797,25436.4362,316.45805,25752.89425,15030.76679,28573.345,253.1024,28826.4474,16800.5205,31425.3124,144.91639999999998,31570.228900000002,18595.4611,11686,78,11763,7987,12771,341,13114,8448,14547,525,15072,9051,15808,657,16465,9697,17099,127,17226,10422,18634.82405878387,329.14102734215,18963.96508612602,11222.64036415582,20601.305100748,202.993154792,20804.298255539998,12111.044531099,22114.69816,324.48264,22439.18079,13081.77424,24070.5127,268.7518,24339.2646,14159.6154,25933.8074,179.0916,26112.899,15339.7797,fishing,1.4
2.,खनन एवं उत्‍खनन,67713,-629,67085,31848,78101,3189,81290,36070,143988,4146,148135,43010,67256,4539,71795,46689,57828,5421,63248,49426,66988.2417257047,2816.04729855852,69804.2890242642,51624.6200408944,83866.275410104,189.26719236999998,84055.542602473,55091.21898948999,92629.98610000001,-1398.9153900000001,91231.07071,59153.97081,80711.2452,-6054.5896,74656.6557,62540.6582,86530.1597,-926.1666,85603.99309999999,66418.2306,67713,-629,67085,31848,73386,2926,76312,34204,129483,3642,133125,38775,56883,4135,61018,40206,43179,5881,49060,41394,54445.239035265404,2986.0349777702,57431.2740130357,42504.541559133606,66877.758843222,182.45604949099993,67060.21489271201,44211.159087210995,72671.84771999999,-1223.36176,71448.48597,45960.94401000001,62357.6823,-5185.4575,57172.2248,47093.876899999996,66044.3957,-814.3660999999997,65230.0297,48481.3115,mining & quarrying,2.
3.,विनिर्माण,534776,80226,615002,263058,571547,77455,649003,283711,577499,54253,631751,301794,638688,54790,693478,323713,717726,54064,771790,343496,718666.8788374058,68847.4516489153,787514.3304863223,365181.4513503503,748613.917004049,117585.73749828599,866199.6545023351,392011.90051034995,818921.84754,147269.41273,966191.26027,426619.22206,915905.8720999999,44998.7904,960904.6625999999,456563.68090000004,759103.2439,-5110.111099999998,753993.1327,479980.8064,534776,80226,615002,263058,546605,73544,620149,272971,534337,49931,584269,281877,574671,49244,623915,290781,645552,49473,695025,308444,641213.0919603303,62167.4091065403,703380.5010668704,327442.8626914603,654263.3987804,103337.619565272,757601.018335672,343630.566802716,687597.95784,124851.15718,812449.11512,361159.89544999995,758390.3371000001,38038.5801,796428.9171999999,380078.6336,617058.2785,-4203.874199999999,612854.4042999999,393731.61260000005,manufacturing,3.
4.,"बिजली, गैस, जलआपूर्ति और अन्य उपयोगी सेवाएं",301704,6669,308373,62857,310358,6442,316801,75172,313294,5166,318460,86581,333136,5909,339044,99530,408465,5940,414405,109413,363954.965669104,7575.09229156487,371530.057960668,119232.50898456691,328206.18488014804,5647.413887437,333853.598767585,129416.252949717,427316.06824999995,8327.087759999999,435643.15601,143859.58065,393612.83019999997,8218.912,401831.7422,153611.02850000001,391929.8869,3648.9419000000003,395578.82859999995,165306.26659999997,301704,6669,308373,62857,297966,6364,304329,72297,294079,4917,298996,81525,297561,5505,303065,88959,365269,5667,370937,98161,325930.99460807996,7188.8082339293305,333119.80284201,106834.4346375993,282815.245055933,5396.310362885,288211.555418818,113182.73398683702,354894.6151,7514.16385,362408.77884,121816.89887,324498.589,7248.498799999999,331747.0878,129300.4012,315385.2038,3359.0686,318744.2724,135928.9752,"electricity Gas, water supply and other utility services",4.
5.,निर्माण,169968,62511,232478,39157,216729,44335,261065,52515,150332,26477,176810,54860,139354,89369,228723,58145,162552,64048,226600,59091,238874.7318742937,10106.90684383581,248981.63871812937,66454.9712800438,312224.767727176,-18003.880795364,294220.886931812,76195.535663245,384379.59791,55559.06993,439938.66784,89904.01236,387198.6565,10229.3972,397428.0537,103637.147,387443.2131,-46094.606,341348.607,114582.6143,169968,62511,232478,39157,211729,41096,252825,51359,140643,23372,164015,53561,131818,78099,209918,53940,156498,58925,215423,55482,229997.150494153,9149.04249761097,239146.19299176402,63395.7019984961,299733.969883841,-15377.921217495,284356.04867634596,72290.225465658,369408.81536999997,44525.24838,413934.06376000005,83128.83575,379829.436,8119.0544,387948.4906,95512.2916,368137.4556,-35707.1247,332430.3309,104899.64600000001,construction,5.
6.,"व्‍यापार, मरम्‍मत, होटल और जलपान गृह",169798,22483,192280,45468,355799,18766,374565,57279,232140,6739,238879,64109,336990,52756,389746,73463,370419,32721,403141,81737,433895.372300289,15491.2690389312,449386.6413392198,94387.5101865688,530459.537923478,31131.266553999,561590.8044774779,113120.00331553299,557325.9883,44395.924620000005,601721.91282,133004.26,522038.57130000007,32137.085700000003,554175.6571,147265.3243,335043.347,10524.179900000001,345567.5269,159401.1404,169798,22483,192280,45468,332222,17550,349774,53876,206908,5986,212895,57869,293990,46321,340311,64553,332067,29817,361884,73400,384344.29644310044,13876.679552716902,398220.97599581804,83613.87732621041,449567.54010311,27095.606529969,476663.146633079,96011.852612192,448813.87063,37054.768899999995,485868.6395299999,107750.97111,416640.6638,26380.730199999998,443021.3942,117881.8716,263239.3612,8528.815200000001,271768.1765,124606.4697,"trade, repair, hotels & restaurant",6.
6.1,व्‍यापार और मरम्‍मत सेवाएं,138327,21530,159857,37197,324543,17915,342459,47933,216795,5597,222391,54241,300359,50184,350544,62657,314677,30004,344682,69828,385498.346218314,15409.3600855058,400907.70630381955,81282.0229655091,480450.86548206996,29182.476037332002,509633.341519402,98358.44248964099,489190.3703,44163.90939,533354.27969,116056.34198,431165.8874,31313.500200000002,462479.3875,128085.6693,296153.9514,10067.6725,306221.6239,139109.18420000002,138327,21530,159857,37197,303031,16755,319788,45065,193085,4971,198056,48927,262092,44063,306155,55043,282216,27343,309560,62732,341729.5074508985,13803.307623256998,355532.8150741551,72031.0469412993,407444.412749687,25399.444874827997,432843.85761451395,83523.990680069,394776.64313,36861.118910000005,431637.76204,94116.72135,344915.8712,25704.6644,370620.5356,102607.54130000001,232587.2054,8158.8607,240746.0661,108784.64559999999,trade & repair services,6.1
6.2,होटल और जलपान गृह,31471,953,32424,8272,31257,851,32106,9346,15346,1143,16489,9869,36631,2572,39203,10806,55744,2716,58458,11909,48397.026081976,81.90895342550999,48478.9350354015,13105.487221059679,50008.672441409,1948.790506666,51957.462948075,14761.560825892,68135.61790000001,232.01522,68367.63312,16947.91793,90872.6839,823.5854999999999,91696.2694,19179.655,38889.3956,456.5074,39345.903,20291.9562,31471,953,32424,8272,29190,795,29986,8811,13823,1015,14838,8942,31898,2258,34157,9510,49850,2474,52325,10668,42614.788992202404,73.37192946089999,42688.1609216624,11582.83038491218,42123.127353423,1696.1616651410002,43819.289018565,12487.861942123,54037.22749999999,193.64998999999995,54230.87749,13634.249660000001,71724.7926,676.0658000000001,72400.8585,15274.330300000001,30652.1558,369.9545,31022.110399999998,15821.824099999998,hotels & restaurants,6.2
7.,"परिवहन, भंडारण, संचार एवं प्रसारण से संबंधित सेवाएं",254626,3891,258518,85812,264089,4262,268351,99745,323974,-1413,322561,121829,237662,4853,242515,134998,361702,3804,365507,147910,402834.43039481144,-826.14464834417,402008.28574646683,167788.1162356977,611219.907885507,15175.133288748,626395.041174255,198443.489228822,736822.73399,11654.9307,748477.6645900001,237072.22032999998,683835.8991,7036.9584,690872.8575,270523.44779999997,496905.8393,5028.4396,501934.2789,289913.8179,254626,3891,258518,85812,256364,4112,260474,97189,312126,-1289,310836,116757,212504,4020,216524,120460,324863,3549,328412,131702,354352.7313663887,-567.7678959206801,353784.9634704689,147687.2985379954,536286.66945405,13282.511534533,549569.180988582,171169.775083202,631667.55904,9263.46775,640931.0267,199003.83324,556310.4982,5747.327199999999,562057.8254,220231.571,399389.38839999994,3578.9001999999996,402968.28859999997,228674.427,"transport,storage & communication & services related to broadcasting",7.
7.1,रेलवे,31940,147,32087,12619,41531,200,41731,14999,46083,34,46116,17274,69795,1351,71144,22003,68706,-74,68631,24410,74232.0352334832,-182.79960328774,74049.2356301955,27524.57128408788,80585.772166055,3134.1768169089996,83719.94898296401,31425.448348085,87158.10522,3210.4181,90368.52332,36173.44752,92065.0394,4180.942,96245.9815,39853.960900000005,55603.174,3144.0856000000003,58747.2595,42530.6527,31940,147,32087,12619,39894,191,40084,14271,42676,24,42700,15913,60418,953,61372,19149,60566,-54,60511,21286,64357.2682599756,-131.71696638644,64225.5512935891,23623.41579581775,67471.181499535,2194.28729917,69665.468798705,26105.581532641,70872.22958,2155.41301,73027.64259,28797.53743,71787.9094,2760.7201,74548.6296,31034.3629,42170.5404,2049.5698,44220.110199999996,32303.339699999997,railways,7.1
7.2,सड़क परिवहन,114765,3284,118049,34731,115235,1462,116696,41299,55484,-109,55376,42304,73005,225,73229,45393,99082,937,100018,49315,142677.8258543417,1594.8172761855399,144272.6431305273,57873.5700463573,190676.655574665,4758.514456985,195435.170041651,70202.247708046,252837.33132,316.77181999999993,253154.10314000002,85340.92128000001,180430.3887,3375.7650999999996,183806.1538,97021.2248,82133.699,31.359500000000025,82165.0584,99889.2642,114765,3284,118049,34731,112543,1417,113960,40568,52339,-103,52236,40813,67083,212,67295,42257,91879,915,92795,46052,130215.5091038266,1573.45343529031,131788.962539117,53069.115735211235,170630.24500675203,4744.287529851001,175374.532526603,62834.491329311,222517.63225,320.56359999999995,222838.19585,75117.49154,150932.3309,3413.2956999999997,154345.62660000002,81265.8952,63984.903099999996,31.91520000000014,64016.818199999994,78648.5354,Road transport,7.2
7.3,जल परिवहन,5521,1157,6679,2243,6073,1297,7370,2682,4122,-416,3706,2795,2548,-452,2096,2785,3613,149,3762,2881,3697.09503261915,-86.93300010971,3610.16203250944,2821.99783611272,3776.108756226,107.458405995,3883.567162221,2887.087789427,3036.82095,75.29144,3112.11229,2932.1408,2476.4173,-0.7525000000000004,2475.6648,2943.1795999999995,6740.2455,-88.5708,6651.6747,3525.6105,5521,1157,6679,2243,6007,1285,7292,2648,3978,-392,3587,2713,2343,-421,1923,2594,3420,144,3563,2694,3360.98626825066,-82.48858201541,3278.4976862352505,2592.63211036131,3270.0947044229997,99.07249038,3369.167194803,2583.176938023,2587.83352,66.56668,2654.4002,2572.94828,1991.7573,-0.6544000000000003,1991.1028999999999,2453.1195000000002,5301.6784,-76.0329,5225.6455000000005,2771.9097,water transport,7.3
