Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,विवरण 1.3: राष्ट्रीय आय एवं अन्य समाहारों के संबंध,,,,,,,,,,,,
,Statement 1.3: Relationship of National Income and Other Aggregates,,,,,,,,,,,,
,,,,,,,,,,,,,
(₹ करोड़),,(प्रचलित मूल्‍यों पर at current prices),,,,,,(₹ crore),,,,,
,,,,,,,,,,,,,
क्र. सं.,मद विवरण,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,Item Desription,S.No.
1,2,3,4,5,6,7,8,9,10,11,12,2,1
1.       ,निवल राष्ट्रीय आय,7742329.77056175,8766345.33598774,9897662.866826095,10978237.952168822,12162397.726976141,13623936.256648665,15140417.96061023,16713053.82403151,17716596.689638514,17194157.5191422,Net National Income,1.       
2.       ,शेष विश्‍व से अन्य पूंजीतर हस्तांतरण (निवल),304902,350081,395918,405154,413082.77689705,379438.09071572084,405740.210033715,493739.51770062704,540364.0334991214,552188.2600546826,Other current transfers from RoW (net),2.       
3.       ,निवल राष्‍ट्रीय प्रयोज्‍य आय (नि.रा.प्र.आ.) (1+2),8047231.77056175,9116426.33598774,10293580.866826095,11383391.952168822,12575480.503873192,14003374.347364387,15546158.170643944,17206793.341732137,18256960.723137636,17746345.77919688,Net National Disposable Income (1+2),3.       
4.       ,सामान्य सरकार की निवल प्रयोज्य आय,711518,796477,866931,1002427,1145914,1328289.562,1482498.31,1622899.40210286,1384820.98228761,857932.864201816,Net Disposable Income of General Government,4.       
5.       ,"आय, धन आदि पर चालू कर",509546,578693,640772,699755,748582,850971.637,999069.035,1147756.16250302,1055259.94186849,925836.713492697,"Current taxes on income, wealth, etc. ",5.       
6.       ,सार्वजनिक निगमों की निवल बचत,158212.2268803893,150024.36817559446,126013.16191992261,120999.01289294916,139400.50410839755,185085.8323345408,257365.9934861278,191648.8020453119,352246.8876891238,294844.7633479971,Net Saving of Public Corporations,6.       
7.       ,निजी निगमों की निवल बचत,469165.4736883288,576927.5357491113,725996.6638372806,891945.130351937,1005442.5466242841,1063912.7024824016,1138212.8569712038,1110862.229484168,1145860.4963922838,954557.3341094065,Net Saving of Private Corporations,7.       
8.       ,"आय, धन आदि पर निगमों द्वारा प्रदत्त चालू कर",356479,388903,389596,439433,459870,545456.521,595720.46639,751530.8806994001,566475.0186898,556702.7681364999,"Current taxes on income and wealth, paid by corporations",8.       
9.       ,वैयक्तिक आय (3-4+5-6-7-8),6861403.069993032,7782787.432063034,8825816.041068891,9628342.808923937,10573435.45314051,11731601.366547443,13071429.578796612,14677608.189903418,15862817.279947307,16008144.762893854,Personal Income (3-4+5-6-7-8),9.       
10.   ,"आय, धन आदि पर परिवारों द्वारा प्रदत्त चालू कर",153067,189790,251176,260322,288712,305515.11600000004,403348.5686100001,396225.2818036198,488784.92317869,369133.9453561971,"Current taxes on income and wealth, paid by households",10.   
11.   ,परिवार क्षेत्र की प्रयोज्य आय (9-10),6708336.069993032,7592997.432063034,8574640.041068891,9368020.808923937,10284723.45314051,11426086.250547443,12668081.010186613,14281382.908099798,15374032.356768617,15639010.817537656,Household Disposable Income (9-10),11.   
