Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,विवरण 1.14: संस्‍थागत क्षेत्र लेखा-प्रमुख आर्थिक संकेतक,,,,,,,,,,,
,,Statement 1.14: Institutional Sectoral Accounts-Key Economic Indicators,,,,,,,,,,,
,,,प्रचलित भावों पर  At Current Prices,,,,,,,,,,
,,,,,,,,,,,,,
,,( ₹ करोड़),,,,,,( ₹ crore),,,,,
,,,,,,,,,,,,,
क्र. सं.,मद,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,Item ,S.No.
1,2,3,4,5,6,7,8,9,10,11,12,2,1
1,सार्वजनिक गैर वित्तीय निगम,,,,,,,,,,,Public non-financial corporations,1
1.1,बुनियादी मूल्यों पर सकल मूल्य वर्धन,624340.1889516815,674719.0341134279,721194.0247584055,744746.9154071474,806523.8959082521,880244.9528598299,977992.7095471197,1035882.0528319633,1056048.7979290711,1070538.2096817275,Gross Value Added at basic prices,1.1
1.2,सकल बचत,123769,123981,126250,129108.26305299999,154015.1723742091,172186.04191842905,237483.12305051013,250796.94244892662,291751.7851482966,276059.4341458294,Gross Savings,1.2
1.3,सकल पूंजी निर्माण,343339.684155546,365778.13323729264,384168.439589024,432123.86905602,530695.1210756614,511229.8229979287,534552.484515529,688580.3636999151,656333.2291959877,579801.4329097318,Gross Capital Formation,1.3
1.4,स्‍थायी पूंजी अवक्षय ,131280.26816031052,145175.37379221382,159333.8118113736,173472.2597590923,186305.86449567633,197314.63906739556,211758.48626381982,231140.52797973002,245439.55346831147,259581.24170720548,Consumption of Fixed Capital,1.4
2,निजी गैर-वित्तीय निगम,,,,,,,,,,,Private non-financial corporations,2
