Product,Paddy,Wheat,Coarse cereals,Gram,Arhar,Other pulses,Groundnut,Rapeseed and mustard,Other oil seeds,kapas,"jute, hemp and mesta",Sugarcane,Coconut,Tobacco,Tea,Coffee,Rubber,Fruits,Vegetables,Other food crops,Milk,Wool,Egg and poultry,Other livestock products,Industry Wood,Firewood,Other forestry products,Inland Fish,Marine Fish,Coal and Lignite,Natural Gas,Crude petroleum,Iron ore,Manganese ore,Bauxite,Copper ore,Other Metallic minerals,Limestone,Mica,Other non metallic minerals,Processed poultry meat & poultry meat products,Processed other meat & meat products,Processed fish & fish products,Processed fruits & Processed Vegetables,Dairy products,Edible Oils and Fats,"Grain Mill products, starch and starch products",Sugar,Bread & Bakery products,Miscellaneous food products,Alcoholic beverages,Non alcoholic beverages,Tea processed,Coffee processed,Tobacco Products,Cotton Yarn and Cotton Textiles,Synthetic yarn and synthetic  textiles,Wool yarn and woolen textiles,Silk yarn and silk textiles,Carpet weaving,Ready made garments,Misc. textile products,Leather footwear,Leather and leather products except footwear,Wood and wood products except furniture,"Paper, Paper products and newsprint","Publishing, printing and allied activities",Furniture & Fixtures,Rubber products,Plastic products,Petroleum products,Coal tar products,Inorganic chemicals,Organic chemicals,Fertilizers,Pesticides,"Paints, varnishes and lacquers",Drugs and medicine,"Soaps, cosmetics and glycerin","Synthetic fibres, resin",Other chemicals and chemical products,Cement,Non metallic mineral products,Iron and steel Ferro alloys,Iron and steel casting and forging,Iron and steel foundries,Non ferrous basic metals (including alloys),"Hand tools, hardware",Miscellaneous metal products,Tractors and  other agricultural implements,Industrial machinery for food and textile industry,Industrial machinery (except food and textile),Machine tools,Other non electrical machinery,Electrical industrial machinery,"Electrical cables, wires",Batteries,Electrical appliances,Communication equipment,Other electrical machinery,Electronic equipment including T.V,"Medical precision, optical instrument",Watches and clocks,Ships and boats,Rail equipment,Motor vehicles,Motor cycles and scooters,"Bicycles, cycle-rickshaw",Aircrafts & Spacecrafts,Other transport equipment,Gems & jewellery,Miscellaneous manufacturing,Construction and construction services,Electricity,Gas,Water Supply,Trade,Repair & Maintenance of Motor Vehicle,Hotels & Restaurant,Railway Transport,Land transport,Air transport,Water Transport,Supportive and Auxiliary transport activities,Storage and warehousing,Communication services,Financial services,Insurance services,Ownership of dwellings,Real estate services,Renting of machinery & equipment,Research & Development Services,Legal services,Other Business services,Computer related services,Public administration and defence,Education services,Human health and social care services,"Community, social and personal services","Recreation, entertainment and radio & TV broadcasting  and other services"
Marine Fish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.531378752500339,0.0,0.0,0.0,0.0,1128.0,1128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15089.0,15089.0,15089.0,4054.166853757405,0.09445087790679478,15089.0,108.1679823701671,0.0,0.0,728.0438943301285,0.0,104.75247084573031,0.0,0.0,0.0,0.0,3.753420942330925,0.0,0.0,0.0,0.0,0.18451519536903038,0.0,0.0,0.0,0.7393120075773884,0.0,1.2306061501768406,0.0,0.0,0.0,0.0,45.0,33.253432658782934,45.0,45.0,45.0,0.0,43.57370442737244,11.175942152776754,39.54688417344628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12901032913495855,0.3209474957254264,0.46998722860791825,2.2049737985111917,1.4036455794911784,3.7946230743732445,2.197568389057751,0.0,2.4673412088785294,0.0,0.26157990693624317,0.0,0.0,0.0,10.100733496332518,15.14905163758717,15.177168092740823,16.0,15.908937473014877,15.929144755051205,15.301069421787203,0.0,186.63682072610547,6.101031628098771,2.407195592286502,0.17609008145663632,0.0,290.6970550830371,0.0,1210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.856468538551922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.55987473999174,61.52186053438241
Coal and Lignite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18732417937091078,0.0,0.0,0.0,0.0,0.0,0.0,726.5722734800095,1977.1558397437452,1948.6262834016154,111.0,253.0,1598.7847647498133,253.0,707.663627458368,0.0,28162.0,10091.277931925895,511.0,511.0,511.0,508.7309946990957,158.6980251009358,511.0,220.35213928043194,525.0,525.0,491.94405007937223,360.11286267721727,361.23733798433705,525.0,525.0,50.0,6498.0,6407.167213195592,6498.0,6498.0,6498.0,2383.5461180998873,6493.534732272069,27.0,27.0,86.09112736365749,3133.017066345202,124.9645770559271,9.021383942677174,555.0,552.3568317404893,10105.0,10105.0,5409.0,6401.526724416807,5409.0,5409.0,5409.0,493.67070610071596,5253.28021892624,6227.542199902803,5945.826078447818,28162.0,28162.0,123501.0,117625.2307872723,116193.51804958035,4821.3890925756195,20818.866182023503,12719.35270631068,1464.4504031572787,11061.429062930063,1940.0603357051634,3350.1352355571503,5598.326130985259,2451.9895933285643,32.910714285714285,20.0,112.78484399004078,0.0,124.68332743748128,1.0796311315370521,143.90213914048948,0.0,8650.80488997555,2681.6409518899413,291.66084644401514,114.0,122.32229069356676,115.07749792416276,2976.891027732463,157.62441999815627,14308.190186145195,430.4849919830467,137569.6236831956,21.166027791087686,3030.2266033478268,3356.5963856991307,0.0,0.0,3305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.89942668449416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.93576370854754,3338.1798483475845
Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.7945881565959,3007.389041228858,2968.652606611488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0351170472497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.297344609088,0.0,0.0,0.0,0.0,78.96430294259527,0.0,0.0,0.0,316.3926809316743,0.0,0.0,19180.0,19083.619834187422,14503.0,14503.0,19258.0,17777.64754142554,19258.0,19258.0,19258.0,0.0,18647.608885829744,4782.806532848327,18633.131887947664,0.0,0.0,0.0,0.0,0.0,19.44789489764742,39.16787239298444,9.81073422330097,106.37613535509942,89.68113766212102,99.78303229337712,78.65917564606849,126.9375832602268,81.6280945236309,169.07978723404256,196.0,121.55562324521904,0.0,132.483790035103,4.452554744525547,60.11705530930815,0.0,0.0,0.0,4.255583770356059,0.0,0.0,0.08448657625242181,0.49494290375203914,0.0,3523.271338364132,251.13914101497363,165.30355509641873,46468.105494329975,0.0,415.2362261388522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.58135812973543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crude petroleum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32189.958069226563,121988.85219248223,144236.02695350727,0.0,0.0,0.0,0.0,0.0,0.0,35.0,25248.107424960508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.87605710199956,0.0,0.0,0.0,0.0,2.304389773275446,0.0,0.0,0.0,9.233185516855382,0.0,0.0,33.0,32.834173854441346,623470.0,623470.0,562.0,148170.5489378527,562.0,562.0,562.0,0.0,544.1871530707402,139.5750997746786,73954.55573261763,35.0,35.0,0.0,0.0,0.0,5.556541399327834,9.653809507004976,0.12063106796116504,0.0,0.692439217648776,0.17777777777777778,1.3761611295468232,27.700685576891836,1.6789546223765244,48.308510638297875,56.0,32.857763415796995,0.0,37.56841274592506,1.016851401279625,10.385064559645404,0.0,0.0,0.0,0.23927132210874968,0.0,0.0,0.0,0.0,0.0,60131.420566660905,8646.175836508863,5915.099893939394,2.1991694617473247,0.0,1389.7619243184672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0749969612252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iron ore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.150858849887976,0.0,3.7672368321904908,0.0,554.0,190.46843027430705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335461919672576,0.0,0.0,0.0,0.0,0.11480945489628556,0.0,0.0,0.0,0.46001636027037496,0.0,1.9997349940373659,0.0,0.0,0.0,0.0,28.0,20.691024765464935,28.0,28.0,28.0,0.0,27.112527199253964,6.9539195617277585,24.606950152366572,554.0,554.0,79471.0,75682.10872600153,74758.01610135825,44.40371524595173,13224.12003152533,7904.94370145631,883.0163906565705,6977.304120271904,1171.9314723590585,2075.1530576945256,3565.8397179712124,1520.0524956820598,17.373480243161094,16.0,29.494993907930287,0.0,77.57599934692101,0.2905289717941786,6.908055502023511,0.0,5482.491931540342,1674.8900225219113,102.68894286502896,26.0,26.285551674058958,26.196581787987824,1867.1500453144824,1.2472216247221624,7858.328316594468,149.91810597057844,520.4450853994491,0.10956716179524037,0.0,1762.5710951054532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.56909160892995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manganese ore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.33801344286781,0.0,15.654961947102706,0.0,274.0,94.20279764469338,0.0,0.0,0.0,0.6763018397256002,0.03094112860317361,0.0,0.01583002179969231,1.0,1.0,0.85107976158385,0.02433646554566436,0.024622960911049555,1.0,1.0,0.0,0.0,7.590251238935871,0.0,0.0,0.0,0.0,0.3731307284129281,0.0,0.0,0.0,1.4950531708787187,0.0,0.0,1.0,0.9949749652861013,0.0,0.0,91.0,67.2515455950541,91.0,91.0,91.0,0.0,88.11571339757538,22.600238575615215,79.97258799519136,274.0,274.0,8736.0,8319.089359706044,8217.361608614438,158.17736021998167,1454.2215125101459,872.9621116504853,147.6260928677984,812.1333666958587,176.4953293194673,262.20061756076313,406.98631012336045,202.65145937647202,3.4506079027355625,4.0,5.476108491815436,0.0,10.300035375112248,0.4992941035114596,13.280323761803816,0.0,598.0635696821515,181.10612433180472,12.057320820682676,0.0,0.23487851787887112,0.04034043730971492,202.6036976617727,4.218700386155753,873.8133655034525,16.977886153256925,58.01614187327823,0.3560932758345312,0.0,198.24406063952318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.030580203395324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2098.839432412248,0.0,709.077688192299,0.0,1157.0,397.7833462587965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.837742547893193,0.0,0.0,0.0,0.0,0.2378195851423058,0.0,0.0,0.0,0.9528910319886339,0.0,0.9143521113840446,1.0,0.9949749652861013,0.0,0.0,58.0,42.86569497861327,58.0,58.0,58.0,0.0,56.161663484168926,14.404547663578928,50.97153960133076,1157.0,1157.0,192.0,185.59883623529936,184.34153474258954,7158.256186984419,237.82601075154977,396.72969053398054,156.88124327284402,340.80072146461487,186.32278781244298,146.13766992530333,114.20176322145325,125.51102601231703,70.73746200607903,82.0,69.49075594638978,0.0,58.20225856485891,2.776996785918116,55.55787242243207,0.0,32.05965770171149,6.024909776680325,93.49530407581194,0.0,10.918043725713389,0.35282313866592857,6.1682436106579654,191.2542840754284,101.5487718972637,5.897068724273521,15.781252066115703,0.22696054943299793,0.0,62.613608117804944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.278736680037276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Copper ore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5372.4837938760265,0.0,1815.0547057493784,0.0,1.0,0.34380583082004884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16681870854804112,0.0,0.0,0.0,0.0,0.008200675349734683,0.0,0.0,0.0,0.032858311447883926,0.0,7.1616332521327895,0.0,0.005025034713898676,0.0,0.0,2.0,1.4779303403903525,2.0,2.0,2.0,0.004987781368916662,1.9366090856609974,0.4967085401234113,1.7576392965976124,1.0,1.0,45.0,42.89628868512458,42.38781029979799,18349.966575007642,483.2959616990742,815.9120449029127,33.85486337972317,533.3431752783686,131.7454114212735,111.33384156107061,348.1208369886604,86.04514209947835,505.3476443768997,571.0,351.57000582719706,0.0,386.12343193012055,10.64196028956775,112.38225091539796,0.0,62.091442542787284,89.01921146175346,316.2823553224768,93.0,119.70722612552498,92.61769997232217,90.14747145187602,490.0985260527097,171.26001695680233,11.017077478533048,31.23452479338843,0.00782622584251717,0.0,122.65184054725287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.779861026700701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Metallic minerals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5508.772068707991,0.0,1861.098711476151,0.0,524.0,180.15425534970558,0.0,0.0,0.0,11.838228874337387,0.0,0.0,0.0,0.0,0.0,0.17485098990625095,355.14152654137814,352.51024246776785,0.0,0.0,1.0,0.0,14.179590226583496,0.0,0.0,0.0,0.0,0.697057404727448,0.0,0.0,0.0,2.7929564730701335,0.0,119.94537819408629,41.0,94.4864694947375,0.0,0.0,170.0,132.53105567736603,170.0,170.0,170.0,66.22960276907862,165.0238132243883,42.22022591048996,149.44295339539823,524.0,524.0,6310.0,6265.4457151792,6282.868847886538,19191.3270882982,5102.700497582666,6017.787512135922,384.64558037653194,1627.242816631219,628.7380405035578,1264.0131071506362,1260.232901192449,505.3483487150857,918.8009118541034,1010.0,1765.5362610584307,0.8135547235335612,798.6389452774225,25.525382235439004,3943.3508961264215,0.007563025210084034,2407.7398533007336,648.3598621550484,604.0039654062011,346.0,397.91392236134556,366.0756296706338,571.4651803516404,10932.286533714367,2463.55206202309,30.192234064345143,76.61447382920107,0.6652291966139594,0.0,409.5533730786489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.715114865686154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Limestone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11114.0,11114.0,0.0,0.0,0.0,0.0,0.0,14.372218073188947,0.0,4.855549694823299,0.0,24855.0,8545.293925032314,0.0,0.0,0.0,12.864374805113814,0.5259991862539514,0.0,58.24647314242268,17.0,17.0,19.807155479677718,1.3893834487306298,1.3870250675421496,17.0,17.0,24.0,0.0,73.8172785325082,0.0,0.0,0.0,0.0,3.628798842257597,1.0,1.0,2.1974795029818877,92.24189951349722,3.1897258763871537,8.229169002456402,168.0,167.15579416806503,0.0,0.0,885.0,654.9626451241867,885.0,885.0,885.0,15.920195498097334,857.4566477197034,219.7935290046095,777.8090665101065,24855.0,24855.0,4147.0,3949.1353630342765,3900.8604887036927,48.99428658722884,688.839456070391,411.8978458737864,45.98978416451083,365.0881813253264,61.20830140485313,107.74117541544416,185.45584906477782,78.96071546956506,0.0,0.0,0.18938390634104996,0.0,3.4066559634275766,0.0,89.59518211601464,0.0,284.20244498777504,86.00396168561582,4.62713773116202,0.0,0.07728539466970208,0.003667312482701356,96.08026101141924,1.311203638263221,602.4989391453265,36.37911415167422,78.86670385674931,3.4631049353138477,0.0,318.41454653738066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.942992585389575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,22.003573172483126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7430563341521337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0,0.0233199682812692,0.0,1.2899113962725328,2.2410629212690125,0.028003640776699028,0.0,0.17625839276033195,0.08866995073891626,0.3194659765019411,6.675634402313416,0.4474083637188367,11.214475683890578,13.0,7.647083752714943,3.0450919746052416,9.669280796756373,0.5337028025592503,2.7722104451724805,0.0453781512605042,0.0,0.0,0.05554512834667403,0.0,0.0,0.0,0.0,0.0,0.7634146444344146,0.07708652638054739,0.13252341597796144,0.0,0.0,0.6855624417106615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12154086139135367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other non metallic minerals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02969326522317764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4775.35980004368,4778.400039808257,0.0,0.0,3148.5069454817026,0.0,1063.7002486624972,0.0,49259.0,16935.531420364787,81.0,81.0,81.0,61.794013096351726,1.6713279709555258,81.0,9.820553486465776,54.0,54.0,50.6789843352203,100.8318496538081,100.67230942854212,54.0,54.0,1.0,88.0,2894.47454325797,88.0,88.0,88.0,34.44132557266241,225.96406174626142,75.0,75.0,16.495004370484295,1137.4950790028845,38.337488057617406,339.9991132492789,15167.0,15237.320335786297,0.0,0.0,33735.0,25017.540859422737,33735.0,33735.0,33735.0,8193.107516787182,32922.1066099738,8444.37612476621,29674.114945902875,49259.0,49259.0,7067.0,7221.215262963914,7313.020775400843,11553.883831347388,8419.852713178296,9905.247754854368,512.2174972147213,1859.4515826348054,842.7935960591134,2104.260233955592,2096.709837432715,744.8582058305274,1790.5558510638298,1954.0,3398.357048259787,3.093710998969016,1535.6444583526081,37.25379231624163,10605.898034303334,6.992436974789916,4332.1555012224935,1233.706780994763,933.346121998344,764.0,825.3359108215253,801.8701909770274,1074.3776327714338,28740.7784213707,8830.646994807508,18892.439867511755,213.74020936639118,132.00886439865837,0.0,1622.1288488540654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.54333292816338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Processed poultry meat & poultry meat products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08248129228660456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,225.0,242.23891487371372,8.293630872273168,225.0,29.147257812546407,268.0,268.0,241.0599934106089,6.522172766238048,8.160972606955987,268.0,268.0,0.0,0.0,11.84412830691092,0.0,0.0,0.0,0.0,0.5822479498311625,0.0,0.0,0.0,2.3329401127997587,0.0,0.01747000845980573,0.0,0.010050069427797351,0.0,0.0,142.0,104.93305416771503,142.0,142.0,142.0,0.009975562737833324,137.4992450819308,35.2663063487622,124.79239005843048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6699171323954519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.949420766370648,20.173031091689058,0.5623570843778504,1.5395220385674933,0.555662034818719,0.0,10.66251429445861,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6179652364166768,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.3633021619005875,1.77955794934164
Processed other meat & meat products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036291768606106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,99.0,72.93270969753662,1.7023817720885106,99.0,397.0342973905709,55.0,55.0,87.48485188845959,2.3141691394658754,3.009985978591703,55.0,55.0,0.0,0.0,0.16681870854804112,0.0,0.0,0.0,0.0,0.008200675349734683,0.0,0.0,0.0,0.032858311447883926,0.0,0.008735004229902865,0.0,0.005025034713898676,0.0,0.0,2.0,1.4962618166133494,2.0,2.0,2.0,17.915207716728418,2.507127314712021,0.4967085401234113,1.8180267829684922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33495856619772596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974710383185324,7.07478287278602,0.1875433292475674,0.3165165289256198,0.00782622584251717,0.0,14.536041474092134,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2597342085004659,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.8096448179498807,3.9658720013899407
Processed fish & fish products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1928627782249388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3254.0,3254.0,3254.0,925.8992828188337,0.020368689555882443,3254.0,2249.3019584083254,0.0,0.0,359.078645880133,10.732298878997693,33.243049143326154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20164623845296717,0.0,0.0,0.0,27.860342121670335,0.8874728007460367,0.0,0.09393608991025748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.71821759542419,1.7520152478916713,0.630026170798898,0.0,0.0,128.617730712045,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1550686763097118,0.0,0.0,0.0,0.0,1746.0,0.0,0.0,2.9375574805104647,14.388997133248118
Processed fruits & Processed Vegetables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.433708151701824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3911.0,3911.0,3911.0,5565.5398347365135,801.5633876873964,3911.0,634.3084092164585,6550.0,6550.0,5818.888519483631,2360.5007830530826,2373.220512294381,6550.0,6550.0,1195.0,0.0,2.5856899824946376,0.0,0.0,0.0,0.0,0.1271104679208876,0.0,0.0,0.0,0.5093038274422008,0.0,0.10482005075883438,0.0,0.06030041656678411,0.0,0.0,31.0,64.26373063513174,31.0,31.0,31.0,20.95510996767975,30.68304542830499,7.698982371912876,27.313861164695687,0.0,0.0,0.0,0.0,0.0,1.0914634891536816,1.8962840103045489,0.023695388349514564,0.0,0.13601484632386673,0.03492063492063492,0.2703173647324117,5.441206095460896,0.3297946579668173,9.489171732522797,11.0,6.4542035281029815,0.0,7.379509646520994,0.19973866810849777,6.034650221622663,0.0,0.0,0.0,0.04699972398564726,0.0,0.0,0.0,0.0,11.696524598223888,138.73403550805023,7.982064110271642,33.75064049586777,0.12130650055901614,0.0,189.3463632622591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7738442526639924,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0
Dairy products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2591745495405752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.0,707.0,707.0,2624.0341908325536,25068.218747457042,707.0,57.9714168612007,3595.0,3595.0,3309.0225312247285,173.3479846686449,178.6500119694949,3595.0,3595.0,0.0,0.0,2.5856899824946376,0.0,0.0,0.0,0.0,0.1271104679208876,0.0,0.0,0.0,0.5093038274422008,0.0,0.0,0.0,0.0,0.0,0.0,31.0,24.5210901836742,31.0,31.0,31.0,82.58601414637992,32.64816377281407,7.698982371912876,27.521862506639827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.7446018736845,10.1204257826288,19.138955922865016,0.12130650055901614,0.0,231.11060281774024,0.0,3554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.396793079696933,0.0,0.0,0.0,0.0,894.0,0.0,0.0,36.890739525562516,180.70139862743395
