Product,Paddy,Wheat,Coarse cereals,Gram,Arhar,Other pulses,Groundnut,Rapeseed and mustard,Other oil seeds,kapas,"jute, hemp and mesta",Sugarcane,Coconut,Tobacco,Tea,Coffee,Rubber,Fruits,Vegetables,Other food crops,Milk,Wool,Egg and poultry,Other livestock products,Industry Wood,Firewood,Other forestry products,Inland Fish,Marine Fish,Coal and Lignite,Natural Gas,Crude petroleum,Iron ore,Manganese ore,Bauxite,Copper ore,Other Metallic minerals,Limestone,Mica,Other non metallic minerals,Processed poultry meat & poultry meat products,Processed other meat & meat products,Processed fish & fish products,Processed fruits & Processed Vegetables,Dairy products,Edible Oils and Fats,"Grain Mill products, starch and starch products",Sugar,Bread & Bakery products,Miscellaneous food products,Alcoholic beverages,Non alcoholic beverages,Tea processed,Coffee processed,Tobacco Products,Cotton Yarn and Cotton Textiles,Synthetic yarn and synthetic  textiles,Wool yarn and woolen textiles,Silk yarn and silk textiles,Carpet weaving,Ready made garments,Misc. textile products,Leather footwear,Leather and leather products except footwear,Wood and wood products except furniture,"Paper, Paper products and newsprint","Publishing, printing and allied activities",Furniture & Fixtures,Rubber products,Plastic products,Petroleum products,Coal tar products,Inorganic chemicals,Organic chemicals,Fertilizers,Pesticides,"Paints, varnishes and lacquers",Drugs and medicine,"Soaps, cosmetics and glycerin","Synthetic fibres, resin",Other chemicals and chemical products,Cement,Non metallic mineral products,Iron and steel Ferro alloys,Iron and steel casting and forging,Iron and steel foundries,Non ferrous basic metals (including alloys),"Hand tools, hardware",Miscellaneous metal products,Tractors and  other agricultural implements,Industrial machinery for food and textile industry,Industrial machinery (except food and textile),Machine tools,Other non electrical machinery,Electrical industrial machinery,"Electrical cables, wires",Batteries,Electrical appliances,Communication equipment,Other electrical machinery,Electronic equipment including T.V,"Medical precision, optical instrument",Watches and clocks,Ships and boats,Rail equipment,Motor vehicles,Motor cycles and scooters,"Bicycles, cycle-rickshaw",Aircrafts & Spacecrafts,Other transport equipment,Gems & jewellery,Miscellaneous manufacturing,Construction and construction services,Electricity,Gas,Water Supply,Trade,Repair & Maintenance of Motor Vehicle,Hotels & Restaurant,Railway Transport,Land transport,Air transport,Water Transport,Supportive and Auxiliary transport activities,Storage and warehousing,Communication services,Financial services,Insurance services,Ownership of dwellings,Real estate services,Renting of machinery & equipment,Research & Development Services,Legal services,Other Business services,Computer related services,Public administration and defence,Education services,Human health and social care services,"Community, social and personal services","Recreation, entertainment and radio & TV broadcasting  and other services"
"jute, hemp and mesta",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12121.0,11109.995216844598,12121.0,12121.0,12121.0,4392.610800788584,12071.299807042933,0.0,0.0,1123.87229334248,0.983570844276058,0.040376276916293086,1.8287042227680892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9110.697892582066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.4834080641826,22.571836306022757,37.13454407713498,0.0,1.460526626148899,407.1910012634957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.121875126615615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sugarcane,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,4010.0,1496.0,1496.0,1495.4567232214722,1496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,56242.647427502336,3446.0260398735563,14.0,1316.3665021294794,83155.0,83155.0,70779.76323868571,2053.944362017804,2077.640983550494,83155.0,83155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5682757629129075,0.0,0.0,0.0,24.875305465777085,0.7923864292375328,0.0,0.08387150884844419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.6016585608652,65.15571005251888,416.8469449035813,0.0,1464.1779427142712,1145.2695348640036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.183764839350108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coconut,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.7562618043878453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2063.0,2063.0,2063.0,670.6431867789211,5.334787643579231,2063.0,18.597739247168118,172.0,172.0,246.02400634977687,4.18587207385427,18.557128689169318,172.0,172.0,0.0,0.0,10.092531867156488,0.0,0.0,0.0,0.0,0.49614085865894836,0.0,0.0,0.0,1.9879278425969775,0.0,0.0,0.0,0.0,0.0,0.0,121.0,89.41478559361633,121.0,121.0,121.0,0.0,117.16484968249034,30.050866677466384,106.33717744415556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.63230734836949,1.1701936145950589,1.3200798898071626,0.4734866634722888,4.016448221909472,43.683714966944386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0765973826020014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tobacco,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.100046425255339,0.0,0.0,0.0,0.0,2263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05727349803646978,0.049074230382485075,0.04675619834710744,0.0,3.286184908835023,1.7932573581565783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06876747295490458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11555.96953539133,528.6910644424274,0.0,270.4875824913425,17087.0,17087.0,14542.399886183246,415.8371867787669,420.7325330871037,17087.0,17087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.800488745243335,1.2678182867800525,0.0,0.1341944141575107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.44314198580184,13.386852863717131,85.65117493112947,0.0,0.0,234.3337539471317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.337496454762773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5064.82447770502,231.71811210916718,0.0,118.5510332578957,7489.0,7489.0,6373.736334501453,182.2557904714804,184.4013542628501,7489.0,7489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.16409713463784,5.8414938556708185,37.537838842975205,0.0,0.0,102.57092388213715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8964486852234512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rubber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.125669969840586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,51.753420942330926,48.0,48.0,48.0,17.39504318437852,48.18451519536903,418.0,418.0,0.0,1.5279114823266025,0.0,293.95873041758824,8832.0,8787.975670871534,0.0,0.0,93.0,119.19958844038676,93.0,93.0,93.0,0.354132477193083,90.05232248323638,59.175942152776756,81.73022729178898,12.0,12.0,0.0,0.0,0.0,0.0,6.300361129736152,10.995570388349515,128.6888041241007,112.40372826222945,131.08575077540593,156.6280669835616,79.77125775741625,209.43471623719884,69.9101443768997,0.0,86.16750542988822,0.0,9.486059484611827,1.0465290919467725,52.18028521873193,0.0,321.32958435207826,481.9292052207419,486.82688011776617,509.0,506.10307336028575,506.84486576252425,487.3449338408555,69.204437206158,190.62123480953122,9.115056125346051,3.1917699724517905,0.3639195016770484,0.0,69.86906007084676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1813236902880755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8479076847062949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2313.0,2313.0,2313.0,9137.465434985968,611.0741009671059,2313.0,285.114231575696,12577.0,12577.0,10826.527727858149,562.6792367293109,580.4388700796827,12577.0,12577.0,813.0,0.0,1.6681870854804113,0.0,0.0,0.0,0.0,0.08200675349734683,0.0,0.0,0.0,0.32858311447883926,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.600481650551743,20.0,20.0,20.0,37.81046430798117,20.570518229051025,4.9670854012341135,17.70387765942576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.50639676386598,11.017814784689923,63.48010055096419,0.0782622584251717,0.0,221.89110982900417,0.0,5743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.109507313317937,0.0,0.0,0.0,0.0,1493.0,0.0,0.0,59.61269473700212,292.00003723054397
Vegetables,5512.0,5512.0,5512.0,5512.0,5512.0,5512.0,5512.0,5512.0,5512.0,5512.0,5512.0,5512.0,5512.0,5512.0,5512.0,5512.0,5512.0,5512.0,5512.0,5512.0,0.0,0.0,1.0913191428320967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2977.0,2977.0,2977.0,2423.136560648581,73.07063941660668,2977.0,1183.7078009634633,2361.0,2361.0,2255.1722077455297,75.99600230794593,97.20231866215246,2361.0,2361.0,0.0,0.0,12.427993786829063,0.0,0.0,0.0,0.0,0.6109503135552339,0.0,0.0,70.96941767445978,2.4479442028673524,0.0,0.0,0.0,0.0,0.0,0.0,149.0,110.4541084073182,149.0,149.0,149.0,141.29173504561385,148.7781317998135,37.00478623919414,131.42051776678127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05664921775148,3.7231708968912365,12.545541322314051,0.5830538252675291,2012.6056908331827,126.23728408388288,0.0,26373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6418500060775494,0.0,0.0,0.0,0.0,6922.0,0.0,0.0,273.753369022977,1340.922337085345
Other food crops,47324.0,47324.0,47324.0,47324.0,47324.0,47324.0,47324.0,47324.0,47324.0,47324.0,47324.0,47324.0,47324.0,47324.0,47324.0,47324.0,47324.0,47324.0,47324.0,47324.0,189872.0,189872.0,189802.9715897771,189872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.7818641390205374,1570.0,1570.0,1570.0,7626.422357343311,335.48080498262965,1570.0,1001.8581594406924,10623.0,10623.0,9200.093284811453,297.5528148697659,311.20652508464144,10623.0,10623.0,2736.0,1315.0,1318.3363741709609,1315.0,1315.0,1315.0,476.5517039053699,1315.1640135069947,0.0,0.0,449.6064240586862,347.82345546131654,13.364547659293011,66.63979574155803,0.0,0.9899318386380391,0.0,0.0,1355.0,1002.0310646633837,1355.0,1355.0,1355.0,2125.3336797070397,1379.722456592211,1324.9341708024683,1197.9632503005396,11.0,11.0,156.0,148.55516713760792,146.73860015382925,1.8852551176290866,29.12767759466422,15.425103155339805,1.7291765016900507,13.91640602193586,2.3515051997810614,4.508372945201092,16.36793709588329,3.5368813133515937,16.390387537993924,19.0,11.148169730359696,0.0,12.873776157174344,0.34500315400558706,69.50718828290614,0.0,10.679706601466991,3.234037934496513,0.23245928788296993,0.0,0.0,0.0,3.6137030995106034,192.01794548750883,549.2926187292522,17.662962009049178,6239.217165289256,5.302268008305383,17279.490513967623,289.65355278041443,0.0,9776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.06609335116081,0.0,0.0,0.0,0.0,3599.0,0.0,0.0,152.7527254946174,1353.1942069273632
Milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5094.0,5094.0,5092.132623542631,5094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10119.288072965388,109957.22742950142,0.0,9609.46232573611,14275.0,14275.0,13950.674850989906,7819.034392515661,7767.765945077118,14275.0,14275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.38244491571115,0.0,0.0,0.0,17.9102199353595,0.5705182290510236,0.0,0.06038748637087982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.1153568731993,46.09721364997241,76.92123140495868,0.0,0.0,1220.3232981581089,0.0,16828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.666494469429928,0.0,0.0,0.0,0.0,34586.0,0.0,0.0,4617.466596064342,855.6114620434605
Wool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2489.0,2281.394117211963,2489.0,2489.0,2489.0,902.0054684566278,2478.7942595272552,0.0,0.0,0.0,0.0,0.0,13.802631713059698,0.0,0.05025034713898675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04987781368916662,0.0,1870.8462218164148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3495856619772595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.74710383185324,121.10610655789566,4.624276789402008,7.618640495867768,0.0,0.0,83.07577748413392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.820155180098051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egg and poultry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4144.0,4144.0,4142.864690834615,4144.0,0.0,0.0,0.0,7717.0,7717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.0,1047.0,1047.0,942.1530246336139,30.17415417357829,1047.0,85.79441761557699,975.0,975.0,886.0262602210441,23.72805390702275,31.27598235354468,975.0,975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.79550096387442,1.2995137439495539,0.0,0.13754927451144847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.830701935690694,1.246013375601105,5.058174931129477,0.0,0.0,35.6377638400344,0.0,9142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6113103196791054,0.0,0.0,0.0,0.0,26121.0,0.0,0.0,94.89452468843346,464.82053636803636
Other livestock products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,509.0,517.1568499318632,509.0,0.0,0.0,0.0,302.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22760.0,22760.0,22760.0,6116.319441845961,0.14246815436136584,22760.0,210.10143687890184,0.0,0.0,1102.430788929823,0.0,158.00690810847783,0.0,0.0,0.0,13.0,12.666362582903918,13.0,13.0,13.0,142.43346319939917,12.98359864930053,4295.0,4295.0,0.0,0.14786240151547766,0.0,0.19217009305786303,0.0,0.11055076370577087,0.0,0.0,9.0,6.650686531756587,9.0,9.0,9.0,31.950122186310836,9.728995514898532,12.006582919753177,8.016732366015265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.369088456349971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.443628430077126,280.1083843373138,9.436837884058104,3.682574380165289,0.035218016291327266,0.0,447.6386824076314,0.0,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.002998257769134,0.0,0.0,0.0,0.0,5585.0,0.0,0.0,27.984646528113828,137.07680661214462
Industry Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,134.0,133.9508778081493,134.0,291.0,291.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.157087462300733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059611525444035106,0.0,0.0,0.0,0.0,19.0,0.0,2.0018245025764934,0.0,0.0,0.0,0.0,0.0984081041968162,0.0,0.0,55116.29341993162,29711.11879278426,1219.6461968104652,24253.000407701482,0.0,0.4170778812535901,0.0,0.0,24.0,17.73516408468423,24.0,24.0,24.0,0.41398585362008294,23.23930902793197,5.960502481480936,21.09167155917135,15.0,15.0,0.0,0.0,0.0,0.0,0.4846431638258578,0.8458131067961165,9.583435617576525,7.86104508111264,8.933406312716658,6.652487539878794,2.701367904604087,6.824482283361538,0.0,0.0,0.5904010171107698,0.0,0.08958066886173774,0.08050223784205943,30.03677009057622,0.0,0.0,0.0,0.3079400128806698,0.0,0.0,0.007611403265983947,0.04458945078847199,80.9009618043819,3790.008014409064,74124.26572513893,10.379657024793387,0.09391471011020604,0.0,551.4030791246105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.63188282484502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firewood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,1.0842368028193143,4.108883981654493,4.0495944533828725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500129254631624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.167730959836288,0.0,0.0,0.0,0.0,0.05740472744814278,0.0,0.0,782.607962026577,0.23000818013518748,0.0,0.0,0.0,0.0,21.0,21.0,14.0,15.322265554796736,14.0,14.0,14.0,0.0,13.556263599626982,3.4769597808638792,14.777810394475663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.08697742889321,0.35816931885588765,0.24046831955922865,0.054783580897620185,0.0,2.9228324637753085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2521372715854301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other forestry products,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,37455.0,37455.0,37441.293808723094,37455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9823749066467513,0.0,0.6697309923894206,0.0,318.0,109.33025420077553,66.0,66.0,66.0,282.7651231680698,12.098394416450189,66.0,17.0980629755689,391.0,391.0,341.6122068469764,20.247856907352457,20.738552033104202,391.0,391.0,1499.0,81.0,216.20656327818733,81.0,81.0,81.0,29.35413537363875,87.64664737095995,285.0,285.0,671.150300401642,280.74013002109615,38.205791136914826,121.29779535424161,999.0,994.1005911539488,0.0,0.0,1702.0,1263.629758096402,1702.0,1702.0,1702.0,252.85281028514916,1656.1049780185622,483.5822717700249,1496.6031759344685,318.0,318.0,10.0,9.522767124205636,9.406320522681362,22.625798961197678,30.68647586782887,3.9121419902912624,26.985950865796777,26.749739355269195,28.45287356321839,39.263565196222885,97.78059373341564,52.830060712852635,155.05547112462006,160.0,114.6192721301054,0.034727874545553206,109.83353560641106,3.1241476675377724,45.38959337059164,4.96218487394958,78.96528117359414,117.61246031530676,119.23077008004417,124.0,123.30431369470503,123.471422640465,118.93568968642377,23.573528357352835,263.47781906838816,5.8736360670154575,5.382608815426998,6.660118191982112,223.09544214424432,53.71137456341157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.052287184473888,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Inland Fish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.80081764063658,0.0,0.0,0.0,0.0,3769.0,3769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15824.0,15824.0,15824.0,4249.585282195198,0.09905167287408845,15824.0,23.78050620429935,0.0,0.0,755.368856141612,0.0,109.85506651619302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.02735022545798,6.229509728104176,2.462964187327824,0.0,0.0,301.27115362743217,0.0,779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.808557189741096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08606811773022,39.60787550106107
