Product,Paddy,Wheat,Coarse cereals,Gram,Arhar,Other pulses,Groundnut,Rapeseed and mustard,Other oil seeds,kapas,"jute, hemp and mesta",Sugarcane,Coconut,Tobacco,Tea,Coffee,Rubber,Fruits,Vegetables,Other food crops,Milk,Wool,Egg and poultry,Other livestock products,Industry Wood,Firewood,Other forestry products,Inland Fish,Marine Fish,Coal and Lignite,Natural Gas,Crude petroleum,Iron ore,Manganese ore,Bauxite,Copper ore,Other Metallic minerals,Limestone,Mica,Other non metallic minerals,Processed poultry meat & poultry meat products,Processed other meat & meat products,Processed fish & fish products,Processed fruits & Processed Vegetables,Dairy products,Edible Oils and Fats,"Grain Mill products, starch and starch products",Sugar,Bread & Bakery products,Miscellaneous food products,Alcoholic beverages,Non alcoholic beverages,Tea processed,Coffee processed,Tobacco Products,Cotton Yarn and Cotton Textiles,Synthetic yarn and synthetic textiles,Wool yarn and woolen textiles,Silk yarn and silk textiles,Carpet weaving,Ready made garments,Misc. textile products,Leather footwear,Leather and leather products except footwear,Wood and wood products except furniture,"Paper, Paper products and newsprint","Publishing, printing and allied activities",Furniture & Fixtures,Rubber products,Plastic products,Petroleum products,Coal tar products,Inorganic chemicals,Organic chemicals,Fertilizers,Pesticides,"Paints, varnishes and lacquers",Drugs and medicine,"Soaps, cosmetics and glycerin","Synthetic fibres, resin",Other chemicals and chemical products,Cement,Non metallic mineral products,Iron and steel Ferro alloys,Iron and steel casting and forging,Iron and steel foundries,Non ferrous basic metals (including alloys),"Hand tools, hardware",Miscellaneous metal products,Tractors and other agricultural implements,Industrial machinery for food and textile industry,Industrial machinery (except food and textile),Machine tools,Other non electrical machinery,Electrical industrial machinery,"Electrical cables, wires",Batteries,Electrical appliances,Communication equipment,Other electrical machinery,Electronic equipment including T.V,"Medical precision, optical instrument",Watches and clocks,Ships and boats,Rail equipment,Motor vehicles,Motor cycles and scooters,"Bicycles, cycle-rickshaw",Aircrafts & Spacecrafts,Other transport equipment,Gems & jewellery,Miscellaneous manufacturing,Construction and construction services,Electricity,Gas,Water Supply,Trade,Repair & Maintenance of Motor Vehicle,Hotels & Restaurant,Railway Transport,Land transport,Air transport,Water Transport,Supportive and Auxiliary transport activities,Storage and warehousing,Communication services,Financial services,Insurance services,Ownership of dwellings,Real estate services,Renting of machinery & equipment,Research & Development Services,Legal services,Other Business services,Computer related services,Public administration and defence,Education services,Human health and social care services,"Community, social and personal services","Recreation, entertainment and radio & TV broadcasting and other services"
"jute, hemp and mesta",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13726.0,11299.218640465568,13726.0,13726.0,13726.0,850.6474842184186,13623.831025023419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.378801957265469,0.0,4359.119103876783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.796841138519,15.313815993089639,21.541238124597147,0.0,1.4158480100106456,286.5941370627332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.836774067859453,2.7489742673725006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sugarcane,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,5032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.5985282093214,1634.6644585662004,0.0,372.18173152863636,107396.0,107396.0,97925.09835745145,58.0,55.97042201089715,107396.0,107396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88096649710207,0.0,0.0,0.0,27.975659746436374,1.1347314515637383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.606251782306359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2871.056326410595,96.38551768081079,782.7959065474689,0.0,1599.0075640139703,838.0805456169492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.91715214016831,155.54122958007207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coconut,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6402.0,6402.0,6402.0,5514.318994631875,0.0,6402.0,0.38467142351371225,111.0,111.0,323.04417424359866,0.0,224.02341872821415,111.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015096409063987539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.71661991892816,2.542654689270165,1.4004178771715134,0.0,6.321503277739387,131.8977657343959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7453856450670235,1.0607969861323112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tobacco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.950754487496491,0.09930676284720474,0.05147694565624673,0.0,0.0,1.3829985538964662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4795032773389139,0.061949920431294866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.72338156351097,19.995744560129364,0.0,61.9182371524279,17867.0,17867.0,16291.367763721042,0.0,0.0,17867.0,17867.0,0.0,0.0,181.22183400282634,0.0,0.0,0.0,0.0,4.243401244480129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.7220238572843,677.5511700379146,1025.0,1025.0,1025.0,150.86873648971044,989.5801682619033,699.4793034042182,932.2738654482029,0.0,0.0,0.0,0.0,0.0,0.0,2.4299778445609492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.3929158559802,18.728530826841155,130.85302369319967,1.0431920688847234,29.359575481388788,155.53753677636408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.016559516851746,32.70792872376127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.949980447225286,0.0,0.0,22.32133908875514,6441.0,6441.0,5872.989296811285,0.0,0.0,6441.0,6441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.99684110489941,18.0,0.0,0.8759997367670608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.46844575384787,5.820229188003949,47.01515505360474,0.007380506091846298,10.435663858954484,50.0623965819467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.895420523745782,11.204973314713174,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Rubber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,75.5855856858316,77.0,77.0,77.0,4.771955142417181,76.71250669075339,2117.0,2117.0,0.009417268068998416,0.04505785584832009,0.05612483523959352,0.029320160096029203,9732.076921617845,9733.0,0.0,0.0,67.83689721575865,45.61076169035719,69.0,69.0,69.0,66.95871815724962,68.91894775345975,71.54064933928416,62.75794801553756,0.0,0.0,0.0,0.028956538422069432,0.0,0.014792965189099451,29.900673437602823,22.878268215417105,166.9072854005538,185.8058994089439,175.03540206284788,245.28345066163484,262.9907233612475,448.7361988325444,72.99226245158113,2.11761316576038,35.74596295723056,0.005182545925685993,17.24421599477202,2.691525701077952,79.42631597331378,0.0,964.0,964.0,964.0,964.0,964.0,964.0,963.9241655824328,12.0,335.87338204772277,13.597163352964111,1.0711148892355629,0.07022463683223992,0.037960144183179875,101.86874755605334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.39000647298002,15.803676398947744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruits,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7289.0,7289.0,7289.0,6620.542749475631,81.99127634826519,7289.0,327.92550178381765,59831.0,59831.0,54813.745812748115,41.0,294.62726318995567,59831.0,59831.0,942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.9735396210191,279.0,0.0,0.0,0.0,0.622752178985946,0.0,0.0,0.0,246.785284191778,10.009952447722977,0.0,0.0,627.0,627.0,0.0,0.0,0.0,0.0,8.137236492859806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.636242970414614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778.365569860979,58.454481178436176,437.95310247332225,0.0,271.13304260127376,623.2216887014614,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.09706956253966,95.36238944280255,0.0,0.0,0.0,2310.0,0.0,0.0,0.0,0.0
Vegetables,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,7522.0,16922.0,16922.0,16922.0,16922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5711.0,5711.0,5711.0,4988.792100679015,0.0,5711.0,280.09326915221004,10659.0,10659.0,9929.969872006577,0.0,199.84344647873024,10659.0,10659.0,3.0,0.0,101.3074252523117,0.0,0.0,0.0,0.0,2.372164793255721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.3411899221696,378.76762968948793,573.0,573.0,573.0,140.87742943741173,555.4927147473023,391.0259910737727,521.1638291725076,0.0,0.0,0.0,0.0,0.0,0.0,1.4496632811985872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.87310900783416,13.417038065359407,78.59217118640373,0.5831698102155576,2147.928118521562,214.96063044516598,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.74434871137422,25.484849469000682,0.0,0.0,0.0,4657.0,4.0,0.0,0.0,0.0
Other food crops,35583.0,35583.0,35583.0,35583.0,35583.0,35583.0,35583.0,35583.0,35583.0,35583.0,35583.0,35583.0,35583.0,35583.0,35583.0,35583.0,35583.0,35583.0,35583.0,35583.0,234652.0,234652.0,234652.0,234652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10672.0,10672.0,10672.0,10013.520992569947,249.1293653720673,10672.0,12205.57105994172,38250.0,38250.0,35895.23915021534,857.0,1200.4535855697316,38250.0,38250.0,1110.0,44.0,289.40088350821753,44.0,44.0,44.0,2.7268315099526754,49.60082965341898,0.0,0.0,697.2758320894949,0.7584739067800548,0.9447680598664908,351.6334979987996,0.0,0.0,0.0,0.0,1407.8614030864694,959.6056009064075,1432.0,1432.0,1432.0,1854.5463150594692,1449.1830762665365,991.1973396341998,1302.4548051920258,55.0,55.0,0.0,0.0,0.0,0.24901491401650744,5.441801390747362,3.349011917332931,0.01193545306979853,0.13019962083193934,0.06279976259604433,0.583532912402932,1.849895321975166,1.8900084780483453,0.3785905728816449,0.010983470776765456,0.5943223443223443,0.0872395230823809,0.1238186241398815,0.013960195545010125,93.99266478046735,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.015692626324315,202.0,1987.6922439487296,49.334419217937224,1296.53994899532,1.4574156513589502,10140.957730235512,836.3471224071062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,59.61035802492412,147.74169400149395,0.0,0.0,0.0,20721.0,34.0,0.0,0.0,0.0
Milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5960.0,5960.0,5960.0,5960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.219559884816382,152689.50503560386,0.0,2.6199242898771753,756.0,756.0,689.3308350239608,0.0,0.0,756.0,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10281878605742865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036.941785222623,22.219736597060955,6.936729908733384,0.0,1.2248659955549743,710.6989556740356,0.0,156614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.244502680316485,11.008411548829205,0.0,0.0,0.0,64515.0,0.0,0.0,0.0,0.0
Wool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2505.0,2062.1115178760197,2505.0,2505.0,2505.0,155.24347573707846,2486.354124849458,0.0,0.0,0.020404080816163232,0.09762535433802685,0.12160380968578595,0.06352701354139662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27162177564081513,0.0,795.54082436335,0.0,0.0,0.0,0.0,0.0,0.0,0.032051424576382145,0.01380218044617983,0.4173178458289335,0.0,0.0,0.0,0.0,0.10698816055443257,0.014660127616938249,0.0,0.0,0.052649228705566736,0.011228849505652986,0.004426212403279571,0.0,11.951214968505129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020711080428028996,26.0,266.18802901478426,2.799280674820499,3.9321203893128898,0.0,0.022215789178790878,52.62320223878055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71196495792563,0.5156214478256633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egg and poultry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4849.0,4849.0,4849.0,4849.0,0.0,0.0,0.0,4211.0,4211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6945.0,6945.0,6945.0,6009.4196736464155,0.0,6945.0,17.42457583267518,5028.0,5028.0,4825.2452971348075,0.0,243.0244678330908,5028.0,5028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2548.7824290413996,103.38214046211058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6838265294930572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.67621383414837,11.977637412412273,37.52358473430132,0.0,8.665166314924452,200.5018430757199,0.0,10137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.160441922286534,81.35854091563553,0.0,0.0,0.0,45628.0,0.0,0.0,0.0,0.0
Other livestock products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,595.0,595.0,595.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25487.0,25487.0,25487.0,21950.587009847488,0.0,25487.0,0.0,0.0,0.0,883.1388853316439,0.0,891.8595553149007,0.0,0.0,0.0,0.0,19.62499860908656,0.0,0.0,0.0,138.82793037561373,0.9484561086578349,5408.0,5408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.12892160795957,73.37383402361807,111.0,111.0,111.0,0.0,106.50160031701517,75.74849041743241,100.95843811195172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.3352948926266,10.393817424772983,2.5705071716898074,0.11297006794751639,1.948611396447715,532.5418169999148,0.0,25571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.63508103793921,4.593376852543492,0.0,0.0,0.0,10350.0,0.0,0.0,0.0,0.0
Industry Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,158.0,158.0,158.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.729728827515606,0.0,0.0,0.0,0.0,0.29807306302689685,0.0,0.0,36270.6829827504,19947.88358195083,1.3236106977337472,25971.081379780597,1.8988878421355453,0.0,0.0,0.0,70.78632752948728,47.5938382855901,72.0,72.0,72.0,68.15847050482846,71.83789550691947,49.13415594644264,65.48655445099571,0.0,0.0,0.0,0.0,0.0,0.3488674290429287,0.3621163928312896,4.713181475335646,0.01909672491167765,0.20831939333110294,0.10047962015367094,6.787309190313763,23.021007796708055,3.001346752177317,0.6057449166106318,0.01757355324282473,0.8695119434556055,0.12222170808076134,0.19126619329258582,0.0223363128720162,130.69774238243272,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.021905950452723,283.0,693.0107707553276,131023.81259609554,5207.299313606126,0.07327788191190253,19.902699699307103,222.91419935317427,0.0,0.0,0.0,38556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.62991522281505,6.618411224058979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firewood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9767499733371254,0.0,0.0,0.6064639559900868,175.0,175.0,159.56732292221315,0.0,0.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352.5024235616354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,208.0,207.96349721217098,208.0,0.0,0.023800644920701077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08264347340109679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.12842326147101,1.038824457821709,2.0972825528496295,0.08528584817244611,0.28353379526735517,7.685373601389231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7497973265964065,0.8299719615039026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other forestry products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14211.0,14211.0,14211.0,14211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,151.0,151.0,139.8659390664439,91.98042497659507,151.0,6.095829134780359,1759.0,1759.0,1609.1117836176506,0.0,5.28390131645741,1759.0,1759.0,5043.0,94.0,356.1970534889673,94.0,94.0,94.0,5.825503680353442,99.82894252642848,53.0,53.0,2101.975095019004,224.8798457177378,73.56124835239594,4.46179252151246,282.99449927605417,283.0,0.0,0.0,1550.4172015833535,1042.4372635607722,1577.0,1577.0,1577.0,10206.27798308159,1927.0646528074133,1106.0271287302005,1434.3374495725034,1867.0,1867.0,0.0,0.0,0.0,128.08012856144094,3.8907583302257223,14.720229295519687,0.3198701422706006,3.4893498382959742,1.6830336375739883,13.471587197909862,20.60666329771874,47.70858635642689,10.20992717044389,0.3092657279700385,5.454444616416447,5.318741998673515,3.5657863666068086,0.5540816952688744,125.25062000069859,0.06105263157894737,134.0,134.0,134.0,134.0,134.0,134.0,134.00469982209714,193.0,745.71966536384,29.942788938293873,18.764433940428113,1.6049891635426428,3.8799656350970246,150.33138002423286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.169843454434622,304.15822264081487,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
Inland Fish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1732.0,1732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31258.0,31258.0,31258.0,26920.839987201824,0.0,31258.0,0.0,0.0,0.0,1083.1072812687457,0.0,1093.802565230634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.1553845184475,11.929760237062261,2.8875271033721837,0.0,2.335169863474217,639.8061408045954,0.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.590511742488516,4.399056001212475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
