Product,Paddy,Wheat,Coarse cereals,Gram,Arhar,Other pulses,Groundnut,Rapeseed and mustard,Other oil seeds,kapas,"jute, hemp and mesta",Sugarcane,Coconut,Tobacco,Tea,Coffee,Rubber,Fruits,Vegetables,Other food crops,Milk,Wool,Egg and poultry,Other livestock products,Industry Wood,Firewood,Other forestry products,Inland Fish,Marine Fish,Coal and Lignite,Natural Gas,Crude petroleum,Iron ore,Manganese ore,Bauxite,Copper ore,Other Metallic minerals,Limestone,Mica,Other non metallic minerals,Processed poultry meat & poultry meat products,Processed other meat & meat products,Processed fish & fish products,Processed fruits & Processed Vegetables,Dairy products,Edible Oils and Fats,"Grain Mill products, starch and starch products",Sugar,Bread & Bakery products,Miscellaneous food products,Alcoholic beverages,Non alcoholic beverages,Tea processed,Coffee processed,Tobacco Products,Cotton Yarn and Cotton Textiles,Synthetic yarn and synthetic textiles,Wool yarn and woolen textiles,Silk yarn and silk textiles,Carpet weaving,Ready made garments,Misc. textile products,Leather footwear,Leather and leather products except footwear,Wood and wood products except furniture,"Paper, Paper products and newsprint","Publishing, printing and allied activities",Furniture & Fixtures,Rubber products,Plastic products,Petroleum products,Coal tar products,Inorganic chemicals,Organic chemicals,Fertilizers,Pesticides,"Paints, varnishes and lacquers",Drugs and medicine,"Soaps, cosmetics and glycerin","Synthetic fibres, resin",Other chemicals and chemical products,Cement,Non metallic mineral products,Iron and steel Ferro alloys,Iron and steel casting and forging,Iron and steel foundries,Non ferrous basic metals (including alloys),"Hand tools, hardware",Miscellaneous metal products,Tractors and other agricultural implements,Industrial machinery for food and textile industry,Industrial machinery (except food and textile),Machine tools,Other non electrical machinery,Electrical industrial machinery,"Electrical cables, wires",Batteries,Electrical appliances,Communication equipment,Other electrical machinery,Electronic equipment including T.V,"Medical precision, optical instrument",Watches and clocks,Ships and boats,Rail equipment,Motor vehicles,Motor cycles and scooters,"Bicycles, cycle-rickshaw",Aircrafts & Spacecrafts,Other transport equipment,Gems & jewellery,Miscellaneous manufacturing,Construction and construction services,Electricity,Gas,Water Supply,Trade,Repair & Maintenance of Motor Vehicle,Hotels & Restaurant,Railway Transport,Land transport,Air transport,Water Transport,Supportive and Auxiliary transport activities,Storage and warehousing,Communication services,Financial services,Insurance services,Ownership of dwellings,Real estate services,Renting of machinery & equipment,Research & Development Services,Legal services,Other Business services,Computer related services,Public administration and defence,Education services,Human health and social care services,"Community, social and personal services","Recreation, entertainment and radio & TV broadcasting and other services"
Processed poultry meat & poultry meat products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.892167717132983e-05,0.0,0.0,0.0006710668860855925,0.00012415920935415482,0.00015517468790490895,0.00016482005779431676,0.0,0.0,0.00014046275454484801,0.00016929031384308057,0.0,0.0,2.6605266313886884e-05,0.0,0.0,0.0,0.0,5.45366134188249e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013538584018473615,6.928339783095512e-05,0.0001442507077300348,0.00014258004532857274,0.00013135306426631104,0.0,0.00012371047693243505,0.0001027816635591516,0.0001204132953662443,0.0,0.0,0.0,0.0,0.0,0.0,2.5624390094899084e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3519316163745766e-05,7.758861747960414e-08,1.0565157346621249e-06,6.243081046791841e-07,6.345098835523878e-07,2.2040792954256248e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2392608918207818e-06,1.1741305491129231e-06,0.0,0.0,0.0,2.1243078886881548e-05,0.0,0.0,0.0,0.0
Processed other meat & meat products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022927290104802578,0.0007045483652869573,0.0004742586137934975,0.0003836388063748752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002599147246072075,0.002514926663209266,0.002364805196632067,0.0023957612760636352,0.0,0.0015025363369494838,0.0009400265515771629,3.414378257239258e-05,4.2673039173849965e-05,0.00018462885303912287,0.0,0.00036795740377903557,3.86272574998332e-05,4.655483630684716e-05,0.0,0.0,1.847587938464367e-07,0.0,0.0,0.0,0.0,3.787264820751729e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.401794457273345e-07,4.811347071594106e-07,1.0017410259030194e-06,9.901392036706441e-07,9.121740574049378e-07,9.94191509397529e-05,3.834599117123737e-06,7.137615524941083e-07,8.362034400433631e-07,0.0,0.0,0.0,0.0,0.0,0.0,7.046707276097248e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.565164268623889e-05,1.3191544970302256e-07,5.541886548250808e-07,4.3354729491610005e-09,5.046490524626504e-07,6.720678854716281e-05,0.0,1.6992122452031238e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9124191454932977e-06,5.517065162884034e-06,0.0,0.0,0.0,0.00014870155220817084,0.0,0.0,0.0,0.0
Processed fish & fish products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161875508920933,0.0156630230980971,0.01472806303229608,0.0147814891158319,0.0,0.009357832057551214,0.003930471091269611,0.0,0.0,0.0008085171211792742,0.0,0.0022916474658359895,0.0,0.0,0.0,0.0,1.847587938464367e-07,0.0,0.0,0.0,0.0,3.787264820751729e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.401794457273345e-07,4.811347071594106e-07,1.0017410259030194e-06,9.901392036706441e-07,9.121740574049378e-07,0.0,8.591005342530211e-07,7.137615524941083e-07,8.362034400433631e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036192349023082756,6.116613472887028e-07,1.702741326685336e-06,4.3354729491610005e-09,2.3843750989789732e-06,0.00035961458760653387,0.0,0.003446002433271935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5831503614848935e-05,3.787522137119442e-06,0.0,0.0,0.0,0.0012042465386763296,0.0,0.0,0.0,0.0
Processed fruits & Processed Vegetables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031677643897930646,0.003065118814909376,0.0028821551768602326,0.003384497723635448,0.0006403627446837503,0.0018312471945372427,0.001180295123225248,0.006540086352730106,0.00817382668539108,0.006176290276063965,0.014688317676534801,0.018181075619904858,0.007398875595649869,0.008917367281684269,0.00012423080427022686,1.2217498971057508e-05,2.041525950125794e-05,1.826830198416595e-05,1.8425155865302897e-05,1.770951742671857e-05,1.8539887850136665e-06,1.4664503615071872e-05,0.0,0.0,0.00020774538310087308,0.0,0.0,0.0,0.001064806051482557,0.0010015872481887328,0.0,0.0,3.384646004618404e-05,4.655168987882706e-05,3.60626769325087e-05,3.5645011332143186e-05,3.283826606657776e-05,5.698609783633871e-05,3.2633087933046855e-05,3.101009283054423e-05,3.0103323841561074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00022206267974334535,0.00024037701317774091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002572638418685141,9.288088324330394e-07,4.748399720291433e-05,1.5607702616979603e-07,3.842138796022282e-05,0.0001411542682762784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4544477940862937e-05,1.6959781449434887e-05,0.0,0.0,0.0,0.00013689984171545887,0.0,0.0,0.0,0.0
Dairy products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045180153715595225,0.00043716173987048046,0.0004110666006042523,0.0005629127381327469,0.05294776848444851,0.0002611811345787933,6.03778592982961e-05,0.024625427185279686,0.03077695966233988,0.022560650230148267,0.0,6.396087058419454e-05,0.02785903157953879,0.033576617621852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.578186492976195e-05,2.8666388786193484e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0822774704470465e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006220039147263391,2.3982740138289137e-06,0.0001703871522938614,0.0,8.709111263045583e-05,0.00030723215394313797,0.0,3.2285032658859354e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45200852663094e-05,5.386363843126196e-05,0.0,0.0,0.0,0.0006169934245589819,0.0,0.0,0.0,0.0
Edible Oils and Fats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008042967030740984,0.024715783015187034,0.01663714454412129,0.013458172585078454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3247267717319975,0.31420459834310716,0.2954490394639567,0.2918527381651285,0.0006344503848899058,0.18772071295498152,0.011945953682664162,0.021079129768101636,0.026344782639055916,0.030413802510145284,0.0,0.04597108534140352,0.02384706415285157,0.028741263032709005,0.0,0.0,0.0014010259337375295,0.0,0.0,0.0,0.0,2.8718829135760363e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.795218480768405e-05,0.00014107438709312476,0.00713271756031362,0.0036972283316160886,0.007596202199422596,0.007508225581434494,0.006917015877301643,0.00044738617922888816,0.006527949094863577,0.0054124538525628235,0.006358147030232745,0.0,0.0,0.0,0.0,0.0,0.0,3.5039762262808925e-05,2.6530285437576565e-05,1.8837350840388617e-06,2.0200524120887143e-05,7.738411098653743e-06,6.429601819275546e-05,0.00011693965929554477,0.0001598161238651267,6.768507998770664e-05,2.357652605216671e-06,2.7692274847144374e-05,0.0,1.6577929295510322e-05,3.998961919373015e-06,9.766392560301012e-05,0.0,0.0004175046460120669,0.00041920147231736617,0.00027666717276515345,0.0003881564933374358,0.00042337038971588576,0.0004073431046002449,0.00042672577467412826,0.0,0.00556640478680495,1.4657320019702026e-05,0.00017954575688740781,3.31664304419874e-05,0.00013275428087807108,0.005708057929234376,0.0,0.005199589470321559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032114442091705874,0.0001676111307929359,0.0,0.0,0.0,0.00024405937298928359,0.0,0.0,0.0,0.0
"Grain Mill products, starch and starch products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039059262901434753,0.012002787813442863,0.008079538312096452,0.006535726171253898,0.0,0.0,0.0,0.020959814365573252,0.02033690156988763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007575835661056082,0.0007330354649539235,0.0006892789766786131,0.008320306093556837,0.0027258938004582926,0.0004379501153963796,0.07317823792972887,0.07967141265244423,0.09957365754498126,0.07853368655112966,0.06598632275411512,0.07976990488525658,0.09013319380699715,0.10863147826418176,0.0,4.123405902731909e-05,0.00021624663890927882,6.165551919656009e-05,6.218490104539728e-05,5.9769621315175175e-05,6.257212149421124e-06,5.2513043395417065e-05,2.6876951938634542e-05,4.586608936548852e-05,0.0002564338632073577,0.0020162606446154537,1.6763218546962356e-07,2.197445384846753e-08,1.1024738568612677e-07,0.0,0.0,0.0,0.0008640249106234203,0.0005734804670299092,0.0009206000028048749,0.0009099379281733219,0.0008382879587551378,0.005892412717539459,0.0009658661118657419,0.0006738839014171381,0.0007684709613998507,0.0006226650062266501,0.0005989557679046399,0.0,0.0,0.0,6.945735885956734e-09,1.7881267691065424e-05,1.361827282036334e-06,8.806078644897118e-08,9.443334446756185e-07,3.6175499038421977e-07,3.0057081675475115e-06,5.486539350800382e-06,7.472625786076828e-06,3.1641399181244974e-06,1.102154673170395e-07,1.3037849526128166e-06,7.646997297063659e-09,7.759466220850501e-07,1.8694334175930763e-07,1.897691387216245e-05,0.0,1.951749361438524e-05,1.9596816795324028e-05,1.2933627995118962e-05,1.8145527127563055e-05,1.9791705210295475e-05,1.9042462206922016e-05,1.9948769922756537e-05,2.3623684160792245e-06,0.004961842524635631,1.0919624689698732e-05,0.0005690057563023999,3.98429964027896e-06,0.00035175666958789164,0.0026298380837030968,0.0,5.097636735609372e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001834848599912979,0.0004591034212756572,0.0,0.0,0.0,0.004607387776354754,0.0,0.0,0.0,0.0
Sugar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020478029394811617,0.006292833591960614,0.004235948421994934,0.0034265570497097287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028344963357692824,0.00027426496988071966,0.00025789349467567155,0.0017215733622122525,0.007662454593283162,0.00016385888671293115,0.0024974927583101833,0.055081681239853866,0.06884131060541404,0.050620497843908575,0.03290427594482437,0.039764147160341816,0.06231454526939,0.07510353160755966,5.797437532610586e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.548194697961645e-05,0.0,0.0,0.0,0.0004219251771589514,1.262772569315865e-05,0.0,0.0,0.00048543291603853967,0.00046694906905723576,0.0,0.0,0.0,0.0,0.0005100156372014995,0.0005430739927348962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.451744999796763e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012139248932371489,4.955648310749965e-06,0.00038532899339461873,0.0,0.0002278374615017371,0.000470769215473696,0.0,3.3984244904062476e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.701656122365148e-05,0.00012632558312632082,0.0,0.0,0.0,0.000635876161347321,0.0,0.0,0.0,0.0
Bread & Bakery products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010234084734320584,0.00010612624619976607,0.0,0.0013938707670512625,0.0003740296181793914,0.0004674637473135382,0.00044865949589675087,0.0,0.0,0.0004231440480663546,0.0005099870704522802,0.0,0.0,1.7921603003104362e-05,0.0,0.0,0.0,0.0,3.6736468761291774e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.119740623555144e-05,4.6670066594462826e-05,9.716887951259288e-05,9.604350275605248e-05,8.848088356827896e-05,0.0,8.333275182254306e-05,6.92348705919285e-05,8.111173368420622e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.719347516088349e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.473079133997613e-05,1.0543289533011392e-07,2.818394669572013e-06,4.2054087606861706e-07,1.4536478547336975e-06,4.263173459884667e-05,0.0,2.208975918764061e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0576172567111933e-06,1.6052740536307673e-06,0.0,0.0,0.0,0.0010890618442674607,0.0,0.0,0.0,0.0
Miscellaneous food products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020588522359172115,0.006326787730046733,0.004258804258804259,0.0034450456668844217,0.0,0.0,0.0,0.0001856344267482333,0.00018011748572364247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006287428235706408,0.0006083695695535963,0.0005720546609169442,0.0011509236962894006,0.008965771178457897,0.00036346880325413815,0.0043219539267668455,0.02310447687069129,0.028876069735504745,0.0214988785981117,0.004644263834184226,0.005695844627028962,0.026138362836364403,0.03150281127727426,0.0022527185841001137,3.665249691317252e-05,0.00018392561761780782,5.480490595249785e-05,5.527546759590869e-05,5.3128552280155714e-05,5.561966355040998e-06,4.650825468619476e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007258185321015022,0.0003806784230465921,0.000773344071997131,0.0007643874652337372,0.000704198372316612,0.000643805474807841,0.0006824937800958245,0.0005669679493477206,0.0006455490557134763,0.0,0.0,0.0,0.0,0.0,0.0,4.768378691784533e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007425756420699397,2.47662230862817e-06,0.00016152206422396804,3.3469851167522924e-06,8.746925169118987e-05,0.00033093646725445197,7.192623245599313e-06,1.6992122452031238e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.729873135947917e-05,8.005755453197516e-05,0.0012661576838763323,0.0,0.0,0.00217245886749842,0.0,0.0,0.0,0.0
Alcoholic beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003281144243223836,0.0003174824802861664,0.00029853125747305014,0.0013152973507118825,0.0003006511844062758,0.0001896790749222415,0.0004094619637480456,0.00098240974401475,0.001227819718047592,0.000940820704680035,0.03435421955812829,0.04152092936645067,0.00111141154533611,0.001339509608283375,0.0,0.0,2.956140701542987e-06,0.0,0.0,0.0,0.0,6.059623713202767e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.163277064659643e-05,5.7247577371123096e-05,1.6396944380489686e-05,9.586194131168121e-05,1.602785641444831e-05,1.5842227258730306e-05,1.4594784918479005e-05,9.699429359975894e-05,1.6648533994751473e-05,1.1420184839905733e-05,2.0365597689241804e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.02752986625889e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.939579951330614e-05,5.337692534783487e-07,1.117042320540174e-05,1.8726747904145792e-07,3.820404177128478e-05,4.1502955403099716e-05,0.0,6.796848980812495e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.315079140230931e-06,7.215787207009657e-06,0.0,0.0,0.0,0.001607865037527079,0.0,0.0,0.0,0.0
Non alcoholic beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007610193192398739,0.0007363598888312655,0.0006924049584322576,0.0008480995511773518,0.003518825908426467,0.0004399362837201727,3.0441978596229204e-07,0.00012415920935415482,0.00015517468790490895,0.00013759884978494058,0.005771997755642836,0.007076038985421408,0.00014046275454484801,0.00016929031384308057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1486703176063057e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5624390094899084e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.872418136620299e-05,1.207789327382861e-07,1.642338653118278e-06,0.0,6.364287132620146e-06,2.4584895895046758e-05,0.0,6.796848980812495e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8642173823334026e-06,6.274959230558756e-07,0.0,0.0,0.0,0.0002544448782228701,0.0,0.0,0.0,0.0
Tea processed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015096101482969912,1.345310129920439e-07,0.0,4.0936850717279224e-05,0.01669630967789997,0.02086711615601263,0.01528673928233365,0.0015221630269933947,0.001837646695141156,0.018888728917418433,0.02276531495404826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02921719946225e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.445839858011554e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030684590890773616,1.3209100907293956e-06,0.00011546480588311608,0.0,6.0536738073512434e-05,0.00010963329751298301,0.0,4.7577942865687464e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0916134785628796e-05,3.1338371356311354e-05,0.0,0.0,0.0,0.015797297597124536,0.0,0.0,0.0,0.0
Coffee processed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05579721999289e-06,0.0,0.0,1.929260393536026e-06,0.0007868589892819562,0.0009834195845973605,0.0007204291519002752,0.0,0.0,0.0008901827069279742,0.001072877363980523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0010146109900564e-05,1.1974567467650444e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6239457222642295e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.590422806492566e-05,6.99913510366924e-08,5.437325616763232e-06,0.0,2.78070668850857e-06,5.463523344822711e-06,0.0,2.208975918764061e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.925440316690753e-07,3.3892463200525287e-06,0.0,0.0,0.0,0.002518012950725026,0.0,0.0,0.0,0.0
Tobacco Products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3960781278086874e-07,0.0,0.0,5.327346254340111e-08,2.1727861636977097e-05,2.7155570383359068e-05,1.98935071530648e-05,0.0,0.0,2.45809820453484e-05,2.9625804922539102e-05,0.029028597931143006,0.0,3.0115683396969184e-05,0.0,0.0,0.0,0.0,6.173241657825319e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001532492496535555,7.842495726698392e-05,0.00016328378722219218,0.00016139269019831498,0.00014868437135700485,1.3336715369966854e-05,0.00014043253933216412,0.00011634313305653966,0.0001363011607270682,0.0,0.0,0.0,0.0,0.0,0.0,4.484268266607339e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3287112001749986e-05,6.986809136018252e-08,3.6506672716825114e-07,7.066820907132431e-07,2.983511499087005e-07,5.284987062755033e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3637840407799252e-06,1.6463395092804158e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
