Product_ID,Product_Name,Water_2019_Blue_m3_per_crore,Water_2019_Green_m3_per_crore,Green_share_pct,Tourism_Demand_crore,Source_Group,Water_Multiplier_m3_per_crore,Total_Water_m3,Green_Water_m3,Water_pct,WSI_weight,Scarce_m3,Scarce_pct,Multiplier_Ratio
44,Processed fruits & Processed Vegetables,181.8700749460727,0.0,0.0,132364.16937375735,Manufacturing,14265.70994214802,1888268847.0193746,6505715376.444372,32.77777590470609,0.814,1537050841.4737709,56.99190270968058,3.479286121459374
120,Railway Transport,0.0,0.0,0.0,299205.8952074531,Services,2314.930292760454,692640790.5882431,1003201157.8822327,12.023300946894743,0.0,0.0,0.0,0.5645919391611139
118,Repair & Maintenance of Motor Vehicle,0.0,0.0,0.0,214397.9922186255,Services,2956.324938282902,633830131.1137061,715865563.1320595,11.002427981634954,0.0,0.0,0.0,0.7210226739506503
52,Non alcoholic beverages,6.643059215335444,0.0,0.0,30939.034282043867,Manufacturing,10091.101618930132,312208938.9316677,817693607.6248307,5.419522040996353,0.814,254138076.29037747,9.42311869455083,2.461134423408392
61,Ready made garments,246.96443324227857,0.0,0.0,94068.90119003528,Manufacturing,3050.706457557372,286976604.31576693,693832083.1179804,4.981523071253213,0.814,233598955.91303426,8.661554067862495,0.7440415290560464
132,Research & Development Services,0.0,0.0,0.0,138583.44181379312,Services,1980.2861978333672,274434877.0720981,384562789.5958532,4.763815764531595,0.0,0.0,0.0,0.48297507187376243
122,Air transport,0.0,0.0,0.0,128040.66403584444,Services,2015.2583228667468,258035013.86362046,320708419.47535145,4.479136471133392,0.0,0.0,0.0,0.49150447768391997
51,Alcoholic beverages,6.643059215335444,0.0,0.0,30939.034282043867,Manufacturing,7314.924763912068,226316708.0412471,583571477.9821272,3.92854987327484,0.814,184221800.34557512,6.830711541220273,1.7840483448639763
119,Hotels & Restaurant,0.0,0.0,0.0,23874.250089283083,Services,7538.423683395495,179974212.2963586,469881998.70724916,3.1241072523056417,0.0,0.0,0.0,1.8385578429452731
136,Public administration and defence,0.0,0.0,0.0,24735.6858159984,Services,7114.328081269217,175977784.21021008,412963274.9308627,3.05473470271673,0.0,0.0,0.0,1.7351245088431684
47,"Grain Mill products, starch and starch products",4.381454268377151,0.0,0.0,3022.098194234483,Manufacturing,54353.45658647551,164261483.00039002,440401534.80948883,2.851355667949665,0.814,133708847.16231747,4.957755074381113,13.256348819762556
49,Bread & Bakery products,4.381454268377151,0.0,0.0,3022.098194234483,Manufacturing,38659.84621377333,116833851.43202719,231068509.57610145,2.0280765667281164,0.814,95102755.06567013,3.5262899689956324,9.42880984786671
127,Financial services,0.0,0.0,0.0,55966.03714570971,Services,1659.8179646743001,92893433.86607817,171621343.56412658,1.612503517752366,0.0,0.0,0.0,0.404815577497343
126,Communication services,0.0,0.0,0.0,58723.60880494307,Services,1363.6921117051202,80080922.0981582,126307213.233484,1.390095760420456,0.0,0.0,0.0,0.332592983976291
63,Leather footwear,36.50930418804127,0.0,0.0,24836.188150347076,Manufacturing,1917.1117522964787,47613748.185276926,105282838.52750514,0.8265098322538285,0.814,38757591.022815414,1.437082494106672,0.467567358379043
80,"Synthetic fibres, resin",0.0915248417721519,0.0,0.0,6936.159096179311,Petroleum,4042.4627159048005,28039164.537888803,61253926.25273598,0.48672171509307915,0.814,22823879.933841486,0.8462806236127499,0.9859225009482255
124,Supportive and Auxiliary transport activities,0.0,0.0,0.0,12438.071585610263,Services,2008.1988618672506,24978121.20204592,33197406.27559305,0.43358617104423824,0.0,0.0,0.0,0.48978273479273987
76,Pesticides,0.0915248417721519,0.0,0.0,6936.159096179311,Petroleum,3147.62853161165,21832452.270931672,38837383.075470105,0.3789816418972289,0.814,17771616.14853838,0.6589490673972422,0.7676800040066545
73,Inorganic chemicals,0.0915248417721519,0.0,0.0,6936.159096179311,Petroleum,3121.1333326480053,21648677.35563491,38400542.84191814,0.3757915596163015,0.814,17622023.367486816,0.6534023561280257,0.7612180488419028
81,Other chemicals and chemical products,0.0915248417721519,0.0,0.0,6936.159096179311,Manufacturing,3103.7142552546175,21527855.86352571,35440000.99720297,0.3736942630374384,0.814,17523674.672909927,0.6497557108241034,0.7569696830424285
114,Electricity,5017.996459513858,0.0,0.0,2677.525416761989,Electricity,7717.754055922934,20664482.645051584,16122007.62190843,0.3587072796309493,0.814,16820888.873071987,0.6236973015318611,1.8822950056116345
67,"Publishing, printing and allied activities",640.745395443689,0.0,0.0,7691.926784309704,Manufacturing,2592.732254744743,19943106.67481478,21669769.701134503,0.34618517509441277,0.814,16233688.833299229,0.6019246661480102,0.6323454904926494
66,"Paper, Paper products and newsprint",1822.6095024829233,0.0,0.0,4235.442717285807,Manufacturing,4660.339174030978,19738599.61473126,23833400.528561022,0.3426352110112108,0.814,16067220.086391244,0.5957522153923244,1.1366173485410112
77,"Paints, varnishes and lacquers",0.0915248417721519,0.0,0.0,6936.159096179311,Petroleum,2705.0173571768373,18762430.74730504,33376014.48852851,0.32569024873417385,0.814,15272618.628306301,0.5662893975269596,0.6597308782597447
