Product_ID,Product_Name,Water_Multiplier_m3_per_crore,Multiplier_Ratio,Source_Group
1,Paddy,189923.91420644106,46.32083797521914,Agriculture
2,Wheat,148755.26874286923,36.28015318760181,Agriculture
12,Sugarcane,98556.40713499767,24.037074980235083,Agriculture
47,"Grain Mill products, starch and starch products",54353.45658647551,13.256348819762556,Manufacturing
54,Coffee processed,44328.33240975176,10.811305737053573,Manufacturing
53,Tea processed,40525.66858237182,9.883868158914614,Manufacturing
49,Bread & Bakery products,38659.84621377333,9.42880984786671,Manufacturing
50,Miscellaneous food products,36478.22817320911,8.89673164063817,Manufacturing
48,Sugar,31525.441770144804,7.688788883872736,Manufacturing
13,Coconut,29403.0435662672,7.171153894453502,Agriculture
8,Rapeseed and mustard,27863.52244422683,6.795677700465914,Agriculture
9,Other oil seeds,27586.80358053052,6.728188307655533,Agriculture
17,Rubber,27038.43170326158,6.5944450400777015,Agriculture
15,Tea,27038.307267718694,6.594414691300169,Agriculture
16,Coffee,26938.051811367197,6.569963232571588,Agriculture
7,Groundnut,26737.867270178234,6.5211399143691295,Agriculture
14,Tobacco,26671.51227347241,6.504956491317329,Agriculture
18,Fruits,23518.89048820803,5.736058674933631,Agriculture
19,Vegetables,23373.28574628944,5.7005469086191285,Agriculture
20,Other food crops,21907.77375488829,5.343120916278607,Agriculture
22,Wool,18883.456260215593,4.605515432305258,Agriculture
5,Arhar,17227.999844477454,4.20176359974197,Agriculture
4,Gram,17155.84380057746,4.184165350293553,Agriculture
24,Other livestock products,16770.446144751364,4.090170118328476,Agriculture
6,Other pulses,16626.129580516237,4.054972527666937,Agriculture
3,Coarse cereals,15514.122049515008,3.7837632863981274,Agriculture
44,Processed fruits & Processed Vegetables,14265.70994214802,3.479286121459374,Manufacturing
10,kapas,14121.232407809151,3.4440492715495963,Agriculture
11,"jute, hemp and mesta",14120.983646177774,3.4439886006895333,Agriculture
41,Processed poultry meat & poultry meat products,13202.896844035868,3.220074986720008,Manufacturing
42,Processed other meat & meat products,12496.770095303085,3.0478566388901154,Manufacturing
43,Processed fish & fish products,12428.125081462502,3.031114700007895,Manufacturing
23,Egg and poultry,12406.066549315105,3.025734810393467,Agriculture
52,Non alcoholic beverages,10091.101618930132,2.461134423408392,Manufacturing
46,Edible Oils and Fats,8755.230341296457,2.1353267057991268,Manufacturing
116,Water Supply,8572.3156026861,2.0907153465300654,Electricity
114,Electricity,7717.754055922934,1.8822950056116345,Electricity
119,Hotels & Restaurant,7538.423683395495,1.8385578429452731,Services
51,Alcoholic beverages,7314.924763912068,1.7840483448639763,Manufacturing
136,Public administration and defence,7114.328081269217,1.7351245088431684,Services
21,Milk,6146.810582218302,1.4991551655459736,Agriculture
59,Silk yarn and silk textiles,6089.464636994994,1.4851689740317373,Manufacturing
69,Rubber products,6079.703942919322,1.4827884232164594,Manufacturing
58,Wool yarn and woolen textiles,6038.251103262791,1.472678425866385,Manufacturing
60,Carpet weaving,5981.93305306423,1.4589429292638232,Manufacturing
72,Coal tar products,5847.159932293216,1.42607290382899,Petroleum
70,Plastic products,5621.427859923137,1.3710187586269307,Manufacturing
57,Synthetic yarn and synthetic textiles,5503.354180714501,1.3422215858927151,Manufacturing
112,Miscellaneous manufacturing,5480.383133421376,1.3366191415442412,Manufacturing
71,Petroleum products,4828.9132766581,1.1777311478602548,Petroleum
66,"Paper, Paper products and newsprint",4660.339174030978,1.1366173485410112,Manufacturing
62,Misc. textile products,4635.783264415684,1.130628369662934,Manufacturing
29,Marine Fish,4412.182747616329,1.0760940928546954,Agriculture
28,Inland Fish,4331.157764401356,1.0563327840425463,Agriculture
56,Cotton Yarn and Cotton Textiles,4156.527878574325,1.0137420303671958,Manufacturing
40,Other non metallic minerals,4148.701171301393,1.0118331625925199,Mining
80,"Synthetic fibres, resin",4042.4627159048005,0.9859225009482255,Petroleum
39,Mica,3679.9201132685425,0.8975014233498847,Mining
117,Trade,3606.83567019731,0.8796767451878078,Services
25,Industry Wood,3595.5469198694027,0.8769235143634194,Agriculture
82,Cement,3496.935901544649,0.852873120175422,Manufacturing
84,Iron and steel Ferro alloys,3485.0356965691108,0.8499707607287615,Manufacturing
83,Non metallic mineral products,3387.0563702757445,0.8260744308899454,Manufacturing
86,Iron and steel foundries,3354.2012726070966,0.8180613501669185,Manufacturing
85,Iron and steel casting and forging,3316.0145840658347,0.808747939477587,Manufacturing
75,Fertilizers,3193.530261430614,0.7788750480779103,Petroleum
76,Pesticides,3147.62853161165,0.7676800040066545,Petroleum
35,Bauxite,3147.5659080002674,0.767664730636956,Mining
34,Manganese ore,3146.8439616167025,0.7674886540138532,Mining
73,Inorganic chemicals,3121.1333326480053,0.7612180488419028,Petroleum
81,Other chemicals and chemical products,3103.7142552546175,0.7569696830424285,Manufacturing
45,Dairy products,3062.7690724785984,0.7469834989162307,Manufacturing
61,Ready made garments,3050.706457557372,0.7440415290560464,Manufacturing
31,Natural Gas,3033.574183046784,0.7398631120564403,Mining
32,Crude petroleum,3016.1243180007978,0.7356072374086274,Mining
37,Other Metallic minerals,3000.265743045194,0.7317394649687761,Mining
87,Non ferrous basic metals (including alloys),2977.5866950869863,0.7262082367909358,Manufacturing
118,Repair & Maintenance of Motor Vehicle,2956.324938282902,0.7210226739506503,Services
36,Copper ore,2935.7450496409097,0.7160034129938779,Mining
64,Leather and leather products except footwear,2930.3148301386555,0.7146790283381342,Manufacturing
89,Miscellaneous metal products,2869.216063840859,0.6997775554720593,Manufacturing
125,Storage and warehousing,2821.6589525277514,0.6881787778409841,Services
30,Coal and Lignite,2723.6475548502503,0.664274626062554,Mining
27,Other forestry products,2713.003121066986,0.6616785385994629,Agriculture
77,"Paints, varnishes and lacquers",2705.0173571768373,0.6597308782597447,Petroleum
65,Wood and wood products except furniture,2667.1118002336575,0.6504860331918563,Manufacturing
74,Organic chemicals,2651.1747951384705,0.6465991323036302,Petroleum
79,"Soaps, cosmetics and glycerin",2646.5259309301564,0.6454653136022735,Petroleum
97,Batteries,2606.3851345784215,0.6356753125285598,Manufacturing
67,"Publishing, printing and allied activities",2592.732254744743,0.6323454904926494,Manufacturing
33,Iron ore,2567.2981035699218,0.6261423159186169,Mining
105,Rail equipment,2536.1469693505383,0.6185448174837862,Manufacturing
108,"Bicycles, cycle-rickshaw",2529.459453893958,0.6169137889678916,Manufacturing
110,Other transport equipment,2528.6537928212115,0.6167172950394173,Manufacturing
88,"Hand tools, hardware",2523.5461100016832,0.6154715743554227,Manufacturing
104,Ships and boats,2416.5302057871745,0.5893712995132369,Manufacturing
94,Other non electrical machinery,2408.6550681635385,0.5874506199852209,Manufacturing
120,Railway Transport,2314.930292760454,0.5645919391611139,Services
109,Aircrafts & Spacecrafts,2314.290528534186,0.5644359060718048,Manufacturing
90,Tractors and other agricultural implements,2280.3090813760973,0.5561481182250235,Manufacturing
38,Limestone,2275.621054536124,0.555004748088697,Mining
107,Motor cycles and scooters,2230.9237009651897,0.5441034412083541,Manufacturing
55,Tobacco Products,2209.7488791509036,0.5389390810775517,Manufacturing
96,"Electrical cables, wires",2178.055594156757,0.5312093566494811,Manufacturing
91,Industrial machinery for food and textile industry,2177.2954003488326,0.5310239518027362,Manufacturing
68,Furniture & Fixtures,2111.3384289124288,0.5149376037511637,Manufacturing
122,Air transport,2015.2583228667468,0.49150447768391997,Services
124,Supportive and Auxiliary transport activities,2008.1988618672506,0.48978273479273987,Services
132,Research & Development Services,1980.2861978333672,0.48297507187376243,Services
63,Leather footwear,1917.1117522964787,0.467567358379043,Manufacturing
93,Machine tools,1910.2244329506675,0.46588759938274227,Manufacturing
95,Electrical industrial machinery,1842.3637126949477,0.44933694307923894,Manufacturing
121,Land transport,1830.0469666123813,0.4463329927760015,Services
98,Electrical appliances,1803.9518293777633,0.4399686092867692,Manufacturing
92,Industrial machinery (except food and textile),1718.3897406654457,0.4191007387786003,Manufacturing
103,Watches and clocks,1677.132938362536,0.4090385532827207,Manufacturing
127,Financial services,1659.8179646743001,0.404815577497343,Services
102,"Medical precision, optical instrument",1651.9971254922993,0.4029081409004649,Manufacturing
100,Other electrical machinery,1626.9778443514685,0.39680614962241456,Manufacturing
131,Renting of machinery & equipment,1622.9196532637511,0.395816391104473,Services
115,Gas,1547.7668763486106,0.3774872637935745,Electricity
113,Construction and construction services,1449.4130473863045,0.35349959591804114,Manufacturing
106,Motor vehicles,1395.7636550071413,0.34041496240968283,Manufacturing
26,Firewood,1385.76796025037,0.33797709691384603,Agriculture
130,Real estate services,1384.061236949218,0.337560841521093,Services
99,Communication equipment,1382.968413901009,0.33729431121308423,Manufacturing
126,Communication services,1363.6921117051202,0.332592983976291,Services
78,Drugs and medicine,1285.084569156694,0.31342126851734164,Petroleum
140,"Recreation, entertainment and radio & TV broadcasting and other services",1137.9428087402466,0.2775346363777455,Services
134,Other Business services,890.7801378091427,0.21725374925745572,Services
128,Insurance services,859.8243951913704,0.20970390518336077,Services
111,Gems & jewellery,774.7569073737177,0.18895666365443284,Manufacturing
101,Electronic equipment including T.V,718.5041361030618,0.17523708803083426,Manufacturing
133,Legal services,712.2284406042525,0.17370649892310253,Services
139,"Community, social and personal services",623.1855486363058,0.15198968991078954,Services
123,Water Transport,562.1011078207803,0.1370917109088021,Services
137,Education services,527.8147674569226,0.12872956218522863,Services
135,Computer related services,504.1991657537236,0.12296991646208834,Services
138,Human health and social care services,486.86337311311763,0.11874186311013045,Services
129,Ownership of dwellings,49.61431963476866,0.01210051335902234,Services
