Source_Group,Water_m3,Scarce_m3,WSI_weight,Green_Water_m3,Water_pct,Scarce_pct
Agriculture,4180444406.6587725,3457227524.3068047,0.827,10666261135.62996,81.11992285657732,81.36139107204495
Petroleum,433495957.09928703,352865709.07881963,0.814,0.0,8.411823045061883,8.304239379799785
Electricity,365019722.4172955,297126054.04767853,0.814,0.0,7.083067933269425,6.99247848488476
Manufacturing,174452613.74786296,142004427.59076044,0.814,0.0,3.385186165091381,3.3418910632705128
Mining,0.0,0.0,0.814,0.0,0.0,0.0
Services,0.0,0.0,0.0,0.0,0.0,0.0
