Product_ID,Product_Name,Water_2015_Blue_m3_per_crore,Water_2015_Green_m3_per_crore,Green_share_pct,Tourism_Demand_crore,Water_Multiplier_m3_per_crore,Total_Water_m3,Source_Group,Water_pct,WSI_weight,Scarce_m3,Scarce_pct,Multiplier_Ratio,Green_Water_m3
44,Processed fruits & Processed Vegetables,159.86232616689406,0.0,0.0,83946.0,29159.76182131641,2447845365.852227,Manufacturing,47.49950194923645,0.814,1992546127.8037128,71.88480953409018,2.667067390967148,5331223432.913731
118,Repair & Maintenance of Motor Vehicle,0.0,0.0,0.0,128012.0,3229.8831439808223,413463801.027273,Services,8.023106727575563,0.0,0.0,0.0,0.29541791399847617,669464769.8241382
120,Railway Transport,0.0,0.0,0.0,202506.0,1964.8439542943497,397892689.8083316,Services,7.72095527715566,0.0,0.0,0.0,0.17971241572373137,558706704.5697542
119,Hotels & Restaurant,0.0,0.0,0.0,21128.0,14690.7887900642,310386985.5564764,Services,6.022940595483474,0.0,0.0,0.0,1.343677769717706,814419334.1151619
61,Ready made garments,160.86486193802813,0.0,0.0,71367.0,3047.4889082420573,217490140.9145109,Manufacturing,4.2203128990183805,0.814,177036974.70441186,6.386938314520095,0.2787354142777952,598301196.2840949
52,Non alcoholic beverages,9.745801707239435,0.0,0.0,18528.7,10189.000891027737,188788940.80958566,Manufacturing,3.6633771017872974,0.814,153674197.81900272,5.544082662065899,0.9319264056241353,455865561.0792729
132,Research & Development Services,0.0,0.0,0.0,90644.0,1833.0892577547847,166158542.6799247,Services,3.2242428921402,0.0,0.0,0.0,0.1676616089681506,231662525.45199713
122,Air transport,0.0,0.0,0.0,72134.0,2074.8870181099815,149669900.1643454,Services,2.904287098267434,0.0,0.0,0.0,0.18977739049627013,202467785.10971072
136,Public administration and defence,0.0,0.0,0.0,16179.0,8151.954710268112,131890475.25742778,Services,2.559284166381491,0.0,0.0,0.0,0.745610088094183,258738484.19045466
51,Alcoholic beverages,9.745801707239435,0.0,0.0,18528.7,6810.041772828685,126181220.99621086,Manufacturing,2.4484982737379233,0.814,102711513.89091563,3.7055090017639345,0.6228734121606598,298038010.9531854
47,"Grain Mill products, starch and starch products",4.401410247877535,0.0,0.0,2167.2,46718.39709560435,101248110.18559374,Manufacturing,1.9646808063150518,0.814,82415961.6910733,2.9733091877084514,4.273049766848732,262900194.3900633
49,Bread & Bakery products,4.401410247877535,0.0,0.0,2167.2,37085.66689569487,80372057.29634991,Manufacturing,1.559588994251274,0.814,65422854.63922883,2.360251227960892,3.392002083414561,151663923.35701635
127,Financial services,0.0,0.0,0.0,36606.0,1683.9691363247318,61643374.20430313,Services,1.1961660707907515,0.0,0.0,0.0,0.15402249162418044,120465176.43502301
126,Communication services,0.0,0.0,0.0,42924.0,1408.3253002840565,60450955.18939284,Services,1.1730276364300016,0.0,0.0,0.0,0.12881101386486069,68258040.19222033
63,Leather footwear,32.19026549859592,0.0,0.0,19029.800000000003,1874.7282233516592,35675703.14473741,Manufacturing,0.6922733579103602,0.814,29040022.35981625,1.047672847856276,0.17147007379778595,99506146.24288546
124,Supportive and Auxiliary transport activities,0.0,0.0,0.0,9418.0,3292.741667760575,31011041.026969098,Services,0.601757375795483,0.0,0.0,0.0,0.30116720372329,41966068.86482198
80,"Synthetic fibres, resin",0.0759334507042253,0.0,0.0,5383.6,5524.640350889706,29742453.79304982,Petroleum,0.5771409263126349,0.814,24210357.387542553,0.8734336963501371,0.5053055034183419,85776914.31745313
67,"Publishing, printing and allied activities",565.4379703520859,0.0,0.0,5970.200000000001,2959.1976123992563,17667001.585546043,Manufacturing,0.3428214003859864,0.814,14380939.290634478,0.5188191467206078,0.2706599424172388,20682473.97501103
76,Pesticides,0.0759334507042253,0.0,0.0,5383.6,2829.810942783788,15234570.191570802,Petroleum,0.29562100065841396,0.814,12400940.135938631,0.4473869925903263,0.2588257247898166,33213348.37148512
73,Inorganic chemicals,0.0759334507042253,0.0,0.0,5383.6,2821.5171893336874,15189919.94049684,Petroleum,0.2947545796346402,0.814,12364594.831564426,0.44607576809923855,0.2580671452269577,33116002.393244393
77,"Paints, varnishes and lacquers",0.0759334507042253,0.0,0.0,5383.6,2658.179500346132,14310575.158063438,Petroleum,0.27769123086681297,0.814,11648808.178663637,0.4202524325724808,0.24312763280281344,31198864.728889123
81,Other chemicals and chemical products,0.0759334507042253,0.0,0.0,5383.6,2581.6367882494915,13898499.813219963,Manufacturing,0.26969506659979015,0.814,11313378.84796105,0.40815119525945526,0.23612673297722217,29205248.93042765
79,"Soaps, cosmetics and glycerin",0.0759334507042253,0.0,0.0,5383.6,2347.667155935757,12638900.900695741,Petroleum,0.24525303205163548,0.814,10288065.333166333,0.3711611021844269,0.21472694306658005,27623128.33848196
114,Electricity,3755.2656967224407,0.0,0.0,2078.2000000000003,6003.691989826163,12476872.693256734,Electricity,0.2421089367331794,0.814,10156174.372310981,0.36640289033273665,0.5491214650378499,8830384.503518168
66,"Paper, Paper products and newsprint",1135.798662071316,0.0,0.0,3287.4000000000005,3782.78579255658,12435530.014450504,Manufacturing,0.24130669788266298,0.814,10122521.431762708,0.36518879787694936,0.3459885816682576,14163421.516868157
74,Organic chemicals,0.0759334507042253,0.0,0.0,5383.6,2030.122743142339,10929368.799981097,Petroleum,0.2120802162835501,0.814,8896506.203184612,0.3209580169868858,0.18568307248441276,22104498.81150798
78,Drugs and medicine,0.0759334507042253,0.0,0.0,5383.6,1727.7749028999438,9301648.967252137,Petroleum,0.18049493624662988,0.814,7571542.2593432395,0.27315747705782645,0.15802914065941567,24276803.450990785
137,Education services,0.0,0.0,0.0,16179.0,551.0349751136674,8915194.862364026,Services,0.17299594232957236,0.0,0.0,0.0,0.05039984285241015,12429794.600993259
131,Renting of machinery & equipment,0.0,0.0,0.0,4177.0,2060.1053184208317,8605059.915043814,Services,0.16697789243954836,0.0,0.0,0.0,0.18842539765539648,11551464.892192919
58,Wool yarn and woolen textiles,65.70710243897042,0.0,0.0,1039.1,6630.628203837379,6889885.7666074205,Manufacturing,0.13369559489598176,0.814,5608367.01401844,0.20233227676609397,0.6064635360345817,20249911.86530581
59,Silk yarn and silk textiles,65.70710243897042,0.0,0.0,1039.1,6627.247601257148,6886372.982466302,Manufacturing,0.13362743066490493,0.814,5605507.6077275695,0.2022291183630178,0.6061543327235669,20239484.184113
55,Tobacco Products,1.1167666957661972,0.0,0.0,3097.2000000000003,2190.861248096242,6785535.457603681,Manufacturing,0.13167071710955308,0.814,5523425.862489396,0.1992678666557986,0.20038485323496666,26962456.20202215
60,Carpet weaving,65.70710243897042,0.0,0.0,1039.1,6417.99781431256,6668941.528852181,Manufacturing,0.12940825657047697,0.814,5428518.404485675,0.195843903492907,0.5870155178475563,19594040.061020743
57,Synthetic yarn and synthetic  textiles,65.70710243897042,0.0,0.0,1039.1,6083.325445379355,6321183.470293688,Manufacturing,0.12266014461422564,0.814,5145443.344819061,0.18563144393473596,0.5564050565101468,18404017.850028653
62,Misc. textile products,65.70710243897042,0.0,0.0,1039.1,5223.761641883033,5428010.722080659,Manufacturing,0.10532846946571023,0.814,4418400.727773656,0.15940202855498625,0.47778594415906933,15904034.771601275
56,Cotton Yarn and Cotton Textiles,65.70710243897042,0.0,0.0,1039.1,4644.732456637682,4826341.495692215,Manufacturing,0.09365330853017312,0.814,3928641.9774934626,0.1417330702356364,0.4248256398928929,14124291.582388274
125,Storage and warehousing,0.0,0.0,0.0,964.0,3838.744447794667,3700549.647674059,Services,0.07180774882883328,0.0,0.0,0.0,0.35110678206860424,6308152.732907096
