Year,Type,TWF_m3,TWF_bn_m3,Scarce_m3,Demand_crore,Green_m3,Green_bn_m3
2015,Inbound,1437871992.532276,1.4378719925322758,1185594581.7382154,235331.0,3006806002.10317,3.0068060021031697
2015,Domestic,3715540707.3909416,3.7155407073909417,3063629133.285847,694473.9999999999,7659455133.526788,7.659455133526788
