Category_ID,Category_Name,Source_ID,Source_Name,Source_Group,Water_m3,Water_pct
SERV_001,Hotels & Restaurants,24,Other livestock products,Agriculture,9484920.856125133,0.14774545991390137
TEXT_M01,Textiles,1,Paddy,Agriculture,9255869.982420906,0.1441775622801264
FOOD_M02,Processed Fruit/Veg,7,Groundnut,Agriculture,9241283.038784254,0.14395034323117212
SERV_009,Financial Services,12,Sugarcane,Agriculture,8930916.211862976,0.13911579687268666
FOOD_M06,Beverages,114,Electricity,Electricity,8889484.360510748,0.13847041795746184
SERV_004,Air Transport,20,Other food crops,Agriculture,8508494.146008277,0.13253577967020475
UTIL_M01,"Electricity, Heat & Energy",114,Electricity,Electricity,8416395.864306055,0.13110117592455645
SERV_018,Other Services,20,Other food crops,Agriculture,8338355.071400061,0.12988554397413318
SERV_015,Health & Social Work,12,Sugarcane,Agriculture,8292973.02411992,0.12917863333682314
TEXT_001,Ready Made Garments,70,Plastic products,Manufacturing,8197549.752624282,0.12769223662909437
SERV_009,Financial Services,69,Rubber products,Manufacturing,8153705.116885929,0.12700927406460055
TEXT_M01,Textiles,2,Wheat,Agriculture,7895047.905295187,0.12298020210225065
SERV_015,Health & Social Work,67,"Publishing, printing and allied activities",Manufacturing,7790699.795305279,0.12135478426951783
FOOD_M06,Beverages,71,Petroleum products,Petroleum,7625890.973968267,0.11878757728111367
SERV_003,Road Transport,66,"Paper, Paper products and newsprint",Manufacturing,7479431.865684001,0.11650620154374362
SERV_015,Health & Social Work,70,Plastic products,Manufacturing,7156358.65873249,0.11147372944714352
SERV_004,Air Transport,12,Sugarcane,Agriculture,6980786.818899395,0.10873886822715571
SERV_004,Air Transport,69,Rubber products,Manufacturing,6881006.964802742,0.10718460956150412
SERV_M03,Support & Travel Agencies,114,Electricity,Electricity,6786231.512523558,0.10570830385501069
TEXT_002,Leather Footwear,20,Other food crops,Agriculture,6662146.34111626,0.10377544421430768
FOOD_M04,Grain Mill & Bakery,20,Other food crops,Agriculture,5913249.202245504,0.09210996446080903
SERV_001,Hotels & Restaurants,3,Coarse cereals,Agriculture,5911840.550393934,0.09208802206204518
TEXT_002,Leather Footwear,24,Other livestock products,Agriculture,5772463.370347368,0.08991696066049594
SERV_010,Real Estate,2,Wheat,Agriculture,5617549.777131484,0.08750389043842705
TEXT_M01,Textiles,20,Other food crops,Agriculture,5552060.2350461045,0.08648376779726585
TEXT_002,Leather Footwear,1,Paddy,Agriculture,5486313.470437556,0.08545963843210956
SERV_010,Real Estate,1,Paddy,Agriculture,5464741.912096951,0.08512362088842769
SERV_002,Railway Transport,1,Paddy,Agriculture,5337025.1951175155,0.08313419310352058
FOOD_M06,Beverages,18,Fruits,Agriculture,5256709.203509087,0.08188312065930875
SERV_001,Hotels & Restaurants,15,Tea,Agriculture,5246210.99820572,0.08171959139065756
SERV_002,Railway Transport,2,Wheat,Agriculture,5077963.070519202,0.07909881386044203
SERV_003,Road Transport,19,Vegetables,Agriculture,4979655.182142012,0.07756748382598287
SERV_003,Road Transport,70,Plastic products,Manufacturing,4941523.0812503025,0.07697350472281612
SERV_001,Hotels & Restaurants,7,Groundnut,Agriculture,4754002.854716624,0.07405252493472585
WOOD_M02,Paper Products,66,"Paper, Paper products and newsprint",Manufacturing,4704460.97701616,0.07328081712430945
SERV_003,Road Transport,17,Rubber,Agriculture,4685847.033599116,0.07299086998899026
FOOD_M02,Processed Fruit/Veg,13,Coconut,Agriculture,4238457.443898368,0.06602193670070215
TEXT_001,Ready Made Garments,19,Vegetables,Agriculture,4213882.90238815,0.0656391420530003
SERV_009,Financial Services,17,Rubber,Agriculture,4169389.852902142,0.06494607922633083
TEXT_002,Leather Footwear,2,Wheat,Agriculture,4043596.423160851,0.06298661025308452
FOOD_M06,Beverages,15,Tea,Agriculture,3970954.485920763,0.06185507562149687
SERV_M03,Support & Travel Agencies,1,Paddy,Agriculture,3847196.5643185144,0.05992731351125164
SERV_M03,Support & Travel Agencies,2,Wheat,Agriculture,3769520.704222458,0.058717366074875446
TEXT_001,Ready Made Garments,9,Other oil seeds,Agriculture,3726122.794561353,0.05804136210821702
FOOD_M02,Processed Fruit/Veg,70,Plastic products,Manufacturing,3712184.6877236846,0.0578242499112575
CHEM_M04,Other Chemicals,70,Plastic products,Manufacturing,3588211.9147854727,0.05589314108785288
FOOD_M06,Beverages,9,Other oil seeds,Agriculture,3518628.485406057,0.0548092484616525
SERV_004,Air Transport,66,"Paper, Paper products and newsprint",Manufacturing,3507503.607545331,0.05463595759070575
TEXT_M01,Textiles,114,Electricity,Electricity,3432550.836503378,0.05346842738171476
WOOD_M03,Printing/Publishing,67,"Publishing, printing and allied activities",Manufacturing,3410414.4487843215,0.053123611559422225
SERV_018,Other Services,114,Electricity,Electricity,3321966.1712138643,0.051745863484718914
TEXT_002,Leather Footwear,114,Electricity,Electricity,3213505.2641488216,0.050056381111583954
CHEM_M04,Other Chemicals,9,Other oil seeds,Agriculture,3198998.371279007,0.049830409003699845
SERV_001,Hotels & Restaurants,4,Gram,Agriculture,3124291.9242245117,0.04866671575353719
TEXT_M01,Textiles,12,Sugarcane,Agriculture,3031984.4241839442,0.047228853039249064
SERV_004,Air Transport,70,Plastic products,Manufacturing,2964772.4079050943,0.04618189962682849
FOOD_M06,Beverages,70,Plastic products,Manufacturing,2926748.3519327734,0.04558960352624536
FOOD_M06,Beverages,19,Vegetables,Agriculture,2926630.491399386,0.0455877676270349
SERV_018,Other Services,71,Petroleum products,Petroleum,2850870.2050731517,0.0444076588505605
TEXT_002,Leather Footwear,71,Petroleum products,Petroleum,2798547.2864642977,0.04359263110376485
SERV_015,Health & Social Work,19,Vegetables,Agriculture,2751678.9129466917,0.042862568143218004
SERV_002,Railway Transport,20,Other food crops,Agriculture,2718013.052009848,0.04233815911725345
TEXT_M01,Textiles,71,Petroleum products,Petroleum,2679335.4213329633,0.041735682362895925
SERV_009,Financial Services,66,"Paper, Paper products and newsprint",Manufacturing,2673766.414194702,0.04164893461524605
SERV_009,Financial Services,19,Vegetables,Agriculture,2527706.010429905,0.03937376944973974
SERV_013,Public Administration,71,Petroleum products,Petroleum,2492853.566341695,0.03883087716217671
SERV_003,Road Transport,9,Other oil seeds,Agriculture,2458290.68921353,0.03829249542397267
WOOD_M03,Printing/Publishing,66,"Paper, Paper products and newsprint",Manufacturing,2457769.888735583,0.03828438297819639
SERV_010,Real Estate,20,Other food crops,Agriculture,2383881.184158759,0.037133427603266135
SERV_004,Air Transport,17,Rubber,Agriculture,2366368.250998999,0.036860630770970036
SERV_001,Hotels & Restaurants,16,Coffee,Agriculture,2298577.61641975,0.03580466429157675
SERV_010,Real Estate,12,Sugarcane,Agriculture,2276499.5844250536,0.03546075746931331
WOOD_M03,Printing/Publishing,114,Electricity,Electricity,2267971.4954836764,0.03532791646389609
FOOD_M02,Processed Fruit/Veg,6,Other pulses,Agriculture,2261358.1349428385,0.035224900950166046
CHEM_M04,Other Chemicals,19,Vegetables,Agriculture,2245175.9804190854,0.034972833495015294
TEXT_001,Ready Made Garments,17,Rubber,Agriculture,2131763.432583134,0.03320622001513484
SERV_018,Other Services,19,Vegetables,Agriculture,2130818.36537938,0.03319149881811209
SERV_004,Air Transport,19,Vegetables,Agriculture,2124115.391304542,0.033087087405249495
SERV_002,Railway Transport,12,Sugarcane,Agriculture,2101006.927494885,0.03272712967178494
WOOD_M03,Printing/Publishing,70,Plastic products,Manufacturing,2091587.1055842782,0.032580398250236925
WOOD_M03,Printing/Publishing,71,Petroleum products,Petroleum,2045683.1939899945,0.031865358595903406
TEXT_001,Ready Made Garments,10,kapas,Agriculture,1978057.53842167,0.030811961974521053
SERV_015,Health & Social Work,17,Rubber,Agriculture,1958215.4856333383,0.03050288472872044
FOOD_M02,Processed Fruit/Veg,4,Gram,Agriculture,1946424.6024499645,0.0303192195737715
TEXT_002,Leather Footwear,12,Sugarcane,Agriculture,1902429.2541859536,0.02963390937857457
SERV_001,Hotels & Restaurants,70,Plastic products,Manufacturing,1896492.6397976605,0.02954143545744918
SERV_M03,Support & Travel Agencies,20,Other food crops,Agriculture,1837365.1048736735,0.028620413028961723
WOOD_M02,Paper Products,114,Electricity,Electricity,1813477.1922858355,0.02824831391656965
FOOD_M04,Grain Mill & Bakery,15,Tea,Agriculture,1783757.4482759554,0.027785373074588077
SERV_009,Financial Services,9,Other oil seeds,Agriculture,1757146.7539023045,0.027370861521091628
FOOD_M06,Beverages,16,Coffee,Agriculture,1740032.8476375793,0.02710428028226428
FOOD_M02,Processed Fruit/Veg,3,Coarse cereals,Agriculture,1730250.2123612973,0.026951897360995
WOOD_M02,Paper Products,71,Petroleum products,Petroleum,1716101.3511766533,0.026731502269175835
FOOD_M04,Grain Mill & Bakery,18,Fruits,Agriculture,1627002.7052266742,0.025343623485233786
SERV_015,Health & Social Work,69,Rubber products,Manufacturing,1605542.7102063566,0.025009343749838913
UTIL_M01,"Electricity, Heat & Energy",71,Petroleum products,Petroleum,1596428.7720180922,0.024867377041873983
CHEM_M04,Other Chemicals,8,Rapeseed and mustard,Agriculture,1581143.042566578,0.024629273091172587
FOOD_M06,Beverages,8,Rapeseed and mustard,Agriculture,1556111.6367643254,0.02423936192389521
TEXT_002,Leather Footwear,17,Rubber,Agriculture,1533810.9745648133,0.023891987217977265
FOOD_M04,Grain Mill & Bakery,114,Electricity,Electricity,1533444.706919664,0.02388628191136427
TEXT_001,Ready Made Garments,7,Groundnut,Agriculture,1497080.0195583408,0.02331983359404865
SERV_M03,Support & Travel Agencies,12,Sugarcane,Agriculture,1479453.446481842,0.02304526660657489
SERV_015,Health & Social Work,9,Other oil seeds,Agriculture,1409676.6394957127,0.02195836176088693
SERV_010,Real Estate,66,"Paper, Paper products and newsprint",Manufacturing,1384673.4893766567,0.021568890728954102
FOOD_005,Tobacco Products,20,Other food crops,Agriculture,1384538.9082306188,0.021566794374791667
WOOD_M03,Printing/Publishing,1,Paddy,Agriculture,1370281.1402124288,0.02134470285445675
FOOD_005,Tobacco Products,12,Sugarcane,Agriculture,1359683.7511051078,0.021179628611740577
FOOD_M04,Grain Mill & Bakery,71,Petroleum products,Petroleum,1251911.769031173,0.019500877539499036
TEXT_M01,Textiles,70,Plastic products,Manufacturing,1247876.4009822886,0.01943801910163244
CHEM_M04,Other Chemicals,17,Rubber,Agriculture,1244351.4624538105,0.019383111562396423
SERV_001,Hotels & Restaurants,13,Coconut,Agriculture,1231878.163126667,0.019188816494078324
FOOD_M02,Processed Fruit/Veg,66,"Paper, Paper products and newsprint",Manufacturing,1220308.783905978,0.019008601679447037
FOOD_M02,Processed Fruit/Veg,17,Rubber,Agriculture,1212767.670882203,0.018891134677996954
SERV_001,Hotels & Restaurants,5,Arhar,Agriculture,1209585.251652236,0.01884156252026338
FOOD_M04,Grain Mill & Bakery,9,Other oil seeds,Agriculture,1208716.0538574797,0.018828023131807703
SERV_004,Air Transport,9,Other oil seeds,Agriculture,1202980.6140416064,0.0187386828825575
WOOD_M03,Printing/Publishing,2,Wheat,Agriculture,1193389.16147944,0.018589277991200442
SERV_003,Road Transport,18,Fruits,Agriculture,1177200.6322539067,0.018337111238094485
SERV_003,Road Transport,8,Rapeseed and mustard,Agriculture,1121242.1604699732,0.017465452921150565
FOOD_M02,Processed Fruit/Veg,69,Rubber products,Manufacturing,1120595.497941174,0.017455379937498326
TEXT_001,Ready Made Garments,69,Rubber products,Manufacturing,1098657.7154505951,0.017113657764722512
TEXT_002,Leather Footwear,70,Plastic products,Manufacturing,1087139.6439622617,0.01693424216440508
WOOD_M02,Paper Products,1,Paddy,Agriculture,1070937.149757842,0.016681857880519527
FOOD_005,Tobacco Products,1,Paddy,Agriculture,1042849.0487574685,0.016244332943479232
FOOD_M04,Grain Mill & Bakery,19,Vegetables,Agriculture,1032210.7257787378,0.016078621078820902
FOOD_M02,Processed Fruit/Veg,46,Edible Oils and Fats,Manufacturing,1014611.4753384839,0.015804479692732677
SERV_002,Railway Transport,66,"Paper, Paper products and newsprint",Manufacturing,1009938.4837548585,0.015731689070526203
SERV_018,Other Services,66,"Paper, Paper products and newsprint",Manufacturing,975932.4681340249,0.015201981496372344
SERV_003,Road Transport,72,Coal tar products,Petroleum,967558.770957143,0.015071545432714606
CHEM_M04,Other Chemicals,69,Rubber products,Manufacturing,950232.8814011755,0.01480166215591206
FOOD_M06,Beverages,3,Coarse cereals,Agriculture,944236.8127853165,0.01470826212350659
FOOD_M06,Beverages,7,Groundnut,Agriculture,943389.1311959219,0.014695057890367968
SERV_010,Real Estate,70,Plastic products,Manufacturing,940758.6647728344,0.014654083434453959
WOOD_M02,Paper Products,2,Wheat,Agriculture,925694.0994253148,0.01441942453013269
CHEM_M04,Other Chemicals,66,"Paper, Paper products and newsprint",Manufacturing,917536.6650695722,0.014292357166167459
SERV_001,Hotels & Restaurants,46,Edible Oils and Fats,Manufacturing,895238.7445795785,0.013945025167525608
TEXT_002,Leather Footwear,69,Rubber products,Manufacturing,886468.8365778921,0.01380841737598299
WOOD_M03,Printing/Publishing,20,Other food crops,Agriculture,881737.9743780964,0.01373472531021876
SERV_013,Public Administration,114,Electricity,Electricity,816428.9947547741,0.012717415268593667
SERV_M03,Support & Travel Agencies,69,Rubber products,Manufacturing,813276.0432194453,0.01266830212555963
SERV_010,Real Estate,19,Vegetables,Agriculture,797811.3098357267,0.012427409852352325
FOOD_005,Tobacco Products,2,Wheat,Agriculture,795026.3627633465,0.012384029070131145
FOOD_M04,Grain Mill & Bakery,16,Coffee,Agriculture,781735.1566354813,0.012176993566940436
TEXT_001,Ready Made Garments,8,Rapeseed and mustard,Agriculture,771861.5983240595,0.012023194348598441
TEXT_M01,Textiles,19,Vegetables,Agriculture,766640.6249685453,0.01194186788090203
SERV_001,Hotels & Restaurants,66,"Paper, Paper products and newsprint",Manufacturing,766520.6456343025,0.011939998977388048
FOOD_005,Tobacco Products,14,Tobacco,Agriculture,762836.9957291845,0.01188261921031893
FOOD_M06,Beverages,17,Rubber,Agriculture,751424.8429033642,0.01170485349214009
SERV_017,Cultural & Rec Services,71,Petroleum products,Petroleum,744937.6826143163,0.011603803784400924
WOOD_M02,Paper Products,20,Other food crops,Agriculture,744619.0341338116,0.011598840235730653
CHEM_M04,Other Chemicals,24,Other livestock products,Agriculture,740149.8177232072,0.011529223794638992
TEXT_001,Ready Made Garments,66,"Paper, Paper products and newsprint",Manufacturing,737128.4020509121,0.011482159569763985
FOOD_M06,Beverages,24,Other livestock products,Agriculture,714554.615984477,0.011130530446551039
SERV_003,Road Transport,24,Other livestock products,Agriculture,714510.3209457446,0.011129840468113824
TEXT_001,Ready Made Garments,56,Cotton Yarn and Cotton Textiles,Manufacturing,703820.1515512996,0.010963320998136397
SERV_002,Railway Transport,70,Plastic products,Manufacturing,683696.6242657515,0.010649859258287164
TEXT_M01,Textiles,9,Other oil seeds,Agriculture,674584.2060282344,0.010507916226410379
SERV_013,Public Administration,1,Paddy,Agriculture,667223.5180151646,0.01039325968343338
SERV_018,Other Services,18,Fruits,Agriculture,666023.8160030796,0.010374572070935204
SERV_009,Financial Services,8,Rapeseed and mustard,Agriculture,660201.286914768,0.010283875242668142
SERV_017,Cultural & Rec Services,114,Electricity,Electricity,658898.8352856898,0.010263587111868451
SERV_013,Public Administration,2,Wheat,Agriculture,653708.8592054805,0.010182743484963806
SERV_001,Hotels & Restaurants,17,Rubber,Agriculture,645456.9305951418,0.010054204195474231
TEXT_002,Leather Footwear,63,Leather footwear,Manufacturing,643160.0694676402,0.010018426268722007
SERV_002,Railway Transport,19,Vegetables,Agriculture,637153.182534011,0.009924857720694878
WOOD_M03,Printing/Publishing,12,Sugarcane,Agriculture,633591.8707078494,0.009869383599019602
FOOD_M02,Processed Fruit/Veg,5,Arhar,Agriculture,633482.8202374694,0.009867684933090332
SERV_015,Health & Social Work,18,Fruits,Agriculture,622830.1257547758,0.009701749205260672
SERV_001,Hotels & Restaurants,69,Rubber products,Manufacturing,616343.6542361884,0.009600710226415293
SERV_015,Health & Social Work,8,Rapeseed and mustard,Agriculture,613867.9185411276,0.00956214599225452
SERV_M03,Support & Travel Agencies,70,Plastic products,Manufacturing,606485.7996352824,0.009447155622864259
UTIL_M01,"Electricity, Heat & Energy",20,Other food crops,Agriculture,598462.1739580771,0.009322172580429052
SERV_018,Other Services,24,Other livestock products,Agriculture,585689.0340335807,0.009123206931551692
SERV_003,Road Transport,7,Groundnut,Agriculture,582802.7223580481,0.009078247205221341
CHEM_M04,Other Chemicals,7,Groundnut,Agriculture,580502.9886442724,0.009042424532541699
UTIL_M01,"Electricity, Heat & Energy",1,Paddy,Agriculture,544169.5928910957,0.008476463640804757
CHEM_M04,Other Chemicals,18,Fruits,Agriculture,539008.5009633679,0.008396069938834365
SERV_009,Financial Services,7,Groundnut,Agriculture,537519.5396194487,0.008372876568864462
TEXT_001,Ready Made Garments,24,Other livestock products,Agriculture,534753.7828130192,0.008329794711084696
SERV_017,Cultural & Rec Services,2,Wheat,Agriculture,528465.5304343548,0.00823184336770153
FOOD_M02,Processed Fruit/Veg,72,Coal tar products,Petroleum,523076.48805089935,0.008147898909174504
SERV_018,Other Services,70,Plastic products,Manufacturing,503585.7213713252,0.007844293604414515
UTIL_M01,"Electricity, Heat & Energy",2,Wheat,Agriculture,503143.8147069284,0.007837410077987602
SERV_017,Cultural & Rec Services,1,Paddy,Agriculture,497961.5293560832,0.007756686248639964
WOOD_M02,Paper Products,12,Sugarcane,Agriculture,497173.34017838247,0.0077444087215709475
SERV_018,Other Services,9,Other oil seeds,Agriculture,493208.9540544652,0.007682655960526432
SERV_M03,Support & Travel Agencies,19,Vegetables,Agriculture,486551.9104307338,0.007578960000720931
SERV_015,Health & Social Work,72,Coal tar products,Petroleum,486394.69676560105,0.007576511102558034
WOOD_M03,Printing/Publishing,17,Rubber,Agriculture,485008.7661845832,0.0075549226302653
SERV_004,Air Transport,67,"Publishing, printing and allied activities",Manufacturing,474826.4446949958,0.007396313845406671
SERV_004,Air Transport,8,Rapeseed and mustard,Agriculture,470882.6046341166,0.007334881127890089
SERV_009,Financial Services,18,Fruits,Agriculture,470560.1390691511,0.007329858120958886
TEXT_001,Ready Made Garments,4,Gram,Agriculture,470168.3276112737,0.007323754921478181
SERV_002,Railway Transport,69,Rubber products,Manufacturing,468119.95595751045,0.0072918476850709945
SERV_M03,Support & Travel Agencies,66,"Paper, Paper products and newsprint",Manufacturing,462530.5682784088,0.0072047824722123455
CHEM_M04,Other Chemicals,13,Coconut,Agriculture,452139.115093193,0.007042916068336975
SERV_009,Financial Services,67,"Publishing, printing and allied activities",Manufacturing,450326.40943019104,0.007014679772438331
SERV_003,Road Transport,4,Gram,Agriculture,446825.1241947644,0.006960140677674689
SERV_004,Air Transport,18,Fruits,Agriculture,442278.76254091394,0.006889322554500863
SERV_004,Air Transport,72,Coal tar products,Petroleum,433297.69208763394,0.006749425511102538
CHEM_M04,Other Chemicals,10,kapas,Agriculture,426817.5304169244,0.00664848481999101
SERV_018,Other Services,67,"Publishing, printing and allied activities",Manufacturing,426014.3794197918,0.006635974234478319
FOOD_M06,Beverages,69,Rubber products,Manufacturing,415810.82753375906,0.006477034746313403
SERV_009,Financial Services,72,Coal tar products,Petroleum,413073.5462987276,0.00643439644904999
SERV_004,Air Transport,61,Ready made garments,Manufacturing,408567.64997045347,0.006364208649336794
SERV_003,Road Transport,6,Other pulses,Agriculture,404757.92636394093,0.006304865047536938
FOOD_M06,Beverages,6,Other pulses,Agriculture,401638.5580806788,0.00625627502674053
SERV_010,Real Estate,69,Rubber products,Manufacturing,388968.90274701104,0.006058921344762832
SERV_015,Health & Social Work,24,Other livestock products,Agriculture,385604.5667659547,0.006006515491897433
TEXT_002,Leather Footwear,19,Vegetables,Agriculture,374908.3294241196,0.005839901502240666
TEXT_002,Leather Footwear,9,Other oil seeds,Agriculture,373372.0423779336,0.005815970945555849
SERV_015,Health & Social Work,7,Groundnut,Agriculture,371711.3114951872,0.005790101942346809
UTIL_M01,"Electricity, Heat & Energy",12,Sugarcane,Agriculture,370052.3337627609,0.005764260247747326
FOOD_005,Tobacco Products,18,Fruits,Agriculture,369076.6119910596,0.0057490615482436915
TEXT_M01,Textiles,10,kapas,Agriculture,367296.78450389416,0.005721337391695895
SERV_009,Financial Services,24,Other livestock products,Agriculture,364398.23994131526,0.005676187115170119
CHEM_M04,Other Chemicals,72,Coal tar products,Petroleum,363504.6012618895,0.005662267014023112
SERV_004,Air Transport,7,Groundnut,Agriculture,360917.67190021236,0.005621970729625659
