Category_ID,Category_Name,Source_ID,Source_Name,Source_Group,Water_m3,Water_pct
SERV_013,Public Administration,46,Edible Oils and Fats,Manufacturing,1314.8837018454667,2.0481783686892652e-05
SERV_M03,Support & Travel Agencies,68,Furniture & Fixtures,Manufacturing,1285.2055276011588,2.0019490372099358e-05
WOOD_M03,Printing/Publishing,75,Fertilizers,Petroleum,1255.76675057088,1.9560926118626163e-05
SERV_M02,Pipeline/Water Transport,6,Other pulses,Agriculture,1247.0487358990806,1.942512666317901e-05
SERV_010,Real Estate,23,Egg and poultry,Agriculture,1243.0636934527465,1.936305214110961e-05
SERV_004,Air Transport,63,Leather footwear,Manufacturing,1232.0015157687526,1.9190737943198773e-05
SERV_003,Road Transport,74,Organic chemicals,Petroleum,1189.1255574293973,1.852286434887073e-05
UTIL_M01,"Electricity, Heat & Energy",46,Edible Oils and Fats,Manufacturing,1179.3324582845873,1.837031843319258e-05
SERV_001,Hotels & Restaurants,58,Wool yarn and woolen textiles,Manufacturing,1162.9353373058946,1.8114902471688125e-05
SERV_013,Public Administration,5,Arhar,Agriculture,1153.4255367716705,1.7966769464050948e-05
SERV_009,Financial Services,47,"Grain Mill products, starch and starch products",Manufacturing,1150.4092973656177,1.791978586924637e-05
SERV_004,Air Transport,47,"Grain Mill products, starch and starch products",Manufacturing,1130.6191082356088,1.7611516497350865e-05
SERV_M02,Pipeline/Water Transport,15,Tea,Agriculture,1126.1693114063287,1.754220255271833e-05
SERV_015,Health & Social Work,58,Wool yarn and woolen textiles,Manufacturing,1119.6558722355996,1.744074350203167e-05
FOOD_005,Tobacco Products,46,Edible Oils and Fats,Manufacturing,1118.6626105230941,1.742527158500094e-05
CHEM_M04,Other Chemicals,73,Inorganic chemicals,Petroleum,1114.4523366158453,1.735968865982679e-05
SERV_001,Hotels & Restaurants,59,Silk yarn and silk textiles,Manufacturing,1113.241072070769,1.7340820939156867e-05
FOOD_M06,Beverages,68,Furniture & Fixtures,Manufacturing,1095.4629503976944,1.706389329760491e-05
SERV_017,Cultural & Rec Services,62,Misc. textile products,Manufacturing,1094.4047600228378,1.7047409994688503e-05
SERV_M02,Pipeline/Water Transport,4,Gram,Agriculture,1093.6673603087797,1.7035923608924566e-05
SERV_015,Health & Social Work,59,Silk yarn and silk textiles,Manufacturing,1081.717075728323,1.6849775477777913e-05
SERV_001,Hotels & Restaurants,49,Bread & Bakery products,Manufacturing,1064.1625700923032,1.657633107606949e-05
FOOD_M02,Processed Fruit/Veg,74,Organic chemicals,Petroleum,1057.604356964964,1.6474174586900006e-05
CHEM_M04,Other Chemicals,47,"Grain Mill products, starch and starch products",Manufacturing,1030.6945163393268,1.6055003268577718e-05
SERV_M02,Pipeline/Water Transport,10,kapas,Agriculture,1018.3926951948897,1.586337929507986e-05
SERV_003,Road Transport,45,Dairy products,Manufacturing,1016.7336554170047,1.58375366340058e-05
SERV_004,Air Transport,14,Tobacco,Agriculture,1015.5172862033054,1.5818589398532872e-05
FOOD_M04,Grain Mill & Bakery,23,Egg and poultry,Agriculture,1011.3877167050875,1.575426359613394e-05
SERV_015,Health & Social Work,14,Tobacco,Agriculture,1004.8398247875967,1.5652267879196413e-05
SERV_018,Other Services,68,Furniture & Fixtures,Manufacturing,964.2326354849488,1.5019734624535018e-05
SERV_001,Hotels & Restaurants,63,Leather footwear,Manufacturing,963.8059955808316,1.5013088906578317e-05
TEXT_001,Ready Made Garments,74,Organic chemicals,Petroleum,960.4746368468377,1.4961196736284217e-05
SERV_018,Other Services,48,Sugar,Manufacturing,949.3569992342958,1.4788018645803857e-05
TEXT_002,Leather Footwear,58,Wool yarn and woolen textiles,Manufacturing,941.1596712748687,1.4660329864020452e-05
SERV_017,Cultural & Rec Services,5,Arhar,Agriculture,915.4876025463626,1.4260439168170834e-05
UTIL_M01,"Electricity, Heat & Energy",65,Wood and wood products except furniture,Manufacturing,910.7579619157364,1.4186766130641156e-05
SERV_017,Cultural & Rec Services,46,Edible Oils and Fats,Manufacturing,909.9680399967217,1.417446161287119e-05
SERV_009,Financial Services,74,Organic chemicals,Petroleum,908.7026134933253,1.4154750217956304e-05
SERV_018,Other Services,47,"Grain Mill products, starch and starch products",Manufacturing,901.3833484025658,1.404073891480793e-05
CHEM_M04,Other Chemicals,81,Other chemicals and chemical products,Manufacturing,897.7852148248023,1.3984691225181187e-05
SERV_003,Road Transport,81,Other chemicals and chemical products,Manufacturing,897.7381197125529,1.3983957630338959e-05
SERV_M02,Pipeline/Water Transport,13,Coconut,Agriculture,897.2224772198635,1.3975925529872422e-05
UTIL_M01,"Electricity, Heat & Energy",5,Arhar,Agriculture,890.1406813163923,1.3865613255405835e-05
SERV_010,Real Estate,43,Processed fish & fish products,Manufacturing,885.3012892333268,1.3790230632834506e-05
TEXT_002,Leather Footwear,23,Egg and poultry,Agriculture,878.5871844768891,1.368564583869683e-05
SERV_013,Public Administration,65,Wood and wood products except furniture,Manufacturing,854.987952776945,1.3318043473425501e-05
TEXT_001,Ready Made Garments,47,"Grain Mill products, starch and starch products",Manufacturing,848.1095688080849,1.3210899721953143e-05
WOOD_M02,Paper Products,75,Fertilizers,Petroleum,847.7810835872481,1.3205782947573724e-05
SERV_M02,Pipeline/Water Transport,3,Coarse cereals,Agriculture,842.957449475065,1.3130645785000493e-05
TEXT_M01,Textiles,14,Tobacco,Agriculture,829.2230150636686,1.291670616868217e-05
FOOD_M04,Grain Mill & Bakery,65,Wood and wood products except furniture,Manufacturing,819.8798670739106,1.27711690874846e-05
SERV_001,Hotels & Restaurants,51,Alcoholic beverages,Manufacturing,816.8210035231467,1.2723521541555985e-05
SERV_001,Hotels & Restaurants,52,Non alcoholic beverages,Manufacturing,815.5506170401203,1.2703732885640956e-05
SERV_002,Railway Transport,23,Egg and poultry,Agriculture,783.0248036075133,1.2197082241152873e-05
FOOD_005,Tobacco Products,57,Synthetic yarn and synthetic  textiles,Manufacturing,776.5136625480155,1.2095658987865677e-05
UTIL_M01,"Electricity, Heat & Energy",56,Cotton Yarn and Cotton Textiles,Manufacturing,772.0937643657393,1.2026810770825329e-05
FOOD_M04,Grain Mill & Bakery,14,Tobacco,Agriculture,761.7623348988931,1.1865879349119105e-05
SERV_013,Public Administration,56,Cotton Yarn and Cotton Textiles,Manufacturing,742.8249822636358,1.1570894507696734e-05
FOOD_M04,Grain Mill & Bakery,45,Dairy products,Manufacturing,733.5922249454209,1.1427076968579136e-05
SERV_017,Cultural & Rec Services,65,Wood and wood products except furniture,Manufacturing,724.5852332751218,1.1286776153532309e-05
FOOD_M02,Processed Fruit/Veg,51,Alcoholic beverages,Manufacturing,723.9991736509262,1.1277647173962823e-05
SERV_002,Railway Transport,63,Leather footwear,Manufacturing,714.9582068043164,1.1136817131722027e-05
SERV_001,Hotels & Restaurants,74,Organic chemicals,Petroleum,670.6025837660857,1.0445894980134539e-05
CHEM_M04,Other Chemicals,78,Drugs and medicine,Petroleum,644.7049812825611,1.0042491172381641e-05
SERV_M02,Pipeline/Water Transport,62,Misc. textile products,Manufacturing,644.6735199280873,1.0042001102685041e-05
FOOD_005,Tobacco Products,11,"jute, hemp and mesta",Agriculture,633.6794821795153,9.870748312270387e-06
SERV_M03,Support & Travel Agencies,23,Egg and poultry,Agriculture,630.862615250392,9.82687031831846e-06
SERV_002,Railway Transport,43,Processed fish & fish products,Manufacturing,630.4244503265504,9.820045076529614e-06
TEXT_001,Ready Made Garments,80,"Synthetic fibres, resin",Petroleum,619.0951820178626,9.64357044040504e-06
SERV_015,Health & Social Work,74,Organic chemicals,Petroleum,602.8556453558919,9.390609150658261e-06
SERV_010,Real Estate,48,Sugar,Manufacturing,599.69384883256,9.341358230320622e-06
TEXT_002,Leather Footwear,43,Processed fish & fish products,Manufacturing,588.8047898083938,9.17174068074285e-06
SERV_010,Real Estate,44,Processed fruits & Processed Vegetables,Manufacturing,573.6169595193264,8.93516169340175e-06
SERV_018,Other Services,14,Tobacco,Agriculture,561.1060920744992,8.740281431078404e-06
SERV_013,Public Administration,68,Furniture & Fixtures,Manufacturing,551.7755003229644,8.594939936878257e-06
CHEM_M04,Other Chemicals,77,"Paints, varnishes and lacquers",Petroleum,551.7132341003129,8.593970023492337e-06
SERV_015,Health & Social Work,45,Dairy products,Manufacturing,541.3652928387146,8.432781399565172e-06
CHEM_M04,Other Chemicals,80,"Synthetic fibres, resin",Petroleum,529.134758000007,8.242267844191547e-06
SERV_010,Real Estate,63,Leather footwear,Manufacturing,525.0292702451826,8.17831716018392e-06
SERV_010,Real Estate,47,"Grain Mill products, starch and starch products",Manufacturing,524.1845882635208,8.16515965157055e-06
SERV_004,Air Transport,74,Organic chemicals,Petroleum,522.5332903804095,8.139437585050871e-06
CHEM_M04,Other Chemicals,79,"Soaps, cosmetics and glycerin",Petroleum,506.4358146845298,7.88868916171482e-06
FOOD_005,Tobacco Products,61,Ready made garments,Manufacturing,502.7321023992246,7.830996885386778e-06
FOOD_M06,Beverages,63,Leather footwear,Manufacturing,499.45379155579644,7.779931035639572e-06
CHEM_M04,Other Chemicals,76,Pesticides,Petroleum,492.123317418301,7.665745130531906e-06
SERV_M02,Pipeline/Water Transport,16,Coffee,Agriculture,489.42564899856,7.623723877279966e-06
CHEM_M04,Other Chemicals,45,Dairy products,Manufacturing,483.87206891836604,7.537216435039468e-06
SERV_018,Other Services,45,Dairy products,Manufacturing,476.38715877605495,7.420624899046225e-06
TEXT_M01,Textiles,43,Processed fish & fish products,Manufacturing,468.1351819722786,7.292084858853326e-06
SERV_M03,Support & Travel Agencies,43,Processed fish & fish products,Manufacturing,462.28161635640294,7.2009045783668265e-06
SERV_001,Hotels & Restaurants,41,Processed poultry meat & poultry meat products,Manufacturing,452.99197987960605,7.05620103950588e-06
UTIL_M01,"Electricity, Heat & Energy",11,"jute, hemp and mesta",Agriculture,433.0211896117205,6.74511846562574e-06
SERV_002,Railway Transport,44,Processed fruits & Processed Vegetables,Manufacturing,426.2419939320549,6.63951975808442e-06
UTIL_M01,"Electricity, Heat & Energy",57,Synthetic yarn and synthetic  textiles,Manufacturing,415.0100881731454,6.464561726569793e-06
SERV_002,Railway Transport,48,Sugar,Manufacturing,407.90867003180455,6.35394379888769e-06
SERV_013,Public Administration,11,"jute, hemp and mesta",Agriculture,406.65958358165364,6.334486930997158e-06
TEXT_002,Leather Footwear,44,Processed fruits & Processed Vegetables,Manufacturing,406.0218558587886,6.324553123731525e-06
FOOD_M06,Beverages,74,Organic chemicals,Petroleum,405.1117175031047,6.310376009131885e-06
SERV_009,Financial Services,45,Dairy products,Manufacturing,402.3966157038599,6.2680831982452825e-06
SERV_018,Other Services,63,Leather footwear,Manufacturing,397.805924940896,6.1965745659240546e-06
TEXT_002,Leather Footwear,68,Furniture & Fixtures,Manufacturing,397.5693643407853,6.1928896901943535e-06
FOOD_005,Tobacco Products,75,Fertilizers,Petroleum,397.20978803479744,6.187288613758592e-06
SERV_013,Public Administration,57,Synthetic yarn and synthetic  textiles,Manufacturing,395.0126482495464,6.153064034240101e-06
SERV_017,Cultural & Rec Services,56,Cotton Yarn and Cotton Textiles,Manufacturing,394.04020493049006,6.137916402795038e-06
SERV_004,Air Transport,45,Dairy products,Manufacturing,390.6433172579691,6.085003496186189e-06
SERV_002,Railway Transport,58,Wool yarn and woolen textiles,Manufacturing,380.80796705561653,5.931799440917507e-06
SERV_003,Road Transport,73,Inorganic chemicals,Petroleum,377.88952651391253,5.886339247141933e-06
FOOD_M02,Processed Fruit/Veg,73,Inorganic chemicals,Petroleum,375.95238733806536,5.856164665530327e-06
SERV_002,Railway Transport,59,Silk yarn and silk textiles,Manufacturing,367.4246368731867,5.7233289325204054e-06
FOOD_M02,Processed Fruit/Veg,81,Other chemicals and chemical products,Manufacturing,365.963333329193,5.700566384739972e-06
WOOD_M02,Paper Products,68,Furniture & Fixtures,Manufacturing,363.50102449458427,5.662211299153317e-06
CHEM_M04,Other Chemicals,41,Processed poultry meat & poultry meat products,Manufacturing,361.3035603238957,5.627981666722273e-06
TEXT_M01,Textiles,68,Furniture & Fixtures,Manufacturing,355.4982871003074,5.537553630963701e-06
TEXT_M01,Textiles,23,Egg and poultry,Agriculture,355.122762406201,5.531704128423683e-06
TEXT_M01,Textiles,44,Processed fruits & Processed Vegetables,Manufacturing,345.55765587219844,5.382709625946727e-06
WOOD_M03,Printing/Publishing,68,Furniture & Fixtures,Manufacturing,345.55401665379185,5.382652938283712e-06
TEXT_002,Leather Footwear,47,"Grain Mill products, starch and starch products",Manufacturing,340.2252444054512,5.2996473003295374e-06
FOOD_005,Tobacco Products,65,Wood and wood products except furniture,Manufacturing,334.9689102283344,5.217770021410781e-06
SERV_002,Railway Transport,47,"Grain Mill products, starch and starch products",Manufacturing,330.9172671933989,5.154658070063616e-06
TEXT_001,Ready Made Garments,81,Other chemicals and chemical products,Manufacturing,325.5816774157799,5.071546236284089e-06
SERV_002,Railway Transport,14,Tobacco,Agriculture,319.8219563509532,4.981827760968708e-06
TEXT_002,Leather Footwear,14,Tobacco,Agriculture,319.20929808964974,4.9722844576602915e-06
TEXT_001,Ready Made Garments,45,Dairy products,Manufacturing,314.7985180069682,4.903578272149632e-06
SERV_M02,Pipeline/Water Transport,56,Cotton Yarn and Cotton Textiles,Manufacturing,313.99130625862733,4.891004432808683e-06
SERV_M03,Support & Travel Agencies,48,Sugar,Manufacturing,313.26198575779887,4.8796438959677296e-06
UTIL_M01,"Electricity, Heat & Energy",75,Fertilizers,Petroleum,306.752817264161,4.7782513690993e-06
SERV_009,Financial Services,81,Other chemicals and chemical products,Manufacturing,303.55426863018266,4.728427965598896e-06
SERV_M03,Support & Travel Agencies,44,Processed fruits & Processed Vegetables,Manufacturing,301.0315737509086,4.6891322539304e-06
TEXT_001,Ready Made Garments,73,Inorganic chemicals,Petroleum,300.34809820182437,4.678485838333359e-06
SERV_004,Air Transport,81,Other chemicals and chemical products,Manufacturing,299.38218035961575,4.663439853448415e-06
SERV_015,Health & Social Work,81,Other chemicals and chemical products,Manufacturing,298.1991748286441,4.6450123200081936e-06
SERV_013,Public Administration,75,Fertilizers,Petroleum,297.4016264961351,4.632589006521713e-06
SERV_009,Financial Services,73,Inorganic chemicals,Petroleum,292.8919670119328,4.562342588585786e-06
SERV_018,Other Services,51,Alcoholic beverages,Manufacturing,291.8104230514175,4.54549550970265e-06
SERV_M03,Support & Travel Agencies,63,Leather footwear,Manufacturing,278.3563957291126,4.335923760546253e-06
WOOD_M03,Printing/Publishing,43,Processed fish & fish products,Manufacturing,276.6960707160431,4.310061079519864e-06
SERV_M02,Pipeline/Water Transport,46,Edible Oils and Fats,Manufacturing,274.4958177344318,4.275788006119872e-06
SERV_010,Real Estate,58,Wool yarn and woolen textiles,Manufacturing,271.27117543723904,4.225558144797529e-06
SERV_010,Real Estate,59,Silk yarn and silk textiles,Manufacturing,267.34502818779407,4.1644010260552736e-06
SERV_M03,Support & Travel Agencies,47,"Grain Mill products, starch and starch products",Manufacturing,265.6425066201403,4.137881054424313e-06
TEXT_002,Leather Footwear,48,Sugar,Manufacturing,264.56388355352556,4.121079473950626e-06
SERV_009,Financial Services,76,Pesticides,Petroleum,254.51860176356615,3.96460533984503e-06
TEXT_M01,Textiles,48,Sugar,Manufacturing,251.58747311672855,3.918947504997185e-06
SERV_017,Cultural & Rec Services,11,"jute, hemp and mesta",Agriculture,248.74262994630695,3.874633728533207e-06
SERV_001,Hotels & Restaurants,73,Inorganic chemicals,Petroleum,240.64951670981148,3.7485682868285307e-06
SERV_001,Hotels & Restaurants,42,Processed other meat & meat products,Manufacturing,234.74343879400956,3.65657002862546e-06
SERV_M02,Pipeline/Water Transport,5,Arhar,Agriculture,229.8592079402079,3.580488957969548e-06
TEXT_002,Leather Footwear,74,Organic chemicals,Petroleum,227.25108976940297,3.5398626180664018e-06
WOOD_M02,Paper Products,43,Processed fish & fish products,Manufacturing,225.43217534924318,3.5115296091117735e-06
UTIL_M01,"Electricity, Heat & Energy",63,Leather footwear,Manufacturing,219.54399934283364,3.41981020677652e-06
SERV_M03,Support & Travel Agencies,14,Tobacco,Agriculture,218.809388972107,3.4083672702747948e-06
FOOD_M02,Processed Fruit/Veg,49,Bread & Bakery products,Manufacturing,217.0466756048915,3.3809096982943756e-06
SERV_010,Real Estate,14,Tobacco,Agriculture,213.04696925492274,3.318606758379482e-06
SERV_001,Hotels & Restaurants,81,Other chemicals and chemical products,Manufacturing,210.03542085682176,3.271696234835886e-06
SERV_017,Cultural & Rec Services,57,Synthetic yarn and synthetic  textiles,Manufacturing,209.78163140829855,3.267742987427486e-06
WOOD_M03,Printing/Publishing,44,Processed fruits & Processed Vegetables,Manufacturing,205.1571976098424,3.1957087439416192e-06
FOOD_M04,Grain Mill & Bakery,68,Furniture & Fixtures,Manufacturing,205.11398555395883,3.1950356349966747e-06
TEXT_M01,Textiles,63,Leather footwear,Manufacturing,204.29533739733182,3.1822836521131894e-06
FOOD_M02,Processed Fruit/Veg,76,Pesticides,Petroleum,203.02541810949037,3.1625022736408002e-06
SERV_018,Other Services,49,Bread & Bakery products,Manufacturing,192.50160976261571,2.9985741894912446e-06
SERV_015,Health & Social Work,73,Inorganic chemicals,Petroleum,191.4485698448726,2.982171114619599e-06
SERV_017,Cultural & Rec Services,68,Furniture & Fixtures,Manufacturing,187.92230514897724,2.927242917834829e-06
WOOD_M03,Printing/Publishing,23,Egg and poultry,Agriculture,180.83550011065793,2.8168526166832402e-06
FOOD_M02,Processed Fruit/Veg,42,Processed other meat & meat products,Manufacturing,176.04459423510184,2.742225257876008e-06
SERV_003,Road Transport,41,Processed poultry meat & poultry meat products,Manufacturing,174.41075740890014,2.7167751801185797e-06
SERV_010,Real Estate,45,Dairy products,Manufacturing,170.8853927956807,2.661861003812307e-06
WOOD_M03,Printing/Publishing,58,Wool yarn and woolen textiles,Manufacturing,166.96846913912182,2.6008475598559225e-06
TEXT_M01,Textiles,74,Organic chemicals,Petroleum,166.35177332960586,2.5912413641494954e-06
WOOD_M02,Paper Products,44,Processed fruits & Processed Vegetables,Manufacturing,161.009974428453,2.5080328116069894e-06
WOOD_M03,Printing/Publishing,59,Silk yarn and silk textiles,Manufacturing,160.79859859547588,2.5047402359353936e-06
SERV_004,Air Transport,73,Inorganic chemicals,Petroleum,159.83644696727438,2.489752916908505e-06
SERV_M02,Pipeline/Water Transport,57,Synthetic yarn and synthetic  textiles,Manufacturing,157.96032271514053,2.4605287573512705e-06
SERV_017,Cultural & Rec Services,75,Fertilizers,Petroleum,157.67476552704386,2.4560806677227926e-06
SERV_M03,Support & Travel Agencies,58,Wool yarn and woolen textiles,Manufacturing,155.64822767395216,2.4245135337762177e-06
SERV_003,Road Transport,60,Carpet weaving,Manufacturing,154.7151126994286,2.409978515176194e-06
SERV_M03,Support & Travel Agencies,59,Silk yarn and silk textiles,Manufacturing,152.74800386604463,2.379337099849957e-06
SERV_M02,Pipeline/Water Transport,68,Furniture & Fixtures,Manufacturing,152.0728672706568,2.3688205791215987e-06
SERV_M02,Pipeline/Water Transport,65,Wood and wood products except furniture,Manufacturing,151.53859965387616,2.3604983573597395e-06
TEXT_001,Ready Made Garments,60,Carpet weaving,Manufacturing,151.12314179847604,2.3540268208174716e-06
WOOD_M02,Paper Products,23,Egg and poultry,Agriculture,150.13469579949063,2.3386299175712152e-06
TEXT_M01,Textiles,47,"Grain Mill products, starch and starch products",Manufacturing,146.70547044308,2.2852132907889145e-06
FOOD_M02,Processed Fruit/Veg,52,Non alcoholic beverages,Manufacturing,144.5849206091519,2.252181743637761e-06
WOOD_M03,Printing/Publishing,48,Sugar,Manufacturing,143.9649800772092,2.2425250052842724e-06
SERV_010,Real Estate,74,Organic chemicals,Petroleum,142.98388464868404,2.2272426009811026e-06
SERV_001,Hotels & Restaurants,76,Pesticides,Petroleum,142.72345586275452,2.2231859334204945e-06
WOOD_M03,Printing/Publishing,63,Leather footwear,Manufacturing,140.83121333993196,2.1937107015188475e-06
UTIL_M01,"Electricity, Heat & Energy",68,Furniture & Fixtures,Manufacturing,137.02466848963735,2.134416614818431e-06
SERV_M02,Pipeline/Water Transport,11,"jute, hemp and mesta",Agriculture,136.87034980168085,2.1320128113633162e-06
TEXT_001,Ready Made Garments,41,Processed poultry meat & poultry meat products,Manufacturing,135.5628476997578,2.1116460099616723e-06
FOOD_M06,Beverages,41,Processed poultry meat & poultry meat products,Manufacturing,134.59406974394264,2.0965554734345352e-06
FOOD_M06,Beverages,81,Other chemicals and chemical products,Manufacturing,132.5527330671183,2.064757820008491e-06
WOOD_M02,Paper Products,63,Leather footwear,Manufacturing,130.51234086337362,2.0329748785248703e-06
SERV_018,Other Services,58,Wool yarn and woolen textiles,Manufacturing,128.7547227418125,2.0055966745670207e-06
FOOD_M04,Grain Mill & Bakery,58,Wool yarn and woolen textiles,Manufacturing,126.10618327466135,1.9643406970412125e-06
SERV_018,Other Services,59,Silk yarn and silk textiles,Manufacturing,125.80083705332936,1.9595843560460704e-06
SERV_013,Public Administration,23,Egg and poultry,Agriculture,124.76727502064992,1.943484685823819e-06
SERV_018,Other Services,52,Non alcoholic beverages,Manufacturing,123.35586489788915,1.9214993218047018e-06
SERV_002,Railway Transport,74,Organic chemicals,Petroleum,123.30028229313137,1.920633518322763e-06
WOOD_M02,Paper Products,58,Wool yarn and woolen textiles,Manufacturing,121.53509785978295,1.8931374548453849e-06
SERV_017,Cultural & Rec Services,23,Egg and poultry,Agriculture,120.3865988173134,1.87524742478459e-06
SERV_009,Financial Services,41,Processed poultry meat & poultry meat products,Manufacturing,120.31640524297018,1.874154028004411e-06
FOOD_M04,Grain Mill & Bakery,59,Silk yarn and silk textiles,Manufacturing,119.83315874234609,1.8666265559706952e-06
SERV_003,Road Transport,77,"Paints, varnishes and lacquers",Petroleum,113.28946259165465,1.764696195982884e-06
WOOD_M02,Paper Products,59,Silk yarn and silk textiles,Manufacturing,113.02553053705472,1.760584958431787e-06
FOOD_M06,Beverages,73,Inorganic chemicals,Petroleum,112.51570771114501,1.7526435102076834e-06
SERV_002,Railway Transport,45,Dairy products,Manufacturing,112.42799254306146,1.751277181690397e-06
TEXT_001,Ready Made Garments,77,"Paints, varnishes and lacquers",Petroleum,109.64408549423223,1.7079125997897253e-06
WOOD_M02,Paper Products,48,Sugar,Manufacturing,108.90369595707206,1.6963796419145388e-06
FOOD_005,Tobacco Products,43,Processed fish & fish products,Manufacturing,107.17254440185579,1.6694137044453903e-06
CHEM_M04,Other Chemicals,51,Alcoholic beverages,Manufacturing,106.8566678768469,1.6644933341891317e-06
SERV_010,Real Estate,81,Other chemicals and chemical products,Manufacturing,104.80477542147526,1.6325312546830096e-06
SERV_015,Health & Social Work,77,"Paints, varnishes and lacquers",Petroleum,104.31733992782854,1.6249385312138741e-06
WOOD_M03,Printing/Publishing,74,Organic chemicals,Petroleum,101.80486097368824,1.5858019517701204e-06
FOOD_M02,Processed Fruit/Veg,78,Drugs and medicine,Petroleum,97.71855000450856,1.5221499822228159e-06
SERV_013,Public Administration,43,Processed fish & fish products,Manufacturing,96.82478949526276,1.5082279833475033e-06
SERV_015,Health & Social Work,41,Processed poultry meat & poultry meat products,Manufacturing,89.97494310494059,1.4015287582691856e-06
TEXT_M01,Textiles,80,"Synthetic fibres, resin",Petroleum,88.31512741171397,1.375674010856115e-06
SERV_M03,Support & Travel Agencies,74,Organic chemicals,Petroleum,87.03358737846054,1.3557116174441732e-06
FOOD_M02,Processed Fruit/Veg,77,"Paints, varnishes and lacquers",Petroleum,86.81359237646147,1.35228478202381e-06
SERV_M03,Support & Travel Agencies,45,Dairy products,Manufacturing,86.389349741224,1.3456764060332215e-06
SERV_009,Financial Services,77,"Paints, varnishes and lacquers",Petroleum,85.09014304595794,1.325438821173318e-06
SERV_002,Railway Transport,81,Other chemicals and chemical products,Manufacturing,83.4228174930969,1.2994670935890466e-06
WOOD_M03,Printing/Publishing,14,Tobacco,Agriculture,82.37312245652808,1.283116121525105e-06
SERV_003,Road Transport,51,Alcoholic beverages,Manufacturing,82.37217468737657,1.2831013582401704e-06
UTIL_M01,"Electricity, Heat & Energy",23,Egg and poultry,Agriculture,81.41713966694262,1.2682248937479256e-06
TEXT_001,Ready Made Garments,76,Pesticides,Petroleum,79.16764927802902,1.233184855235921e-06
SERV_M02,Pipeline/Water Transport,75,Fertilizers,Petroleum,78.94947747157718,1.2297864195111086e-06
UTIL_M01,"Electricity, Heat & Energy",43,Processed fish & fish products,Manufacturing,78.14339290295558,1.2172301381117137e-06
FOOD_M04,Grain Mill & Bakery,63,Leather footwear,Manufacturing,76.63285280694582,1.1937006385419593e-06
WOOD_M03,Printing/Publishing,47,"Grain Mill products, starch and starch products",Manufacturing,74.53264653005678,1.1609859805073958e-06
SERV_017,Cultural & Rec Services,43,Processed fish & fish products,Manufacturing,74.4269399530045,1.1593394019982639e-06
UTIL_M01,"Electricity, Heat & Energy",44,Processed fruits & Processed Vegetables,Manufacturing,73.96428201650811,1.152132635526793e-06
FOOD_005,Tobacco Products,48,Sugar,Manufacturing,72.83466476706582,1.1345367248621562e-06
SERV_004,Air Transport,41,Processed poultry meat & poultry meat products,Manufacturing,72.42410246789613,1.1281414458045603e-06
FOOD_M02,Processed Fruit/Veg,80,"Synthetic fibres, resin",Petroleum,72.40329272952016,1.1278172950379189e-06
SERV_018,Other Services,74,Organic chemicals,Petroleum,71.25722333752452,1.1099651113473933e-06
SERV_009,Financial Services,80,"Synthetic fibres, resin",Petroleum,70.43122620693546,1.0970986543892803e-06
FOOD_M02,Processed Fruit/Veg,60,Carpet weaving,Manufacturing,69.3192881463806,1.0797781303022123e-06
SERV_003,Road Transport,78,Drugs and medicine,Petroleum,67.66864420704056,1.0540662501852158e-06
TEXT_002,Leather Footwear,81,Other chemicals and chemical products,Manufacturing,65.99442123619393,1.027987082358906e-06
SERV_003,Road Transport,76,Pesticides,Petroleum,64.82534507431129,1.009776525008795e-06
SERV_013,Public Administration,44,Processed fruits & Processed Vegetables,Manufacturing,62.68670884049314,9.764632482037548e-07
SERV_013,Public Administration,48,Sugar,Manufacturing,62.486045830575655,9.733375448755272e-07
TEXT_001,Ready Made Garments,79,"Soaps, cosmetics and glycerin",Petroleum,61.99215518385738,9.65644270271191e-07
WOOD_M02,Paper Products,47,"Grain Mill products, starch and starch products",Manufacturing,61.52805515792644,9.584150405477884e-07
SERV_001,Hotels & Restaurants,78,Drugs and medicine,Petroleum,61.49629329828479,9.579202899186942e-07
WOOD_M02,Paper Products,74,Organic chemicals,Petroleum,60.91544527972862,9.488724908971304e-07
TEXT_001,Ready Made Garments,78,Drugs and medicine,Petroleum,60.03216303673275,9.351137107022558e-07
SERV_015,Health & Social Work,60,Carpet weaving,Manufacturing,59.84094688374935,9.321351599168527e-07
WOOD_M02,Paper Products,14,Tobacco,Agriculture,58.85576983405728,9.167891766966152e-07
TEXT_002,Leather Footwear,77,"Paints, varnishes and lacquers",Petroleum,58.253425699422415,9.074065352863183e-07
TEXT_002,Leather Footwear,45,Dairy products,Manufacturing,57.45461460692501,8.949635519409022e-07
FOOD_M02,Processed Fruit/Veg,79,"Soaps, cosmetics and glycerin",Petroleum,57.23365656090334,8.915217153007929e-07
TEXT_002,Leather Footwear,73,Inorganic chemicals,Petroleum,56.760894310581804,8.84157555160376e-07
FOOD_005,Tobacco Products,58,Wool yarn and woolen textiles,Manufacturing,56.57634318489091,8.812828246954168e-07
TEXT_M01,Textiles,81,Other chemicals and chemical products,Manufacturing,56.166467295634575,8.748982377616533e-07
SERV_004,Air Transport,60,Carpet weaving,Manufacturing,55.89984277436243,8.707450599842934e-07
SERV_M03,Support & Travel Agencies,81,Other chemicals and chemical products,Manufacturing,55.30906967699818,8.615426592158699e-07
