Year,Type,TWF_m3,TWF_bn_m3,Scarce_m3,Green_m3,Green_bn_m3,Demand_crore
2019,Inbound,1669776056.6139014,1.6697760566139013,1374296796.4925847,3938881293.4798813,3.938881293479881,364325.41318030795
2019,Domestic,4091044483.8312044,4.091044483831205,3368080965.8996143,9633082867.28034,9.63308286728034,1040690.0424732608
