Product_ID,Product_Name,Water_2022_Blue_m3_per_crore,Water_2022_Green_m3_per_crore,Green_share_pct,Tourism_Demand_crore,Water_Multiplier_m3_per_crore,Total_Water_m3,Source_Group,Water_pct,WSI_weight,Scarce_m3,Scarce_pct,Multiplier_Ratio,Green_Water_m3
44,Processed fruits & Processed Vegetables,1009.8090697023492,4541.001129943503,81.8078977053336,136999.75863168403,16325.851558063492,2236637722.9114013,Manufacturing,41.53768010647391,0.814,1820623106.4498806,63.540277207576935,1.8063709213686034,7774673941.00336
118,Repair & Maintenance of Motor Vehicle,0.0,0.0,0.0,194228.36801320128,3112.047818556375,604447968.9772478,Services,11.225495358140908,0.0,0.0,0.0,0.34433197345668093,484215564.3680391
120,Railway Transport,0.0,0.0,0.0,330771.42604213953,1647.0638003127126,544801642.0118217,Services,10.117774593335511,0.0,0.0,0.0,0.18223907916486382,1219317133.944608
52,Non alcoholic beverages,16.113331403471186,200.20677966101695,92.55116349368572,31559.146311643304,8446.850641332601,266575395.26241365,Manufacturing,4.95070049979015,0.814,216992371.7436047,7.5730970367632136,0.934600276217188,779091763.0764698
61,Ready made garments,275.1865064661017,0.0657835028248587,0.02389934806075,113298.98978269128,2032.1019740336924,230235100.7934301,Manufacturing,4.275807328149096,0.814,187411372.0458521,6.540711523136759,0.22484155892849525,440745171.47682446
136,Public administration and defence,0.0,0.0,0.0,30024.544244088214,7167.770601088873,215209045.54386765,Services,3.996751194102459,0.0,0.0,0.0,0.7930766942722034,547959265.8870462
51,Alcoholic beverages,16.113331403471186,200.20677966101695,92.55116349368572,31559.146311643304,5463.7005997397455,172429726.6301999,Manufacturing,3.2022757875552945,0.814,140357797.4769827,4.898528052476926,0.6045301742045701,472789396.75800425
122,Air transport,0.0,0.0,0.0,85203.09072831436,1809.6479898121881,154187601.86227956,Services,2.863492472175133,0.0,0.0,0.0,0.20022817769008472,133726506.00975004
47,"Grain Mill products, starch and starch products",172.59913909321017,1090.525593220339,86.33554274746278,3234.176821737931,45956.727690081134,148632183.49818215,Manufacturing,2.7603201128333916,0.814,120986597.36752026,4.222467521091721,5.084873903537119,427562840.1262484
132,Research & Development Services,0.0,0.0,0.0,168214.64790537933,804.6150305879845,135348034.06973383,Services,2.5136137536438388,0.0,0.0,0.0,0.08902648593741379,217068557.05601424
