Year,Type,TWF_m3,TWF_bn_m3,Scarce_m3,Green_m3,Green_bn_m3,Demand_crore
2022,Inbound,1618586180.161046,1.618586180161046,1331629169.6974523,3995600555.152651,3.995600555152651,367018.3648658829
2022,Domestic,3766013338.103354,3.766013338103354,3101410573.5566497,10004677372.645473,10.004677372645473,1132174.0351630538
