Product_ID,Product_Name,Water_2015_Blue_m3_per_crore,Water_2015_Green_m3_per_crore,Green_share_pct,Tourism_Demand_crore,Source_Group,Water_Multiplier_m3_per_crore,Total_Water_m3,Green_Water_m3,Water_pct,WSI_weight,Scarce_m3,Scarce_pct,Multiplier_Ratio
44,Processed fruits & Processed Vegetables,159.86232616689406,0.0,0.0,83946.0,Manufacturing,29159.76182131641,2447845365.852227,5331223432.913731,47.49950194923645,0.814,1992546127.8037128,71.88480953409018,5.261152932827033
118,Repair & Maintenance of Motor Vehicle,0.0,0.0,0.0,128012.0,Services,3229.8831439808223,413463801.027273,669464769.8241382,8.023106727575563,0.0,0.0,0.0,0.5827519881599691
120,Railway Transport,0.0,0.0,0.0,202506.0,Services,1964.8439542943497,397892689.8083316,558706704.5697542,7.72095527715566,0.0,0.0,0.0,0.3545071662802939
119,Hotels & Restaurant,0.0,0.0,0.0,21128.0,Services,14690.7887900642,310386985.5564764,814419334.1151619,6.022940595483474,0.0,0.0,0.0,2.6505870316090085
61,Ready made garments,160.86486193802813,0.0,0.0,71367.0,Manufacturing,3047.4889082420573,217490140.9145109,598301196.2840949,4.2203128990183805,0.814,177036974.70441186,6.386938314520095,0.5498434899984287
52,Non alcoholic beverages,9.745801707239435,0.0,0.0,18528.7,Manufacturing,10189.000891027737,188788940.80958566,455865561.0792729,3.6633771017872974,0.814,153674197.81900272,5.544082662065899,1.8383515012533735
132,Research & Development Services,0.0,0.0,0.0,90644.0,Services,1833.0892577547847,166158542.6799247,231662525.45199713,3.2242428921402,0.0,0.0,0.0,0.3307353120257733
122,Air transport,0.0,0.0,0.0,72134.0,Services,2074.8870181099815,149669900.1643454,202467785.10971072,2.904287098267434,0.0,0.0,0.0,0.37436169703670275
136,Public administration and defence,0.0,0.0,0.0,16179.0,Services,8151.954710268112,131890475.25742778,258738484.19045466,2.559284166381491,0.0,0.0,0.0,1.4708172410670266
51,Alcoholic beverages,9.745801707239435,0.0,0.0,18528.7,Manufacturing,6810.041772828685,126181220.99621086,298038010.9531854,2.4484982737379233,0.814,102711513.89091563,3.7055090017639345,1.2287024655873806
47,"Grain Mill products, starch and starch products",4.401410247877535,0.0,0.0,2167.2,Manufacturing,46718.39709560435,101248110.18559374,262900194.3900633,1.9646808063150518,0.814,82415961.6910733,2.9733091877084514,8.42917145217685
49,Bread & Bakery products,4.401410247877535,0.0,0.0,2167.2,Manufacturing,37085.66689569487,80372057.29634991,151663923.35701635,1.559588994251274,0.814,65422854.63922883,2.360251227960892,6.691185145809367
127,Financial services,0.0,0.0,0.0,36606.0,Services,1683.9691363247318,61643374.20430313,120465176.43502301,1.1961660707907515,0.0,0.0,0.0,0.3038302992546563
126,Communication services,0.0,0.0,0.0,42924.0,Services,1408.3253002840565,60450955.18939284,68258040.19222033,1.1730276364300016,0.0,0.0,0.0,0.2540972326648956
63,Leather footwear,32.19026549859592,0.0,0.0,19029.800000000003,Manufacturing,1874.7282233516592,35675703.14473741,99506146.24288546,0.6922733579103602,0.814,29040022.35981625,1.047672847856276,0.3382480265435488
124,Supportive and Auxiliary transport activities,0.0,0.0,0.0,9418.0,Services,3292.741667760575,31011041.026969098,41966068.86482198,0.601757375795483,0.0,0.0,0.0,0.5940932435777438
80,"Synthetic fibres, resin",0.0759334507042253,0.0,0.0,5383.6,Petroleum,5524.640350889706,29742453.79304982,85776914.31745313,0.5771409263126349,0.814,24210357.387542553,0.8734336963501371,0.9967837859241391
67,"Publishing, printing and allied activities",565.4379703520859,0.0,0.0,5970.200000000001,Manufacturing,2959.1976123992563,17667001.585546043,20682473.97501103,0.3428214003859864,0.814,14380939.290634478,0.5188191467206078,0.5339135241464139
76,Pesticides,0.0759334507042253,0.0,0.0,5383.6,Petroleum,2829.810942783788,15234570.191570802,33213348.37148512,0.29562100065841396,0.814,12400940.135938631,0.4473869925903263,0.5105689213856835
73,Inorganic chemicals,0.0759334507042253,0.0,0.0,5383.6,Petroleum,2821.5171893336874,15189919.94049684,33116002.393244393,0.2947545796346402,0.814,12364594.831564426,0.44607576809923855,0.5090725200928499
77,"Paints, varnishes and lacquers",0.0759334507042253,0.0,0.0,5383.6,Petroleum,2658.179500346132,14310575.158063438,31198864.728889123,0.27769123086681297,0.814,11648808.178663637,0.4202524325724808,0.4796023012781726
81,Other chemicals and chemical products,0.0759334507042253,0.0,0.0,5383.6,Manufacturing,2581.6367882494915,13898499.813219963,29205248.93042765,0.26969506659979015,0.814,11313378.84796105,0.40815119525945526,0.4657920748194849
79,"Soaps, cosmetics and glycerin",0.0759334507042253,0.0,0.0,5383.6,Petroleum,2347.667155935757,12638900.900695741,27623128.33848196,0.24525303205163548,0.814,10288065.333166333,0.3711611021844269,0.4235780805906289
114,Electricity,3755.2656967224407,0.0,0.0,2078.2000000000003,Electricity,6003.691989826163,12476872.693256734,8830384.503518168,0.2421089367331794,0.814,10156174.372310981,0.36640289033273665,1.0832167256240683
66,"Paper, Paper products and newsprint",1135.798662071316,0.0,0.0,3287.4000000000005,Manufacturing,3782.78579255658,12435530.014450504,14163421.516868157,0.24130669788266298,0.814,10122521.431762708,0.36518879787694936,0.6825095036344511
74,Organic chemicals,0.0759334507042253,0.0,0.0,5383.6,Petroleum,2030.122743142339,10929368.799981097,22104498.81150798,0.2120802162835501,0.814,8896506.203184612,0.3209580169868858,0.36628509826422156
78,Drugs and medicine,0.0759334507042253,0.0,0.0,5383.6,Petroleum,1727.7749028999438,9301648.967252137,24276803.450990785,0.18049493624662988,0.814,7571542.2593432395,0.27315747705782645,0.31173395905490325
137,Education services,0.0,0.0,0.0,16179.0,Services,551.0349751136674,8915194.862364026,12429794.600993259,0.17299594232957236,0.0,0.0,0.0,0.09942054030394216
131,Renting of machinery & equipment,0.0,0.0,0.0,4177.0,Services,2060.1053184208317,8605059.915043814,11551464.892192919,0.16697789243954836,0.0,0.0,0.0,0.37169470739706556
58,Wool yarn and woolen textiles,65.70710243897042,0.0,0.0,1039.1,Manufacturing,6630.628203837379,6889885.7666074205,20249911.86530581,0.13369559489598176,0.814,5608367.01401844,0.20233227676609397,1.1963317545208194
59,Silk yarn and silk textiles,65.70710243897042,0.0,0.0,1039.1,Manufacturing,6627.247601257148,6886372.982466302,20239484.184113,0.13362743066490493,0.814,5605507.6077275695,0.2022291183630178,1.1957218089633526
55,Tobacco Products,1.1167666957661972,0.0,0.0,3097.2000000000003,Manufacturing,2190.861248096242,6785535.457603681,26962456.20202215,0.13167071710955308,0.814,5523425.862489396,0.1992678666557986,0.3952863590405786
60,Carpet weaving,65.70710243897042,0.0,0.0,1039.1,Manufacturing,6417.99781431256,6668941.528852181,19594040.061020743,0.12940825657047697,0.814,5428518.404485675,0.195843903492907,1.1579678952989352
57,Synthetic yarn and synthetic  textiles,65.70710243897042,0.0,0.0,1039.1,Manufacturing,6083.325445379355,6321183.470293688,18404017.850028653,0.12266014461422564,0.814,5145443.344819061,0.18563144393473596,1.0975845997789442
62,Misc. textile products,65.70710243897042,0.0,0.0,1039.1,Manufacturing,5223.761641883033,5428010.722080659,15904034.771601275,0.10532846946571023,0.814,4418400.727773656,0.15940202855498625,0.9424977148644474
56,Cotton Yarn and Cotton Textiles,65.70710243897042,0.0,0.0,1039.1,Manufacturing,4644.732456637682,4826341.495692215,14124291.582388274,0.09365330853017312,0.814,3928641.9774934626,0.1417330702356364,0.8380263164074453
125,Storage and warehousing,0.0,0.0,0.0,964.0,Services,3838.744447794667,3700549.647674059,6308152.732907096,0.07180774882883328,0.0,0.0,0.0,0.6926058495829184
135,Computer related services,0.0,0.0,0.0,7925.0,Services,410.7929803164886,3255534.369008172,4960282.638782664,0.06317239775996744,0.0,0.0,0.0,0.07411736441540256
123,Water Transport,0.0,0.0,0.0,1538.0,Services,738.2599052590939,1135443.7342884864,1694760.9371936833,0.022032850858333234,0.0,0.0,0.0,0.13320061698525706
94,Other non electrical machinery,0.0,0.0,0.0,0.0,Manufacturing,1787.0951921309854,0.0,0.0,0.0,0.814,0.0,0.0,0.32243682815158753
93,Machine tools,0.0,0.0,0.0,0.0,Manufacturing,1609.2265530949112,0.0,0.0,0.0,0.814,0.0,0.0,0.290344861226175
1,Paddy,147227.50346617747,452114.6080939718,75.4351478685639,0.0,Agriculture,157683.56827918073,0.0,0.0,0.0,0.827,0.0,0.0,28.450073522349207
92,Industrial machinery (except food and textile),0.0,0.0,0.0,0.0,Manufacturing,1463.3450248484132,0.0,0.0,0.0,0.814,0.0,0.0,0.2640241719529762
91,Industrial machinery for food and textile industry,0.0,0.0,0.0,0.0,Manufacturing,1696.1688952901898,0.0,0.0,0.0,0.814,0.0,0.0,0.3060314419818916
90,Tractors and  other agricultural implements,0.0,0.0,0.0,0.0,Manufacturing,1729.0645110241244,0.0,0.0,0.0,0.814,0.0,0.0,0.3119666367292377
