,IN,IN.1,IN.2,IN.3,IN.4,IN.5,IN.6,IN.7,IN.8,IN.9,IN.10,IN.11,IN.12,IN.13,IN.14,IN.15,IN.16,IN.17,IN.18,IN.19,IN.20,IN.21,IN.22,IN.23,IN.24,IN.25,IN.26,IN.27,IN.28,IN.29,IN.30,IN.31,IN.32,IN.33,IN.34,IN.35,IN.36,IN.37,IN.38,IN.39,IN.40,IN.41,IN.42,IN.43,IN.44,IN.45,IN.46,IN.47,IN.48,IN.49,IN.50,IN.51,IN.52,IN.53,IN.54,IN.55,IN.56,IN.57,IN.58,IN.59,IN.60,IN.61,IN.62,IN.63,IN.64,IN.65,IN.66,IN.67,IN.68,IN.69,IN.70,IN.71,IN.72,IN.73,IN.74,IN.75,IN.76,IN.77,IN.78,IN.79,IN.80,IN.81,IN.82,IN.83,IN.84,IN.85,IN.86,IN.87,IN.88,IN.89,IN.90,IN.91,IN.92,IN.93,IN.94,IN.95,IN.96,IN.97,IN.98,IN.99,IN.100,IN.101,IN.102,IN.103,IN.104,IN.105,IN.106,IN.107,IN.108,IN.109,IN.110,IN.111,IN.112,IN.113,IN.114,IN.115,IN.116,IN.117,IN.118,IN.119,IN.120,IN.121,IN.122,IN.123,IN.124,IN.125,IN.126,IN.127,IN.128,IN.129,IN.130,IN.131,IN.132,IN.133,IN.134,IN.135,IN.136,IN.137,IN.138,IN.139,IN.140,IN.141,IN.142,IN.143,IN.144,IN.145,IN.146,IN.147,IN.148,IN.149,IN.150,IN.151,IN.152,IN.153,IN.154,IN.155,IN.156,IN.157,IN.158,IN.159,IN.160,IN.161,IN.162
IN.100,0,0,0.0,0.806837789919,9.00761879119,4.7913479245,1.10211810585,0.00441034003403,0.0,0.0283065335028,0.0464336066076,0.128719680647,0.628126544578,0.0441540099268,0.00316382648505,0.630530472726,0.00580747656792,0,0,2.75685994348,0.0857502303973,0.23261064412,18.420626351,14.7348915479,0.0,3.95840481709e-05,0.0,0.0633846378785,0,0,0.0327217001687,0.00424416459536,4.60639865307e-05,0.0180351771441,0.0718378911871,0.00538661822138,0.0776174698732,0.149794031344,1.54952904547,0.000476930382968,0.0189872274822,1.65246274006,6.56041968766e-05,2.52270712201e-05,3.82431234649,17.6334147414,0.113525479896,0.964116322919,3.33900680682,5.88816450712,2.95506982972,0.576836046234,0,12.6875626904,0,6.3444650113,1.76327663671,0.0,23.521332154,0,2.35183507724,0,0.0123650425787,9.17537353054,1.24605359575,28.2617148556,0.838784606375,0,0.710830309177,0.544252281072,18.2556213847,0,1.26352507441,16.378113224,29.4946268213,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0964122127881,35.3530456176,36.3359531111,72.6433517538,0.0,0.0,0,50.0968996124,7.67190005189,0.0315170747108,6.07454212169e-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00434754220164,0,0,0,0,38.2464297915,100.509768516,0.0,0.0,7.59423998795,146.600544258,0,5.04202997339,0.0244111906553,29.3532750313,21.6037839923,6.74772266109,1.62077584552,7.69143871706,0.047063856844,0.207668770978,0.178246070382,0.949440481052,15.6777472875,8.61438197657,6.90398465845,1.39350471593,0.615567894884,10.8773725904,2.08460670358,12.9561863486,0.679807164876,49.3022321897,1.40934212558,2.12507948635,2.97384476064,1.38247753343e-05,1.31683607597e-05,1.47120917151e-06,1.76983137189,2.25713261843e-06,2.25653723869e-06,0.448589151461,0,0,0,0.38823163861,0,1.51951897898,1.97345938447,0.362031420919,0.231414408955,0.0201183813798,0.109533737267,0.0483892753445,0.0586188551629,0.654361909695,2.03150206584,3.4561836031
IN.101,0,0,0.0,0.310959836928,3.47158676997,1.84661241394,0.424762475281,0.00905972519378,0.0,0.0109094982515,0.0178957741928,0.0496092917894,0.242083498313,0.0907012142041,0.00649913573425,0.243009981383,0.0119297245493,0,0,1.27822533539,0.195857643728,0.10844918734,9.73616796348,7.78808410689,0.0,0.00100921048474,0.0,0.0,0,0,0.0,0.0,9.51739694593e-05,0.0395418717445,0.0,0.0118100845445,0.161501571434,0.0603802831409,0.62459755714,0.000192245320721,0.00765353720474,0.666089107595,0.000136505105172,5.24909102471e-05,1.54153688818,7.10936367039,0.236216710375,0.530608151067,1.49322886118,2.69858142291,1.25390658535,0.0954463343729,0,5.78284038238,0,2.89173303842,0.0802853951508,0.0,13.9805664668,0,1.29648032469,0,0.024018999265,5.05804625825,0.686903555606,11.8737656175,0.397902361149,0,0.337203471513,0.258182165646,8.66009669524,0,0.599390599017,8.28011464113,14.9112937428,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0487421383844,14.5586503496,0.0,38.9646958478,0.0,0.0,0,20.9191361098,1.60785031886,0.00971464866643,1.29875269397e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123141994412,0,0,0,0,15.1850994297,39.9057248189,0.0,0.0,0.576749838061,33.3157999379,0,7.8495984884,0.0380041460585,0.0,24.4759458192,0.0,0.946167541576,4.49006535168,0.0274746810275,0.448568647239,0.385015032786,0.606551829018,10.0940374317,4.1121211378,3.71606761046,1.93212856842,0.0,5.03370473928,0.751924248934,5.09969340407,0.334667845212,9.97801249748,0.437552215945,0.767919587924,1.07467366809,0.000401871257891,0.000387568209369,4.83839011139e-05,0.8256740826,6.51654813819e-05,6.9210189663e-05,0.209278891045,0,0,0,0.181120524943,0,0.708896559343,0.920671920928,0.168897419869,0.107961049946,0.0424042944155,0.0511004432183,0.101991956486,0.123553239483,1.43685007081,4.4832945025,7.57279684897
IN.102,0,0,2.06997029303e-05,0.022637179953,0.252723769352,0.134429261353,0.0309217617262,0.000123739463183,0.0,0.000794187011011,0.00130277227745,0.0036114453287,0.0176231378853,0.00123881440899,8.87664415541e-05,0.0176905840991,0.000162938464476,0,0,0.0794637127267,0.00252145543449,0.00672974293532,0.532732054894,0.426139095564,0.0,9.21684936738e-06,0.0,0.00184559745354,0,0,0.000952771657742,0.000123579145228,4.03926387411e-06,0.000523059472725,0.00208345551888,0.000156223676881,0.0021871853912,0.00422105120717,0.0436642327416,1.34394378114e-05,0.000535041742085,0.0465648048932,1.79816768097e-06,7.10874516296e-07,0.107765430317,0.496892605886,0.00319903845827,0.027199755208,0.0959328502415,0.169168543097,0.0849173695044,0.0162887783744,0,0.361135099848,0,0.180587009597,0.050151901192,0.0,0.668507472611,0,0.0641243455208,0,0.000337141104359,0.250172653792,0.0339744789438,0.810696014937,0.0236551050889,0,0.020046583518,0.0153488092239,0.514838540379,0,0.0356334846811,0.463574155693,0.366085748322,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.00272889800468,1.01033705928,1.04610504485,2.07843737658,0.0,0.0,0,1.41545915455,0.21842873993,0.000901704948856,1.72656350049e-07,0,0.0,0.0,0.0,0.0,0.0,0.0,6.495832037430001e-12,0.00237626578373,0,0,0,0,0.98622130787,2.73464346478,0.0,0.0,0.218010741199,4.19492640906,0,0.140965600247,0.000682490622916,0.829446926837,0.600014711694,0.186406954613,0.0453554368232,0.215235539063,0.00131702467781,0.00594416444516,0.00510198981321,0.0268495615295,0.44023419256,0.241364065212,0.196484287365,0.0396707694695,0.0184254830133,0.307189720309,0.0604699545038,0.359579046311,0.0189943427555,1.40399033164,0.0398941014708,0.0599196046661,0.0840556534322,8.2823204824e-05,7.57522205652e-05,5.02825960408e-06,0.0499729509426,1.30849433832e-05,1.16811218962e-05,0.0126663613355,0,0,0,0.0109621068644,0,0.0429051313016,0.0557225906228,0.0102223176313,0.00653421631083,0.000568062549491,0.00309279415799,0.0013663193961,0.00165516177772,0.0191681488887,0.0611552052004,0.101827251607
IN.103,0,0,2.20276053548e-08,0.063238217751,0.705997866799,0.375593260647,0.0863816564321,0.000332285960153,0.0,0.00221860546418,0.00363929747594,0.0100886382875,0.0492312131354,0.00346092212733,0.000238370536791,0.0494196278746,0.000437549692892,0,0,0.220992455733,5.07138609478e-07,0.00043727538046,0.422444057997,0.337918334644,0.0,0.000174307289553,0.0,0.00149655413293,0,0,0.000772581452934,0.000100207594123,1.39748795975e-05,0.000415087179153,0.00165326437121,0.000123975281464,0.00409500160222,0.00790251233216,0.0817467310347,2.51608705579e-05,0.00100168743697,0.0871770861933,3.38747656338e-06,1.33089145916e-06,0.201754871065,0.93026588712,0.00598946374867,0.0505493966365,0.135012647413,0.238046985135,0.119688686739,0.0184382421327,0,0.180955338484,0,0.0904874199776,0.0264331243624,0.0,1.82034191039,0,0.365410190166,0,0.00192127000397,1.42559953249,0.193602300511,0.603440346417,0.0131537487641,0,0.0111472058203,0.00853490956054,0.286285375735,0,0.0198145762362,0.0294638531757,0.0453469699823,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.000164144182144,0.787931852266,0.816226080308,1.61129750185,0.0,0.0,0,2.254097856,0.34590501891,0.000674112642613,1.25153853779e-07,0,0.0,0.0,0.0,0.0,0.0,0.0,2.81011433346e-05,0.043168107691,0,0,0,0,5.56789960388,14.6321709858,0.0,0.0,1.06430760947,2.71171977251,0,0.698243594482,0.00338068038094,3.99525069046,2.95417694376,0.94778246573,0.220206813799,1.04499781269,0.00639433391691,0.0290433226302,0.0249284382409,0.129867651753,2.13656982419,1.16971128504,0.961396245503,0.194727959112,0.0931699729063,1.48576102746,0.296710490413,1.7680440821,0.0925693950415,6.81336117602,0.196184282401,0.295158381825,0.413008884584,0.000520968678846,0.000481505278997,3.94748429998e-05,0.244019577518,8.29797839811e-05,7.99494918586e-05,0.0618502626619,0,0,0,0.0535283315333,0,0.209507179706,0.272095258847,0.0499159161625,0.031907789842,0.00277418539383,0.015102650106,0.00667221390435,0.00808280214293,0.0388589363708,0.137277486983,0.154034703885
IN.104,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.00011250098742,0.0,0.0,0.000127580223866,0.0,1.76692560255e-07,0,0,0.0,0.0,1.05853921466e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00170379800066,0,0.00306232909919,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00578691322365,0.0,0.0,0.000136941993375,0.000129253483402,1.20096079175e-05,0.0,2.13408444724e-05,2.16406854307e-05,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1532886788,29.5192812479,13.5759323222
IN.105,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN.106,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN.107,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN.108,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN.109,0,0,0.0,0.740520380019,8.26724451143,4.39821131871,1.01153035811,0.00404783553624,0.0,0.0259798998118,0.0426170321226,0.118139665767,0.576498167665,0.0405248051329,0.00290377820709,0.578704506793,0.00533013551022,0,0,2.67575937789,0.0915538616831,0.227483621504,18.0304832961,14.4228111933,0.0,0.00015362803991,0.0,0.06088541274,0,0,0.0314314996032,0.00407681927,0.000109614602152,0.0176044379373,0.0701221666326,0.00525796810379,0.0717103280507,0.138393832539,1.43160085424,0.000440633201209,0.0175421888106,1.52670069476,6.06113351441e-05,2.33071440734e-05,3.53325988831,16.2914091097,0.104885529234,0.895465701093,3.21520893139,5.6710837883,2.84249003639,0.532570001396,0,11.9782981282,0,5.98979451167,1.64421471572,0.0,22.208507732,0,2.03154661899,0,0.0106810892854,7.9258104679,1.07635777441,27.0672743803,0.777103879706,0,0.658558808634,0.504230234968,16.9131790172,0,1.17061070264,21.7850151661,7.62161231905,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0901309535147,33.6777859878,34.8758885116,69.5509758394,0.0,0.0,0,46.5773610055,7.21468563127,0.0300191393325,5.81547759034e-06,0,0.0,0.0,0.0,0.0,0.0,0.0,4.39556434953e-06,0.00284230758113,0,0,0,0,34.6469425296,91.0504900046,0.0,0.0,7.64709903373,139.570291132,0,4.81453671323,0.0233097728978,28.6653140298,20.4361181334,6.26569732865,1.56284647575,7.41653321503,0.0453817121024,0.20880657764,0.17922267156,0.937544688712,15.2148722962,8.32539583698,6.84761267154,1.40497014049,0.667323164716,10.6837407573,2.16444698967,12.2547008468,0.65184596774,49.019091236,1.36876044389,2.04693832888,2.88449647641,8.344311656e-05,7.92575419549e-05,8.685407543e-06,1.72526578666,1.3573962526e-05,1.37492772743e-05,0.437293364541,0,0,0,0.378455695855,0,1.48125643395,1.92376630422,0.352915217873,0.225587233141,0.0196117865402,0.106775601559,0.0471707997266,0.0571427916084,0.690915161868,2.14784810326,3.64330462005
IN.110,0,0,0.0,1.04616275939,11.6794669856,6.21256196537,1.429029395,0.005718539163,0.0,0.0367028435802,0.0602067858296,0.166900631051,0.814442019611,0.0572510130786,0.00410228361534,0.817559003144,0.00753009562428,0,0,3.79335430912,0.48274921671,0.322607576003,0.0,0.0,0.0,0.00032101504217,0.0,0.0873129809201,0,0,0.0450744735338,0.00584637973395,0.000130237453673,0.0249561831731,0.0994057090157,0.00745373499479,0.101727422065,0.19632385176,2.03085201653,0.000625077040556,0.0248851412842,2.16575952397,8.59825221796e-05,3.30632385422e-05,5.01224063107,23.1108000142,0.148789369551,1.26962572902,4.56091559241,8.04417201419,4.03474693258,2.78091051506,0,16.9952714198,0,10.4015695463,2.34006436572,0.0,31.4784398481,0,2.88080119691,0,0.0151461426038,11.2390648922,1.52631140031,38.4348530121,1.1023792632,0,0.934214322171,0.715287839147,23.9925939251,0,1.6605977625,30.8890294153,10.806703843,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.127796912378,47.7523927405,49.486329253,98.4932254822,0.0,0.0,0,66.0557954987,10.2427283402,0.0425900820756,8.19778523592e-06,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5614280091e-05,0.00423038217707,0,0,0,0,0.0,491.170045213,0.0,0.0,41.3065876646,197.985868117,0,26.3017639231,0.12734104658,154.369101337,110.785145342,33.8382055749,8.42666322396,39.9831636454,0.243773629209,1.12788642696,0.968086450824,5.05162927611,82.0949129179,44.8572526786,37.0549447026,7.58731982872,3.61253437782,57.5729729986,11.6584923246,66.0484674494,3.516541134,264.428593414,7.43527235623,11.1237091496,15.658616427,0.000446037672478,0.000425566095631,4.89461130311e-05,9.33493901086,7.26422636051e-05,7.3021886352e-05,2.36607421268,0,0,0,2.04771975798,0,8.01467146525,10.4089707568,1.909527251,1.22059051961,0.106113986994,0.577733434529,0.255228233206,0.309183940641,3.68934688774,11.475312182,19.4770152423
IN.111,0,0,0.0,2.90808428625,33.4632829406,17.269448436,3.97236270446,0.0158961822441,0.0,0.102025198009,0.16736058154,0.463944159903,2.26395560159,0.159144234501,0.0114033752516,2.27262007636,0.0209318794446,0,0,10.5472345286,0.360541189654,0.0110831969403,0.0,0.0,0.00146279421769,8.71415350659e-05,0.0,0.00214043179994,0,0,0.00110497700915,0.000143320923936,5.5562230488e-05,0.000603664490096,0.00240452220716,0.000180298209215,0.51705488046,0.997864721652,10.3223096125,0.303723781464,0.126484909288,11.0080105152,0.000437043517416,0.000168052119134,25.4759574924,117.466379233,0.756258913527,6.4434499111,13.4993557592,23.8047477174,11.9635800519,1.15143454752,0,80.6964663831,0,40.3525815001,11.1819715158,0.0,1.50208595929,0,34.8221540108,0,0.183081467401,135.854028745,18.4495378255,6.43229284648,3.6545542591,0,3.0970519293,2.37129535535,79.5375464127,0,5.50507588608,7.59679750273,2.65778311333,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0314301641453,7.90462264699,8.20829755642,16.2918096206,0.0,0.0,0,234.30642881,36.4425570486,0.00711037208304,1.36526679725e-06,0,273.303338742,6.37188628695,24.3617549532,91.8144758485,21.6655160637,2.88940087058,0.00360472786425,14.0687963922,0,0,0,0,102.330460867,268.919504121,484.252402975,7.95326782692,22.7027969938,74.5331131803,0,14.5532515165,0.0704601518236,84.1376812295,61.019954866,18.5958242424,4.60652076576,21.8603777115,0.133763490163,0.619922350313,0.532091187157,2.75763154836,44.9940460005,24.4852173125,20.3879936094,4.16856564603,1.98811228145,31.4400264985,6.35821531993,36.0837597456,2.04160586323,144.826913563,4.10028250183,6.1357960245,8.63177585657,6.81586255289e-05,7.02523005587e-05,1.09009120855e-05,5.1358117373,1.34723152292e-05,1.38197138347e-05,1.30174516391,0,0,0,1.12659580909,0,4.40943896194,5.7267127427,1.05056631403,0.67153337689,0.0583828190569,0.317852119937,0.140419145135,0.170104004909,2.00433408242,6.22771586232,10.6085640477
IN.112,0,0,0.0,0.660796871695,7.37720319128,3.9247219809,0.902630250695,0.00361503117114,0.0,0.023182935927,0.038028182774,0.105419431322,0.514433087879,0.0361644071968,0.00259329921849,0.516401895265,0.0047602245307,0,0,2.39662227624,0.0,0.00435843451235,4.56695354797,3.6531637932,0.0,7.63240192117e-06,0.0,0.0160535151954,0,0,0.0082874704105,0.00107492545679,1.5929110444e-05,0.0044611433411,0.0177684192171,0.0013324225106,0.0426214975399,0.0822505339948,0.850832241358,0.00026187811574,0.0104257131307,0.907352192585,3.68565323843e-05,1.38521254088e-05,2.09989496804,9.68234692421,0.0623393930519,0.531109981724,1.45497989304,2.56570979425,1.28945178828,0.185007119708,0,1.838874671,0,0.919536422831,0.255415110942,0.0,19.5705946063,0,3.54605057267,0,0.0186446817556,13.8344473543,1.87877505082,6.41504981037,0.124865884765,0,0.105818212496,0.0810201639234,2.71765250442,0,0.188095892928,0.0578368732812,0.0202345613503,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.000239287992106,8.30970817677,8.62894541459,17.1267104924,0.0,0.0,0,23.5322278288,3.66005559254,0.00709131132112,1.36170301949e-06,0,0.0,0.0,0.0,0.0,0.0,0.0,1.11612964826e-06,0.0168803119523,0,0,0,0,51.9242723093,136.454477415,0.0,0.0,11.5186830308,28.2767120963,0,7.52234282641,0.0364208779428,42.6761466201,31.1873746477,9.43084905014,2.33651748936,11.0880114178,0.0678474601757,0.314554060153,0.269987754563,1.39872252914,22.8219159095,12.419361274,10.3859040724,2.11438829746,1.01367442518,15.9469779307,3.22500321791,18.302375279,0.977083753429,73.4591726904,2.1019834633,3.14734183012,4.4207377712,1.39685981933e-05,1.3580805383e-05,1.97786117e-06,2.61555985311,2.22465757946e-06,2.96264311008e-06,0.66295116797,0,0,0,0.57375132105,0,2.24563362396,2.91649318674,0.53503111379,0.342008515047,0.0297355668047,0.161880054041,0.0715171790521,0.0866368033292,0.422265178858,1.4918653171,1.67450796458
IN.113,0,0,0.0,0.433988781506,0.878252470669,3.59766133371,0.204416002141,0.00320815519139,1.27637390173e-05,0.010904793442,0.0317316812903,0.100887118878,0.252014698764,0.02381771906,0.00207353610776,0.488694618022,0.00233632748128,0,0,0.031,0.014,0.0045418103582,0.0191688206506,0.0166059403559,7.76400168013e-05,2.23527400679e-06,0.0,0.000212246717727,0,0,0.000611444499438,1.65117954577e-05,7.9174219387e-07,0.000304611358372,0.00128110789499,0.000176839307719,0.0240059612333,0.0618610762792,0.0702616876953,0.0126774263619,0.00909336925849,0.416606760696,0.000195568883943,0.000474947094135,1.23512014895,3.93283934977,0.0285187111275,0.010344992655,0.183198327499,0.129363790002,0.0514378824997,0.00372133618868,0,1.15468624404,0,1.18731375596,0.085,2.85445261064e-07,2.83599971455,0,0.943129907031,0,0.00161365810035,0.455836569728,0.16841986514,0.579,0.0818707457964,0,0.110554725859,0.0600353188143,0.650395331055,0,0.058143878475,0.56504131417,0.202450181624,0.000162833092501,0,0.169097653502,0,0.146368861215,0,0.25703987726,0,0.0523490345653,0,0.122490244571,1.48,1.791,2.40908109301,1.03121588034e-07,3.39736148546e-08,0,3.305,0.617,0.133918769893,7.8891922499e-06,0,0.0813453942795,0.0222596151191,0.138668897308,0.262809758288,0.0262425792656,0.000903963232802,3.01866521586e-05,12.2048493044,0,0,0,0,0.0776961644803,0.212877440882,0.276383877973,0.0249328180951,1.101,26.676,0,0.722349375519,0.0026506244809,5.7,2.439,0.688,1.64826133664,6.26029626733,0.00744239602683,0.0740338812456,0.123966118754,0.03,1.006,0.692,0.054,0.272,0.013,4.608,0.03,0.061,0.039,4.487,0.881,0.055,0.083,3.0049760326e-06,2.88378534441e-06,4.81189248786e-07,0.0100768030833,7.07954846184e-07,6.72154826336e-07,0.00359403518196,0,0,0,0.00128568172373,0,0.00398814382576,0.00576909441599,0.0100912717678,0.00808688220772,0.000530441781513,0.00429069580759,0.00147033490794,0.00180097604406,0.357,1.105,0.046
IN.114,0,0,0.0,1.90858015228,5.47005476486,27.1571802993,0.747858438766,0.0177588430323,1.50798173499e-06,0.035040432406,0.0232763917553,0.110504220758,0.305982684578,0.0111758954406,0.00122687393689,0.447492370855,0.0105106144089,0,0,21.145,1.597,0.995591257735,0.0,0.0,0.0,0.00146140236854,1.18359888862e-08,0.02425334515,0,0,0.0154007895459,0.0017574147114,4.51959466911e-05,0.0949723100643,0.259172373869,0.0327157604579,0.0703017500313,0.135538327432,0.173779084003,0.00044933671533,0.017650690103,2.25613910871,7.65681693367e-05,2.48331740964e-05,12.6499507348,119.201684049,0.571335889923,0.186069627614,28.3750319621,30.8630523861,4.91791565179,3.10620091615,0,19.951397629,0,41.281602371,38.603,0.0,97.4719999997,0,6.16775413361,0,0.0990502298606,0.0,7.33635775086,56.283,1.8037086909,0,0.868135550093,6.55105789328,60.9521315578,0,4.48696630792,17.0920196657,5.97974096635,8.3851211863e-05,0,3.70057514157,0,5.27879429107,0,7.99299580501,0,1.37428572186,0,0.309504557228,154.582827041,50.007,154.621892395,0.0,0.0,0,92.073,28.479,1.11110760398,0.0,0,29.8630743746,0.195794154773,68.8261834506,136.711073494,49.1426029085,0.0861943115522,0.000477562876829,3.67299645174,0,0,0,0,109.270729193,287.183982594,6.36375689588,0.0701346087231,9.696,1546.22726635,0,87.0753041281,0.318695871894,429.477,341.409,77.609,35.3327247194,621.831827554,122.197445062,2.47315025089,5.24284974911,10.236,196.203,184.102,68.565,14.645,6.591,362.193,21.91,129.933,9.876,547.311,322.805,112.724,121.744,0.00124850534582,0.00122096835361,0.000169049805866,13.7360682716,0.00019532860959,0.000240714184426,3.46153413209,0,0,0,1.45626077177,0,9.44524623998,12.9347590048,14.801923575,10.3153787035,0.895499266939,4.88061166655,2.15008363053,2.6055601709,33.338,160.414,48.14
